"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_id","victima_identificada_provincia_origen_id","denunciado_provincia_id","victimas_estimadas_provincia_hecho_id"
"2019-10-08","Nueva","No","No","No es Víctima","Femenino","NS/NC","Santa Fe","Femenino","NS/NC","No","No","Santa Fe","NS/NC","NS/NC","NS/NC","Santa Fe","No","No","NS/NC","Femenino","NS/NC","Santa Fe","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-08","82","82","82","82"
"2019-10-08","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","30","No","No","Buenos Aires","Argentina","Masculino","NS/NC","NS/NC","No","No","1","Femenino","30","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Policía Federal y Protex","2019-10-08","02","06","","06"
"2019-10-08","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Córdoba","Femenino","16","No","No","NS/NC","Países Limítrofes","Presencia de M y H","32","Córdoba","No","No","6","Femenino","16","Córdoba","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-10-08","14","","14","14"
"2019-10-09","Nueva","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","24","Sí","No","CABA","Argentina","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","CABA","Desaparición de personas","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-10-09","06","02","","02"
"2019-10-08","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","17","No","No","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","17","NS/NC","Desaparición de personas","Línea 145","ONG-Organismos nacionales","Protex","2019-10-08","06","06","",""
"2019-10-09","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Córdoba","Masculino","13","No","No","NS/NC","NS/NC","Masculino","50","Córdoba","No","No","NS/NC","Masculino","13","Córdoba","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-10-09","14","","14","14"
"2019-10-09","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","MENDOZA","Femenino","NS/NC","No","No","Mendoza","NS/NC","Masculino","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","MENDOZA","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-10-09","50","50","","50"
"2019-10-09","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","24","Sí","No","CABA","Argentina","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","CABA","Desaparición de personas","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-10-09","06","02","","02"
"2019-10-09","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","CABA","Argentina","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","CABA","Oferta Laboral Engañosa","Línea 145","NS/NC","Area Legal para judicializar","2019-10-09","02","02","","02"
"2019-10-10","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Santa fe","Femenino","12","no","no","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","no","no","1","Femenino","12","Santa FE","Explotación Sexual de N, N y A","Línea 145","NS/NC","Gendarmería y Protex","2019-10-10","82","","","82"
"2019-10-10","Relacionada","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","18","no","no","CABA","Países Limítrofes","Femenino","70","CABA","no","no","10","Femenino","18","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-10-10","02","02","02","02"
"2019-10-10","Nueva","No","Sí","Víctima Directa","Femenino","29","CABA","Femenino","29","No","No","CABA","NS/NC","Femenino","40","CABA","No","No","NS/NC","Femenino","29","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-10-10","02","02","02","02"
"2019-10-11","Nueva","No","No","Víctima Directa","Femenino","27","CABA","Femenino","27","No","No","CABA","Argentina","Masculino","40","CABA","No","No","1","Femenino","27","CABA","Venta de Niñxs y otros delitos","Línea 145","NS/NC","Area Legal para judicializar","2019-10-11","02","02","02","02"
"2019-10-11","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","20","No","No","CABA","Países Limítrofes","Masculino","NS/NC","NS/NC","No","No","3","Femenino","20","CABA","Explotación Laboral","Línea 145","ONG-Organismos nacionales","Policía Federal y Area Legal del PNR","2019-10-11","02","02","","02"
"2019-10-11","Nueva","No","No","Víctima Indirecta","Femenino","NS/NC","Tucumán","Presencia de M y H","10","Sí","No","Tucumán","Argentina","Masculino","50","Tucumán","No","No","10","Presencia de M y H","10","Tucumán","Reducción a la servidumbre o situaciones análogas","Línea 145","NS/NC","Gendarmería y Protex","2019-10-11","90","90","90","90"
"2019-10-11","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","24","Sí","No","CABA","Argentina","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","CABA","Desaparición de personas","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-10-11","06","02","","02"
"2019-10-11","Nueva","Sí","No","Víctima Directa","Femenino","30","Chaco","Femenino","30","no","no","Chaco","Argentina","Masculino","40","Chaco","sí","No","NS/NC","Femenino","NS/NC","Entre Ríos","Explotación Sexual de N, N y A","Solicitud Institucional- Saliente","Internet","Protex ","2019-10-12","22","22","22","30"
"2019-10-11","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","27","No","No","NS/NC","Países Limítrofes","Presencia de M y H","NS/NC","San Luis","No","No","1","Femenino","27","San Luis","Oferta Laboral Engañosa","Línea 145","NS/NC","Comisaría","2019-10-11","06","","74","74"
"2019-10-12","Relacionada","no","Sí","No es Víctima","Masculino","NS/NC","salta","Presencia de M y Trans","15","No","No","NS/NC","NS/NC","Masculino","NS/NC","salta","No","No","NS/NC","Presencia de M y Trans","17","Salta","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-12","66","","66","66"
"2019-10-12","Nueva","no","Sí","Víctima Directa","Femenino","NS/NC","NS/NC","Femenino","16","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","NS/NC","Posible captación","Línea 145","NS/NC","Protex ","2019-10-12","","","",""
"2019-10-12","Nueva","no","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","NS/NC","NS/NC","No","No","NS/NC","Argentina","Masculino","NS/NC","Buenos Aires","Sí","No","NS/NC","Presencia de M y H","13","Buenos Aires","Reducción a la servidumbre o situaciones análogas","Línea 145","Boca en Boca","PSA y Protex","2019-10-12","06","","06","06"
"2019-10-12","Nueva","no","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","Buenos Aires","Sí","No","NS/NC","Femenino","NS/NC","Buenos Aires","Publicidad de Oferta Sexual","Línea 145","Boca en Boca","Protex ","2019-10-12","06","","06","06"
"2019-10-12","Nueva","no","Sí","No es Víctima","Masculino","NS/NC","Mendoza","Femenino","2","No","No","Mendoza","Argentina","Presencia de M y H","40","Mendoza","No","No","NS/NC","NS/NC","NS/NC","Mendoza","Explotación Laboral de N, N y A","Línea 145","Otros modos de acercamiento a la Línea","Protex ","2019-10-12","50","50","50","50"
"2019-10-13","Nueva","No","No","Víctima Directa","Masculino","30","Mendoza","Masculino","30","No","No","Salta","Países Limítrofes","Masculino","NS/NC","Mendoza","No","No","3","Masculino","30","Mendoza","Oferta Laboral Engañosa","Línea 145","Boca en Boca","Gendarmería y Protex","2019-10-13","50","66","50","50"
"2019-10-12","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","Salta","Masculino","11","no","no","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","no","no","2","Masculino","11","salta","Explotación Sexual de N, N y A","Línea 145","Otros modos de acercamiento a la Línea","Gendarmería y Protex","2019-10-12","66","","","66"
"2019-10-13","nueva","No","No","Víctima Directa","Femenino","31","Santa Fe","NS/NC","5","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","5","NS/NC","Pornografía Infantil","Línea 145","Internet","Protex ","2019-10-13","82","","",""
"2019-10-13","Nueva","No","No","Víctima Directa","Femenino","28","Jujuy","Femenino","28","NO","No","NS/NC","Otros Países","Masculino","29","Buenos Aires","No","No","1","Femenino","28","JUJUY","Posible captación","Línea 145","NS/NC","Gendarmería y Protex","2019-10-14","38","","06","38"
"2019-10-14","Ampliatoria","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Presencia de M y H","30","Sí","Sí","Buenos Aires","Argentina","Femenino","NS/NC","Buenos Aires","No","No","2","Presencia de M y H","30","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-14","06","06","06","06"
"2019-10-14","Ampliatoria","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Presencia de M y H","30","Sí","Sí","Buenos Aires","Argentina","Femenino","NS/NC","Buenos Aires","No","No","2","Presencia de M y H","30","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-10-14","06","06","06","06"
"2019-10-14","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Presencia de M y Trans","NS/NC","NO","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","Sí","No","NS/NC","Presencia de M y Trans","NS/NC","Buenos Aires","Explotación Sexual","Correo Electrónico","ONG-Organismos nacionales","Protex ","2019-10-14","06","","","06"
"2019-10-14","Nueva","No","Sí","Víctima Indirecta","Femenino","NS/NC","Buenos Aires","Femenino","17","NO","No","NS/NC","NS/NC","Masculino","60","Buenos Aires","No","No","16","Femenino","17","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-10-14","06","","06","06"
"2019-10-14","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Presencia de M y Trans","NS/NC","NO","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","Sí","No","NS/NC","Presencia de M y Trans","NS/NC","Buenos Aires","Explotación Sexual","Correo Electrónico","ONG-Organismos nacionales","Protex ","2019-10-14","06","","","06"
"2019-10-15","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","20","NO","No","CABA","Países Limítrofes","Masculino","NS/NC","CABA","No","No","3","Femenino","20","CABA","Explotación Laboral","Línea telefónica institucional","ONG-Organismos nacionales","Area Legal del PNR (ya judicializada)","2019-10-15","02","02","02","02"
"2019-10-15","Ampliatoria","No","No","Víctima Directa","Masculino","Ns/nc","mendoza","Masculino","Ns/Nc","No","No","Salta","Países Limítrofes","Masculino","NS/NC","Mendoza","No","NO","3","Masculino","Ns/Nc","Mendoza","Oferta Laboral Engañosa","Línea 145","Ns/NC","Gendarmería y Protex","2019-10-15","50","66","50","50"
"2019-10-15","Ampliatoria","No","Sí","No es Víctima","Masculino","Ns/nc","CABA","Femenino","NS/NC","No","No","NS/NC","Países Limítrofes","NS/NC","NS/NC","ns/nc","No","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-10-15","02","","","02"
"2019-10-15","Relacionada","No","No","Víctima Directa","Masculino","Ns/nc","mendoza","Masculino","Ns/Nc","No","No","Salta","Países Limítrofes","Masculino","NS/NC","Mendoza","No","NO","3","Masculino","Ns/Nc","Mendoza","Oferta Laboral Engañosa","Línea 145","Ns/NC","Gendarmería y Protex","2019-10-15","50","66","50","50"
"2019-10-15","NUEVA","NO","Sí","No es Víctima","Femenino","NS/NC","BUENOS AIRES","MASCULINO","NS/NC","NO","NO","BUENOS AIRES","NS/NC","FEMENINO","NS/NC","BUENOS AIRES","SÍ","NO","NS/NC","MASCULINO","80","BUENOS AIRES","Venta de Niñxs y otros delitos","Línea 145","NS/NC","PROTEX ","2019-10-15","06","06","06","06"
"2019-10-15","RELACIONADA","NO","Sí","VÍCTIMA DIRECTA","FEMENINO","NS/nc","BUENOS AIRES","FEMENINO","NS/nc","NO","NO","BUENOS AIRES","NS/NC","NS/nc","NS/NC","NS/NC","NO","NO","NS/NC","NS/NC","NS/NC","NS/NC","POSIBLE CAPTACIÓN","Línea 145","NS/NC","Protex ","2019-10-15","06","06","",""
"2019-10-15","Relacionada","No","Sí","No es Víctima","Masculino","NS/nc","Buenos Aires","Femenino","5","No","No","Buenos Aires","NS/NC","Femenino","50","Buenos Aires","No","No","1","Femenino","5","Buenos Aires","Explotación Sexual de N, N y A","Línea 145","ONG-Organismos nacionales","Protex ","2019-10-15","06","06","06","06"
"2019-10-16","Nueva","No","No","No es Víctima","Femenino","30","NS/NC","Femenino","19","No","No","Buenos Aires","Argentina","Presencia de M y H","NS/NC","NS/NC","No","No","2","Femenino","18","CABA","Oferta Laboral Engañosa","Línea 145","Otros modos de acercamiento a la Línea","Area Legal para judicializar","2019-10-16","","06","","02"
"2019-10-16","Nueva","No","No","Víctima Directa","Femenino","33","CABA","Femenino","33","No","No","Buenos Aires","Otros Países","Masculino","45","NS/NC","No","No","1","Femenino","33","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-10-16","02","06","","02"
"2019-10-16","Nueva","NO","Sí","No es Víctima","Masculino","NS/nc","Buenos Aires","NS/NC","NS/nc","No","No","NS/NC","NS/NC","Presencia de M y H","40","Buenos Aires","No","No","NS/NC","NS/NC","NS/NC","Buenos Aires","Explotación Laboral","Línea 149","NS/NC","Protex ","2019-10-16","06","","06","06"
"2019-10-16","Nueva","No","Sí","No es Víctima","Femenino","NS/nc","Buenos Aires","NS/NC","NS/nc","No","No","NS/NC","NS/NC","Presencia de M y H","60","BUENOS AIRES","No","No","NS/NC","NS/NC","NS/NC","Buenos Aires","Venta de Niñxs y otros delitos","Línea 145","NS/NC","Protex ","2019-10-16","06","","06","06"
