"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_id","victima_identificada_provincia_origen_id","denunciado_provincia_id","victimas_estimadas_provincia_hecho_id"
"2019-09-05","Ampliatoria","no","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Masculino","12","no","no","Buenos Aires","NS/NC","Masculino","NS/NC","Buenos Aires","NO","NO","2","Masculino","12","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-09-05","06","06","06","06"
"2019-09-05","Nueva","no","Sí","Víctima Directa","Femenino","NS/NC","CABA","Femenino","25","no","no","CABA","Argentina","Femenino","NS/NC","NS/NC","NO","NO","1","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-09-05","02","02","","02"
"2019-09-05","Ampliatoria","no","No ","No es Víctima","Masculino","NS/NC","Misiones","Femenino","NS/NC","No","No","Misiones","Argentina","Femenino","NS/NC","Río Negro","no","NO","1","Femenino","18","Río Negro","Explotación Sexual","Línea 145","NS/NC","Protex","2019-09-05","54","54","62","62"
"2019-09-06","Nueva","No","No ","Víctima Indirecta","Femenino","NS/NC","Buenos Aires","Femenino","24","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No","No","1","Femenino","24","Buenos Aires","Oferta Laboral Engañosa","Línea 145","NS/NC","Policía Federal y Area Legal del PNR","2019-09-06","06","06","06","06"
"2019-09-06","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","Buenos Aires","Otros Países","Femenino","25","Buenos Aires","No","No","6","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-09-06","02","06","06","06"
"2019-09-06","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","Caba","Femenino","NS/NC","no","no","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","NO","NO","12","Femenino","NS/NC","caba","Explotación Sexual","Línea 145","Boca en Boca","Area Legal para judicializar","2019-09-06","02","","","02"
"2019-09-06","Nueva","no","No ","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","23","NO","NO","Buenos Aires","Argentina","Masculino","21","NS/NC","No","No","1","Femenino","23","NS/NC","Posible captación","LÍNEA 145","NS/NC","Gendarmería y Protex","2019-09-07","06","06","",""
"2019-09-07","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Mendoza","Femenino","NS/NC","No","No","NS/NC","NS/NC","Masculino","NS/NC","Mendoza","No","No","NS/NC","Femenino","NS/NC","Mendoza","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-07","50","","50","50"
"2019-09-07","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","21","No","No","Buenos Aires","NS/NC","Femenino","60","Buenos Aires","No","No","1","Femenino","21","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-09-07","06","06","06","06"
"2019-09-07","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-07","06","","","06"
"2019-09-07","Ampliatoria","No","No ","Víctima Indirecta","Femenino","NS/NC","Buenos Aires","Femenino","24","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No","No","1","Femenino","24","Buenos Aires","Oferta Laboral Engañosa","Línea 145","NS/NC","Prefectura  Naval y Area Legal del PNR","2019-09-07","06","06","06","06"
"2019-09-07","Nueva","No","Sí","Víctima Directa","Femenino","18","Córdoba","Femenino","18","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","No","No","1","Femenino","18","Córdoba","Posible captación","Línea 145","NS/NC","Protex ","2019-09-07","14","","","14"
"2019-09-07","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","CABA","NS/NC","15","No","No","Buenos Aires","NS/NC","Presencia de M y H","NS/NC","NS/NC","No","No","30","Presencia de M y H","15","CABA","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-09-07","02","06","","02"
"2019-09-08","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","15","No","No","NS/NC","NS/NC","Femenino","NS/NC","CABA","No","No","2","Femenino","15","CABA","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Area Legal del PNR","2019-09-08","02","","02","02"
"2019-09-08","Ampliatoria","no","No ","No es Víctima","Femenino","NS/NC","SALTA","Femenino","42","No","No","Salta","NS/NC","Masculino","NS/NC","Tierra del Fuego","No","No","1","Femenino","42","Tierra del Fuego","Posible captación","Línea 145","Boca en Boca","Protex ","2019-09-08","66","66","94","94"
"2019-09-08","Nueva","No","No ","Víctima Indirecta","Femenino","NS/NC","CABA","Femenino","15","NO","NO","CABA","Otros Países","Masculino","NS/NC","NS/NC","No","No","1","Femenino","15","CABA","Desaparición de personas","Solicitud Institucional- Saliente","NS/NC","Area Legal del PNR (ya judicializada)","2019-09-08","02","02","","02"
"2019-09-09","Nueva","NO","No ","No es Víctima","NS/NC","NS/NC","caba","Femenino","15","NO","NO","CABA","NS/NC","NS/NC","NS/NC","NS/NC","NO","NO","1","Femenino","15","CABA","Posible captación","Solicitud Institucional- Saliente","NS/NC","Area Legal del PNR (ya Judicializada)","2019-09-09","02","02","","02"
"2019-09-09","Nueva","NO","No ","Víctima Indirecta","Masculino","NS/NC","Buenos Aires","Masculino","13","No","No","Buenos Aires","Argentina","Masculino","NS/NC","NS/NC","No","No","1","Masculino","13","Buenos Aires","Grooming","Línea 145","NS/NC","Protex ","2019-09-09","06","06","","06"
"2019-09-10","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","19","No","No","NS/NC","Argentina","Masculino","35","Buenos Aires","Sí","No","5","Femenino","19","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-10","","","06","06"
"2019-09-10","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Mendoza","Femenino","18","No","No","NS/NC","Países Limítrofes","NS/NC","NS/NC","NS/NC","No","No","2","Femenino","18","Mendoza","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-09-10","50","","","50"
"2019-09-10","Nueva","No","No ","Víctima Directa","Masculino","55","Santa Fe","Presencia de M y H","NS/NC","No","No","Santa Fe","Argentina","Masculino","NS/NC","Santa Fe","No","Sí","155","Presencia de M y H","NS/NC","Santa Fe","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-09-10","82","82","82","82"
"2019-09-10","Nueva","No","No ","Víctima Indirecta","Femenino","41","CABA","Femenino","19","No","No","NS/NC","Argentina","Femenino","94","Buenos Aires","No","No","1","Femenino","19","Buenos Aires","Explotación Laboral","Línea 145","Boca en Boca","Policía Federal y Protex","2019-09-10","02","","06","06"
"2019-09-10","Ampliatoria","No","No ","Víctima Indirecta","Femenino","41","CABA","Femenino","19","No","No","NS/NC","Argentina","Femenino","94","Buenos Aires","No","No","1","Femenino","19","Buenos Aires","Explotación Laboral","Línea 145","Boca en Boca","Policía Federal y Protex","2019-09-10","02","","06","06"
"2019-09-10","Ampliatoria","No","No ","Víctima Indirecta","Femenino","41","CABA","Femenino","19","No","No","CABA","Argentina","Femenino","94","Buenos Aires","NO","NO","1","Femenino","19","Buenos Aires","Explotación Laboral","Línea 145","Boca en Boca","Policía Federal y Protex","2019-09-10","02","02","06","06"
"2019-09-11","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Presencia de M y H","30","No","No","NS/NC","Países Limítrofes","Presencia de M y H","NS/NC","NS/NC","Sí","No","NS/NC","Presencia de M y H","30","CABA","Explotación Laboral","Línea 145","NS/NC","Gendarmería y Area Legal del PNR","2019-09-11","02","","","02"
"2019-09-11","Nueva","No","No ","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","28","Sí","No","Mendoza","NS/NC","Presencia de M y H","NS/NC","San Juan","No","No","1","Femenino","28","San Juan","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-11","50","50","70","70"
"2019-09-11","Amplía y está relacionada con otras Denuncias","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","Países Limítrofes","Presencia de M y H","NS/NC","Buenos Aires","Sí","No","4","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-11","06","","06","06"
"2019-09-11","Nueva","No","Sí","Víctima Directa","Femenino","NS/NC","Neuquén","Femenino","27","No","No","NS/NC","Argentina","Femenino","51","Neuquén","No","No","3","Femenino","27","Neuquén","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-09-11","58","","58","58"
"2019-09-11","Ampliatoria","No","No ","Víctima Directa","Masculino","NS/NC","Córdoba","Masculino","NS/NC","No","No","NS/NC","Argentina","Masculino","70","Chubut","No","No","4","Masculino","NS/NC","Córdoba","Explotación Laboral","Línea 145","NS/NC","Protex","2019-09-11","14","","26","14"
"2019-09-11","Nueva","no","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","Argentina","Femenino","NS/NC","Buenos Aires","No","No","NS/NC","Femenino","NS/NC","NS/NC","Oferta Laboral Engañosa","Línea 145","NS/NC","Protex ","2019-09-11","06","","06",""
"2019-09-11","Nueva","no","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","Argentina","Masculino","NS/NC","CABA","No","No","2","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-09-11","02","","02","02"
"2019-09-11","Nueva","no","No ","No es Víctima","Femenino","NS/NC","caba","Femenino","19","no","no","NS/NC","Países Limítrofes","Masculino","50","CABA","NO","NO","1","Femenino","19","CABA","Venta de Niñxs y otros delitos","Línea telefónica institucional","ONG-Organismos nacionales","Area Legal para judicializar","2019-09-11","02","","02","02"
"2019-09-11","Nueva","no","Sí","Víctima Directa","Femenino","NS/NC","Córdoba","Femenino","NS/NC","no","no","Córdoba","Argentina","Masculino","40","Córdoba","no","no","6","Femenino","NS/NC","Córdoba","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-11","14","14","14","14"
"2019-09-12","Nueva","no","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","14","no","no","NS/NC","Argentina","NS/NC","NS/NC","NS/NC","no","no","1","Femenino","14","Buenos Aires","Posible captación","Correo Electrónico","Internet","Protex ","2019-09-12","","","","06"
"2019-09-12","Ampliatoria","no","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","Argentina","Masculino","NS/NC","CABA","No","No","2","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-09-12","02","","02","02"
"2019-09-12","Nueva","No","No ","Víctima Indirecta","Femenino","NS/NC","Río Negro","Masculino","15","No","No","Río Negro","Argentina","Masculino","42","CABA","No","No","1","Masculino","15","Río Negro","Grooming","Correo Electrónico","NS/NC","Protex ","2019-09-12","62","62","02","62"
"2019-09-12","Ampliatoria","no","No ","No es Víctima","Femenino","NS/NC","caba","Femenino","19","no","no","NS/NC","Países Limítrofes","Masculino","50","CABA","NO","NO","1","Femenino","19","CABA","Venta de Niñxs y otros delitos","Línea telefónica institucional","ONG-Organismos nacionales","Area Legal del PNR (ya judicializada)","2019-09-12","02","","02","02"
"2019-09-12","Nueva","no","Sí","No es Víctima","Femenino","24","Buenos Aires","Masculino","NS/NC","no","no","NS/NC","Argentina","Masculino","NS/NC","NS/NC","no","no","NS/NC","FEMENINO","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","Boca en Boca","Protex ","2019-09-12","06","","","06"
"2019-09-12","Nueva","no","No ","Víctima Directa","Femenino","NS/NC","Neuquén","Masculino","NS/NC","no","no","NS/NC","Otros Países","Masculino","NS/NC","NS/NC","no","no","1","FEMENINO","NS/NC","CABA","Posible captación","Línea 145","NS/NC","Area Legal para judicializar","2019-09-12","58","","","02"
"2019-09-13","Nueva","No","No ","Víctima Directa","Femenino","19","Chaco","Femenino","18","no","no","Chaco","Argentina","Masculino","NS/NC","NS/NC","no","no","1","Femenino","19","Chaco","Oferta Laboral Engañosa","Correo Electrónico","NS/NC","Protex ","2019-09-13","22","22","","22"
"2019-09-13","Ampliatoria","No","No ","Víctima Directa","Femenino","19","Chaco","Femenino","18","no","no","Chaco","Argentina","Masculino","NS/NC","NS/NC","no","no","1","Femenino","19","Chaco","Oferta Laboral Engañosa","Correo Electrónico","NS/NC","Protex ","2019-09-13","22","22","","22"
"2019-09-13","Relacionada","No","No ","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","14","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","14","Femenino","14","Buenos Aires","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-09-13","","","","06"
"2019-09-13","Nueva","No","No ","No es Víctima","NS/NC","NS/NC","NS/NC","Femenino","27","No","No","Misiones","Argentina","Masculino","NS/NC","Río Negro","No","No","6","Femenino","27","Río Negro","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-09-13","","54","62","62"
"2019-09-13","Nueva","No","Sí","Víctima Directa","Femenino","NS/NC","Buenos Aires","Presencia de M y H","NS/NC","No","No","Buenos Aires","Argentina","Presencia de M y H","NS/NC","Buenos Aires","No","No","9","Presencia de M y H","NS/NC","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-09-13","06","06","06","06"
"2019-09-13","Ampliatoria","No","No ","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","CABA","No","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Correo Electrónico","NS/NC","Area Legal del PNR (ya judicializada)","2019-09-13","02","","02","02"
"2019-09-13","Ampliatoria",,"No ","Víctima Indirecta","Femenino","NS/NC","Río Negro","Femenino","27","NO","No","Misiones","NS/NC","Masculino","47","Río Negro","No","No","7","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-09-13","62","54","62","02"
"2019-09-13","Relacionada","No","No ","No es Víctima","Femenino","NS/NC","Buenos Aires","Presencia de M y H","5","No","No","Buenos Aires","Argentina","Presencia de M y H","NS/NC","Buenos Aires","No","No","3","Presencia de M y H","5","Buenos Aires","Explotación Laboral de N, N y A","Correo Electrónico","NS/NC","Protex ","2019-09-13","06","06","06","06"
"2019-09-13","Nueva","No","Sí","Víctima Directa","Masculino","NS/NC","caba","Presencia de M y H","19","no","no","NS/NC","Países Limítrofes","Presencia de M y H","NS/NC","caba","no","no","12","Presencia de M y H","19","Caba","Explotación Laboral","Línea 145","NS/NC","Policía Federal y Area Legal del PNR","2019-09-13","02","","02","02"
"2019-09-13","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","NS/NC","NS/NC","No","No","Buenos Aires","NS/NC","Masculino","NS/NC","Buenos Aires","no","NO","NS/NC","NS/NC","NS/NC","Buenos Aires","Oferta Laboral Engañosa","Línea 145","NS/NC","Protex ","2019-09-13","06","06","06","06"
"2019-09-14","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Mendoza","Femenino","35","No","No","Mendoza","Argentina","Masculino","NS/NC","Mendoza","Sí","No","8","Femenino","35","Mendoza","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-14","50","50","50","50"
"2019-09-14","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","25","No","No","CABA","Argentina","NS/NC","NS/NC","CABA","No","No","4","Femenino","25","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-09-14","02","02","02","02"
"2019-09-15","Nueva","No","Sí","No es Víctima","Femenino","59","Córdoba","Masculino","86","No","No","Córdoba","NS/NC","Presencia de M y H","82","Córdoba","NO","NO","3","Masculino","86","Córdoba","Explotación Laboral","Línea 145","Boca en Boca","Gendarmería y Protex","2019-09-15","14","14","14","14"
"2019-09-15","Nueva","No","Sí","No es Víctima","Masculino","66","Entre Ríos","Femenino","NS/NC","No","No","Entre Ríos","Argentina","Masculino","NS/NC","Entre Ríos","No","No","NS/NC","Femenino","NS/NC","Entre Ríos","Venta de Niñxs y otros delitos","Línea 145","NS/NC","Comisaría","2019-09-15","30","30","30","30"
"2019-09-15","Amplía y está relacionada con otras Denuncias","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","Países Limítrofes","NS/NC","NS/NC","Buenos Aires","No","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual de N, N y A","Línea 145","NS/NC","Policía Federal y Protex","2019-09-15","","","06","06"
"2019-09-15","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","NS/NC","Femenino","33","Buenos Aires","Sí","NO","5","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-15","06","","06","06"
"2019-09-15","Amplía y está relacionada con otras Denuncias","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","Países Limítrofes","Presencia de M y H","NS/NC","Buenos Aires","No","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual de N, N y A","Línea 145","NS/NC","Protex ","2019-09-15","","","06","06"
"2019-09-16","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","NS/NC","No","No","CABA","Argentina","Masculino","NS/NC","CABA","No","No","1","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-09-16","","02","02","02"
"2019-09-16","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","15","No","No","Buenos Aires","Argentina","Masculino","48","Buenos Aires","Sí","No","NS/NC","Femenino","15","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-09-16","06","06","06","06"
"2019-09-16","Nueva","No","No ","Víctima Directa","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","NS/NC","Presencia de M y H","NS/NC","Buenos Aires","No","No","1","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Correo Electrónico","NS/NC","Protex ","2019-09-16","06","06","06","06"
"2019-09-16","Ampliatoria","No","No ","Víctima Directa","Masculino","NS/NC","Córdoba","Masculino","NS/NC","No","No","Córdoba","Argentina","Masculino","70","NS/NC","No","No","1","Masculino","NS/NC","Córdoba","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-09-16","14","14","","14"
"2019-09-16","Nueva","No","Sí","Víctima Directa","Masculino","NS/NC","Catamarca","Presencia de M y H","13","No","No","Catamarca","Otros Países","Masculino","NS/NC","CABA","No","No","50","Masculino","NS/NC","CABA","Explotación Laboral","Línea 145","NS/NC","Protex","2019-09-16","10","10","02","02"
"2019-09-16","Nueva","No","Sí","Víctima Indirecta","Femenino","NS/NC","Santa Fe","Femenino","13","No","No","Santa Fe","Argentina","Masculino","29","NS/NC","No","No","1","Femenino","13","Santa Fe","Venta de Niñxs y otros delitos","Línea 145","NS/NC","Comisaría","2019-09-17","82","82","","82"
"2019-09-16","Nueva","no","Sí","Víctima Directa","Femenino","NS/NC","CABA","Presencia de M y H","16","Sí","No","NS/NC","Países Limítrofes","Masculino","57","NS/NC","No","No","21","Presencia de M y H","17","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Area Legal para judicializar","2019-09-16","02","","","06"
"2019-09-17","Relacionada","NO","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","NS/NC","NO","NO","NS/NC","NS/NC","Masculino","NS/NC","CABA","No","NO","12","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-09-17","02","","02","02"
"2019-09-17","Relacionada","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","no","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","no","No","10","Femenino","17","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-09-17","02","","","02"
"2019-09-17","Ampliatoria","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","20","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","No","No","10","Femenino","20","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-09-17","02","","","02"
"2019-09-17","Relacionada","No","Sí","No es Víctima","Masculino","24","CABA","Femenino","20","no","no","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","No","No","20","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","Boca en Boca","Area Legal del PNR (ya judicializada)","2019-09-17","02","","","02"
"2019-09-18","Ampliatoria","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","NS/NC","NO","NO","NS/NC","NS/NC","Masculino","NS/NC","CABA","No","NO","12","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-09-18","02","","02","02"
"2019-09-18","Nueva","No","No ","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","20","No","No","Buenos Aires","Argentina","Femenino","NS/NC","NS/NC","No","No","NS/NC","Femenino","20","Buenos Aires","Ofrecimiento","Línea 145","NS/NC","Protex ","2019-09-18","06","06","","06"
