"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_genero","llamante_rango_etario","llamante_provincia","llamante_es_victima","victima_genero","victima_rango_etario","victima_discapacidad","victima_embarazada","victima_provincia_origen","victima_cantidad","victima_nacionalidad","denunciado_genero","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","hecho_provincia","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_indec_id","victima_provincia_origen_indec_id","denunciado_provincia_indec_id","hecho_provincia_indec_id"
"2018-04-03","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Ciudad Autónoma de Buenos Aires","3","Argentina","Femenino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Venta de niños y otros delitos","Línea 145","Radio","Protex","2018-04-03","","","",""
"2018-04-03","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Buenos Aires","1","Argentina","Masculino","Sin dato/no contesta","No","No","Buenos Aires","Explotación sexual niñas, niños y adolescentes","Línea 145","TV","Fuerzas de seguridad federal","2018-04-03","","06","","06"
"2018-04-03","Sí","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Masculino","0 a 13","No","No","Otro país donde ocurre el hecho","3","Extranjera","Situaciones con hombres y mujeres o trans (varios)","Buenos Aires","No","No","Buenos Aires","Venta de niños y otros delitos","Línea 145","Otros","Protex","2018-04-04","","","06","06"
"2018-04-04","No","No","No","Femenino","0 a 13","Sin dato/no contesta","Sí","No sabe/no contesta","14 a 16","No","No","Ciudad Autónoma de Buenos Aires","1","No refiere","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Grooming","Línea 145","Otros","Área legal para judicializar","2018-04-04","","","",""
"2018-04-04","No","No","No","Femenino","0 a 13","Sin dato/no contesta","Sin datos","Femenino","No refiere","No","No","Misiones","1","No refiere","Masculino","Buenos Aires","No","No","Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","Internet","Protex","2018-04-04","","54","06","06"
"2018-04-04","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","No","Femenino","14 a 16","No","No","Corrientes","1","No refiere","Situaciones con hombres y mujeres o trans (varios)","Corrientes","Sí","No","Corrientes","Explotación sexual","Línea 145","Otros","Protex","2018-04-04","","18","18","18"
"2018-04-04","No","No","Sí","No sabe/no contesta","14 a 16","Chubut","Sin datos","Femenino","14 a 16","No","No","Buenos Aires","2","No refiere","Femenino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","Internet","Fuerzas de seguridad federal","2018-04-04","26","06","06","06"
"2018-04-04","Sí","No","No","Femenino","0 a 13","Córdoba","Sin datos","Femenino","41 a 60","No","No","Santa Fe","1","No refiere","Masculino","Santa Fe","No","No","Santa Fe","Explotación sexual","Línea 145","Otros","Area legal ya judicializada","2018-04-04","14","82","82","82"
"2018-04-04","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Sin dato/no contesta","6","Extranjera","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-04-04","","","","06"
"2018-04-05","No","No","No","Femenino","14 a 16","Chaco","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","1","Argentina","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Desaparición","Línea 145","ONG - Organismos nacionales","Protex","2018-04-05","22","06","","06"
"2018-04-05","Sí","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","No","Femenino","26 a 40","No","No","Buenos Aires","1","Argentina","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Correo institucional","Otros","Protex","2018-04-05","","06","06","06"
"2018-04-05","Sí","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","41 a 60","No","No","Santa Fe","1","Argentina","Masculino","Santa Fe","Sí","No","Santa Fe","Explotación sexual","Línea 145","Otros","Protex","2018-04-05","","82","82","82"
"2018-04-05","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","0 a 13","No","No","Jujuy","1","Argentina","Femenino","Jujuy","No","No","Jujuy","Explotación sexual niñas, niños y adolescentes","Línea 145","Otros","Fuerzas de seguridad federal","2018-04-05","","38","38","38"
"2018-04-05","No","Sí","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","0 a 13","No","No","Buenos Aires","1","Argentina","Femenino","Buenos Aires","No","No","Buenos Aires","Venta de niños y otros delitos","Línea 145","Otros","Comisarías","2018-04-05","","06","06","06"
"2018-04-05","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","Femenino","26 a 40","No","No","Otro país donde ocurre el hecho","4","Extranjera","Masculino","Buenos Aires","No","No","Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","ONG - Organismos nacionales","Fuerzas de seguridad federal","2018-04-05","","","06","06"
"2018-04-05","Sí","No","No","No sabe/no contesta","14 a 16","Chaco","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","1","Argentina","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Desaparición","Línea 145","Otros","Protex","2018-04-05","22","06","","06"
"2018-04-06","No","No","No","No sabe/no contesta","No refiere","Sin dato/no contesta","No","Femenino","No refiere","No","No","Sin dato/no contesta","6","No refiere","Masculino","Sin dato/no contesta","No","No","Córdoba","Explotación sexual","Correo institucional","Otros","Protex","2018-04-06","","","","14"
"2018-04-06","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","No","Masculino","14 a 16","No","No","Varias víctimas oriundas de diversas provincias","15","Argentina","Masculino","Sin dato/no contesta","No","No","Buenos Aires","Explotación sexual","Línea 145","TV","Fuerzas de seguridad federal","2018-04-06","","","","06"
"2018-04-06","No","Sí","No","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","0 a 13","No","No","Santa Fe","3","Argentina","Femenino","Santa Fe","No","No","Santa Fe","Venta de niños y otros delitos","Línea 145","Otros","Fuerzas de seguridad federal","2018-04-06","","82","82","82"
"2018-04-06","No","No","No","No sabe/no contesta","0 a 13","Chubut","Sin datos","Femenino","14 a 16","No","No","Mendoza","3","Argentina","Masculino","Mendoza","No","No","Mendoza","Explotación sexual","Línea 145","TV","Fuerzas de seguridad federal","2018-04-06","26","50","50","50"
"2018-04-06","Sí","No","No","Femenino","14 a 16","Sin dato/no contesta","Sin datos","Masculino","No refiere","No","No","Buenos Aires","2","Argentina","Masculino","Otro país donde ocurre el hecho","No","No","Otro país donde ocurre el hecho","Posible trata de personas (hecho indefinido)","Línea 145","Internet","Protex","2018-04-06","","06","",""
"2018-04-06","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Buenos Aires","1","Argentina","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Boca en boca","Fuerzas de seguridad federal","2018-04-06","","06","",""
"2018-04-06","No","No","Sí","No sabe/no contesta","0 a 13","Córdoba","Sin datos","Femenino","14 a 16","No","No","Corrientes","1","Argentina","Situaciones con hombres y mujeres o trans (varios)","Corrientes","Sí","No","Corrientes","Explotación sexual","Línea 145","TV","Protex","2018-04-06","14","18","18","18"
"2018-04-06","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Masculino","No refiere","No","No","Buenos Aires","0","Argentina","Femenino","Buenos Aires","No","No","Buenos Aires","Venta de niños y otros delitos","Línea 145","Boca en boca","Comisarías","2018-04-06","","06","06","06"
"2018-04-07","Sí","No","No","No sabe/no contesta","0 a 13","Chubut","Sin datos","Femenino","0 a 13","No","No","Ciudad Autónoma de Buenos Aires","3","Argentina","Situaciones con hombres y mujeres o trans (varios)","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Protex","2018-04-07","26","","",""
"2018-04-07","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Buenos Aires","2","Argentina","Masculino","Buenos Aires","Sí","No","Buenos Aires","Explotación sexual","Línea 145","TV","Fuerzas de seguridad federal","2018-04-04","","06","06","06"
"2018-04-07","Sí","No","No","No sabe/no contesta","0 a 13","Chubut","Sin datos","Femenino","0 a 13","No","No","Ciudad Autónoma de Buenos Aires","3","Argentina","Situaciones con hombres y mujeres o trans (varios)","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Protex","2018-04-07","26","","",""
"2018-04-07","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","26 a 40","No","No","San Luis","2","Argentina","Femenino","San Luis","No","No","San Luis","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Protex","2018-04-07","","74","74","74"
"2018-04-07","No","No","Sí","No sabe/no contesta","0 a 13","Chaco","Sin datos","Femenino","14 a 16","No","No","Santa Fe","1","Argentina","Masculino","Santa Fe","No","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-04-07","22","82","82","06"
"2018-04-08","No","Sí","No","No sabe/no contesta","0 a 13","Chaco","Sí","Masculino","26 a 40","No","No","Ciudad Autónoma de Buenos Aires","1","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Desaparición","Línea 145","Otros","Ministerio de Seguridad","2018-04-08","22","","",""
"2018-04-08","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Tucumán","1","Argentina","Situaciones con hombres y mujeres o trans (varios)","Tucumán","Sí","No","Tucumán","Desaparición","Línea 145","Otros","Protex","2018-04-08","","90","90","90"
"2018-04-09","No","No","No","No sabe/no contesta","No refiere","Sin dato/no contesta","Sí","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Correo institucional","Otros","Área legal para judicializar","2018-04-09","","","",""
"2018-04-09","Sí","No","No","No sabe/no contesta","No refiere","Sin dato/no contesta","No","Femenino","No refiere","No","No","Sin dato/no contesta","3","No refiere","Femenino","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-04-09","","","",""
"2018-04-09","No","No","Sí","No sabe/no contesta","14 a 16","Chaco","Sin datos","Femenino","No refiere","No","No","Mendoza","2","No refiere","Masculino","Mendoza","No","No","Mendoza","Explotación sexual","Línea 145","Internet","Área legal para judicializar","2018-04-09","22","50","50","50"
"2018-04-09","Sí","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Masculino","No refiere","No","No","Sin dato/no contesta","0","Argentina","Femenino","Sin dato/no contesta","Sí","No","Buenos Aires","Venta de niños y otros delitos","Línea 145","Boca en boca","Fuerzas de seguridad federal","2018-04-09","","","","06"
"2018-04-09","Sí","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","Masculino","14 a 16","No","No","Sin dato/no contesta","3","Extranjera","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","Otros","Area legal ya judicializada","2018-04-09","","","",""
"2018-04-09","No","No","No","No sabe/no contesta","14 a 16","Chubut","Sin datos","Femenino","0 a 13","No","No","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Sin dato/no contesta","Pornografía infantil","Línea 145","Internet","Protex","2018-04-09","26","","",""
"2018-04-09","No","No","No","No sabe/no contesta","14 a 16","Corrientes","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","1","No refiere","Masculino","Buenos Aires","No","No","Sin dato/no contesta","Posible trata de personas (hecho indefinido)","Línea 145","TV","Protex","2018-04-09","18","06","06",""
"2018-04-09","No","No","Sí","Femenino","14 a 16","Córdoba","Sin datos","Masculino","No refiere","Sí","No","Sin dato/no contesta","21","Argentina","Masculino","Neuquén","No","No","Neuquén","Explotación laboral","Línea 145","Boca en boca","Protex","2018-04-09","14","","58","58"
"2018-04-10","No","No","Sí","No sabe/no contesta","14 a 16","Córdoba","Sin datos","Masculino","0 a 13","No","No","Buenos Aires","3","No refiere","Femenino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","TV","Protex","2018-04-10","14","06","06","06"
"2018-04-10","No","No","No","No sabe/no contesta","14 a 16","Chubut","Sin datos","Masculino","26 a 40","No","No","Buenos Aires","1","Argentina","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Desaparición","Línea 145","Internet","Protex","2018-04-10","26","06","","06"
"2018-04-10","Sí","No","Sí","No sabe/no contesta","14 a 16","Córdoba","Sin datos","Situaciones con hombres y mujeres o trans (varios)","14 a 16","No","No","Mendoza","8","Extranjera","Femenino","Mendoza","Sí","Sí","Mendoza","Explotación sexual","Línea 145","ONG - Organismos nacionales","Área legal para judicializar","2018-04-10","14","50","50","50"
"2018-04-10","Sí","No","Sí","Femenino","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","San Juan","2","No refiere","Masculino","San Juan","No","No","San Juan","Explotación sexual","Línea 145","Otros","Protex","2018-04-11","","70","70","70"
"2018-04-10","Sí","No","No","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Salta","1","Argentina","No sabe/no contesta","Entre Ríos","No","No","Entre Ríos","Explotación sexual","Llamadas salientes","Otros","Protex","2018-04-10","","66","30","30"
"2018-04-10","No","No","No","Femenino","0 a 13","Chaco","Sin datos","Femenino","18 a 25","No","No","Córdoba","1","Argentina","Femenino","Ciudad Autónoma de Buenos Aires","No","No","Córdoba","Posible captación","Línea 145","Internet","Protex","2018-04-10","22","14","","14"
"2018-04-10","No","No","Sí","No sabe/no contesta","14 a 16","Chubut","Sin datos","Otros","0 a 13","No","Sí","Tucumán","5","No refiere","Femenino","Tucumán","Sí","No","Tucumán","Explotación sexual","Línea 145","ONG - Organismos nacionales","Fuerzas de seguridad federal","2018-04-10","26","90","90","90"
"2018-04-11","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","Femenino","No refiere","No","No","Sin dato/no contesta","8","Extranjera","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Sí","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Area legal ya judicializada","2018-04-11","","","",""
"2018-04-11","Sí","No","No","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Sin dato/no contesta","30","Extranjera","Femenino","Santa Cruz","Sí","No","Santa Cruz","Explotación sexual","Línea 145","Otros","Protex","2018-04-11","","","78","78"
"2018-04-11","No","No","No","No sabe/no contesta","14 a 16","Córdoba","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Mendoza","6","Argentina","Situaciones con hombres y mujeres o trans (varios)","Mendoza","Sí","No","Mendoza","Explotación sexual","Línea 145","ONG - Organismos nacionales","Área legal para judicializar","2018-04-11","14","50","50","50"
"2018-04-11","Sí","No","Sí","No sabe/no contesta","14 a 16","Chaco","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Córdoba","3","No refiere","Masculino","Córdoba","No","No","Córdoba","Explotación sexual","Línea 145","Campañas del programa","Protex","2018-04-11","22","14","14","14"
"2018-04-11","No","No","Sí","No sabe/no contesta","0 a 13","Chubut","Sin datos","Situaciones con hombres y mujeres o trans (varios)","No refiere","No","No","Buenos Aires","8","Extranjera","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación laboral","Línea 145","Internet","Protex","2018-04-11","26","06","06","06"
"2018-04-11","Sí","No","No","Femenino","0 a 13","Sin dato/no contesta","Sin datos","Femenino","No refiere","No","No","Santiago del Estero","4","No refiere","Situaciones con hombres y mujeres o trans (varios)","Santiago del Estero","No","Sí","Santiago del Estero","Venta de niños y otros delitos","Línea 145","Otros","Protex","2018-04-11","","86","86","86"
"2018-04-11","Sí","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Mendoza","No","No","Mendoza","Explotación sexual","Línea 145","Otros","Area legal ya judicializada","2018-04-11","","","50","50"
"2018-04-12","No","No","Sí","No sabe/no contesta","0 a 13","Chubut","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Sin dato/no contesta","0","Argentina","Femenino","La Rioja","No","No","La Rioja","Explotación sexual","Línea 145","ONG - Organismos nacionales","Protex","2018-04-12","26","","46","46"
"2018-04-12","No","No","Sí","No sabe/no contesta","0 a 13","Chubut","Sin datos","Situaciones con hombres y mujeres o trans (varios)","14 a 16","No","No","Buenos Aires","6","Argentina","Femenino","Buenos Aires","No","No","Buenos Aires","Venta de niños y otros delitos","Línea 145","Internet","Protex","2018-04-12","26","06","06","06"
"2018-04-12","No","No","Sí","Femenino","0 a 13","Chaco","Sin datos","Femenino","18 a 25","No","No","Buenos Aires","1","Argentina","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","Internet","Área legal para judicializar","2018-04-12","22","06","",""
"2018-04-12","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","No sabe/no contesta","No refiere","No","No","Ciudad Autónoma de Buenos Aires","0","No refiere","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Publicidad de oferta sexual","Línea 145","Otros","Área legal para judicializar","2018-04-12","","","",""
"2018-04-12","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","No sabe/no contesta","No refiere","No","No","Ciudad Autónoma de Buenos Aires","0","No refiere","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Publicidad de oferta sexual","Línea 145","Otros","Área legal para judicializar","2018-04-12","","","",""
"2018-04-13","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","No","Femenino","18 a 25","No","No","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-04-13","","","","06"
"2018-04-13","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","No","Femenino","18 a 25","No","No","Buenos Aires","1","Argentina","Masculino","Buenos Aires","No","No","Buenos Aires","Desaparición","Línea 145","Otros","Comisarías","2018-04-13","","06","06","06"
"2018-04-13","Sí","No","No","No sabe/no contesta","0 a 13","Córdoba","Sin datos","Femenino","18 a 25","No","Sí","Buenos Aires","3","Argentina","Masculino","Buenos Aires","Sí","No","Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Fuerzas de seguridad federal","2018-04-13","14","06","06","06"
"2018-04-13","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","Sí","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Explotación sexual","Correo institucional","ONG - Organismos nacionales","Protex","2018-04-13","","","","06"
"2018-04-13","No","No","Sí","No sabe/no contesta","0 a 13","Corrientes","Sin datos","Femenino","0 a 13","No","No","Buenos Aires","4","Argentina","Situaciones con hombres y mujeres o trans (varios)","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-04-13","18","06","06","06"
"2018-04-13","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Buenos Aires","1","Argentina","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-04-13","","06","06","06"
"2018-04-14","Sí","No","Sí","Femenino","16 a 17 (específico para trabajo adolescente)","Sin dato/no contesta","Sin datos","Trans","No refiere","No","No","Sin dato/no contesta","20","No refiere","Trans","Sin dato/no contesta","No","No","Buenos Aires","Explotación sexual","Línea 145","Radio","Protex","2018-04-14","","","","06"
"2018-04-14","Sí","No","No","No sabe/no contesta","0 a 13","Córdoba","Sin datos","Femenino","18 a 25","No","Sí","Buenos Aires","3","Argentina","Masculino","Buenos Aires","Sí","No","Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Fuerzas de seguridad federal","2018-04-14","14","06","06","06"
"2018-04-14","Sí","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","No","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Buenos Aires","2","Argentina","Masculino","Buenos Aires","Sí","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-04-14","","06","06","06"
"2018-04-14","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Buenos Aires","1","No refiere","Masculino","Buenos Aires","No","No","Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Fuerzas de seguridad federal","2018-04-14","","06","06","06"
"2018-04-15","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","No refiere","No","No","Buenos Aires","2","No refiere","Masculino","Buenos Aires","No","No","Buenos Aires","Posible captación","Línea 145","Otros","Fuerzas de seguridad federal","2018-04-15","","06","06","06"
"2018-04-15","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","0 a 13","No","No","Buenos Aires","0","Argentina","Femenino","Buenos Aires","No","No","Buenos Aires","Venta de niños y otros delitos","Línea 145","Otros","Protex","2018-04-15","","06","06","06"
"2018-04-15","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","Sí","Chubut","1","Argentina","Masculino","Neuquén","No","No","Neuquén","Traslado de personas","Línea 145","ONG - Organismos nacionales","Protex","2018-04-15","","26","58","58"
"2018-04-15","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Buenos Aires","1","Argentina","Masculino","Buenos Aires","Sí","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-04-15","","06","06","06"
"2018-04-16","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Santa Fe","1","Argentina","Otros","Santa Fe","No","No","Santa Fe","Posible captación","Línea 145","Otros","Protex","2018-04-16","","82","82","82"
"2018-04-16","Sí","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","Femenino","No refiere","No","No","Sin dato/no contesta","0","No refiere","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-04-16","","","",""
"2018-04-16","No","No","No","No sabe/no contesta","14 a 16","Chubut","Sin datos","Situaciones con hombres y mujeres o trans (varios)","18 a 25","No","No","San Juan","2","Extranjera","Masculino","Córdoba","No","No","Sin dato/no contesta","Explotación sexual","Línea 145","Otros","Protex","2018-04-16","26","70","14",""
"2018-04-16","Sí","No","Sí","Femenino","0 a 13","Sin dato/no contesta","No","Femenino","No refiere","No","No","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Sí","No","Ciudad Autónoma de Buenos Aires","Oferta laboral engañosa","Correo institucional","Otros","Área legal para judicializar","2018-04-16","","","",""
