"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_indec_id","victima_identificada_provincia_origen_indec_id","denunciado_provincia_indec_id","victimas_estimadas_provincia_hecho_indec_id"
"2018-12-07","No","No","No","No","Masculino","No sabe/no contesta","Buenos Aires","Femenino","18 a 25","No","No","Sin dato/no contesta","No refiere","Masculino","No sabe/no contesta","Buenos Aires","No","No","4","Femenino","18 a 25","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-12-07","06","","06","06"
"2018-12-07","No","No","No","No","Masculino","26 a 40","Córdoba","Femenino","26 a 40","Sí","Sí","Córdoba","Argentina","Masculino","26 a 40","Córdoba","No","No","1","Femenino","26 a 40","Córdoba","Explotación sexual","Línea 145","Radio","Fuerzas de seguridad federal","2018-12-07","14","14","14","14"
"2018-12-07","Sí","No","No","No","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Femenino","18 a 25","No","No","Ciudad Autónoma de Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","16 a 17 (específico para trabajo adolescente)","Ciudad Autónoma de Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Área legal para judicializar","2018-12-07","02","02","","02"
"2018-12-07","No","No","Sí","No","Masculino","No sabe/no contesta","Sin dato/no contesta","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Sin dato/no contesta","Extranjera","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","15","Femenino","16 a 17 (específico para trabajo adolescente)","Sin dato/no contesta","Explotación sexual","Línea 145","Internet","Fuerzas de seguridad federal","2018-12-07","","","",""
"2018-12-07","No","No","No","No","Femenino","18 a 25","Buenos Aires","Masculino","0 a 13","No","No","Buenos Aires","Argentina","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Buenos Aires","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Protex","2018-12-07","06","06","06",""
"2018-12-07","No","No","No","No","No sabe/no contesta","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Ciudad Autónoma de Buenos Aires","No refiere","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No","No","1","Femenino","16 a 17 (específico para trabajo adolescente)","Ciudad Autónoma de Buenos Aires","Explotación sexual","Correo institucional","ONG - Organismos nacionales","Fuerzas de seguridad federal","2018-12-08","02","02","02","02"
"2018-12-08","No","No","Sí","No","Femenino","No sabe/no contesta","Santa Fe","Femenino","0 a 13","No","No","Santa Fe","Argentina","Situaciones con hombres y mujeres o trans (varios)","41 a 60","Santa Fe","No","No","1","Femenino","0 a 13","Santa Fe","Explotación sexual","Línea 145","No contesta / No se consultó","Fuerzas de seguridad federal","2018-12-08","82","82","82","82"
"2018-12-09","Sí","No","No","Sí","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Femenino","No sabe/no contesta","No","No","Ciudad Autónoma de Buenos Aires","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Area legal ya judicializada","2018-12-09","02","02","","02"
"2018-12-10","No","No","Sí","No","Femenino","41 a 60","Santa Fe","Femenino","18 a 25","No","No","Sin dato/no contesta","No refiere","Masculino","41 a 60","Santa Fe","No","No","2","Femenino","18 a 25","Santa Fe","Explotación sexual","Línea 145","Internet","Protex","2018-12-10","82","","82","82"
"2018-12-10","No","No","No","No","Masculino","No sabe/no contesta","Buenos Aires","Situaciones con hombres y mujeres o trans (varios)","0 a 13","Sí","Sí","Varias víctimas oriundas de diversas provincias","Argentina","Masculino","No sabe/no contesta","Buenos Aires","No","No","80","Situaciones con hombres y mujeres o trans (varios)","0 a 13","Buenos Aires","Explotación laboral","Línea 145","ONG - Organismos nacionales","Fuerzas de seguridad federal","2018-12-10","06","","06","06"
"2018-12-10","No","No","Sí","Sí","Femenino","No sabe/no contesta","Buenos Aires","Femenino","No sabe/no contesta","No","No","Buenos Aires","No refiere","Situaciones con hombres y mujeres o trans (varios)","26 a 40","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Misiones","Explotación sexual","Línea 145","No contesta / No se consultó","Protex","2018-12-10","06","06","","54"
"2018-12-10","Sí","No","Sí","No","Femenino","No sabe/no contesta","Tierra del Fuego","Femenino","14 a 15","No","No","Tierra del Fuego","Extranjera","Situaciones con hombres y mujeres o trans (varios)","41 a 60","Tierra del Fuego","No","Sí","8","Femenino","18 a 25","Tierra del Fuego","Explotación sexual","Línea 145","No contesta / No se consultó","Protex","2018-12-10","94","94","94","94"
"2018-12-10","No","No","Sí","No","Masculino","41 a 60","Buenos Aires","Femenino","26 a 40","No","No","Buenos Aires","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","3","Femenino","26 a 40","Buenos Aires","Explotación sexual","Línea 145","No contesta / No se consultó","Protex","2018-12-11","06","06","","06"
"2018-12-11","No","No","No","No","Masculino","61 en adelante","Santa Fe","Femenino","26 a 40","Sí","No","Santa Fe","Argentina","Masculino","61 en adelante","Santa Fe","Sí","Sí","20","Situaciones con hombres y mujeres o trans (varios)","18 a 25","Santa Fe","Explotación sexual","Línea 145","No contesta / No se consultó","Protex","2018-12-11","82","82","82","82"
"2018-12-11","No","No","No","No","Femenino","No sabe/no contesta","Buenos Aires","Situaciones con hombres y mujeres o trans (varios)","0 a 13","Sí","Sí","Varias víctimas oriundas de diversas provincias","Argentina","Masculino","No sabe/no contesta","Buenos Aires","No","No","80","Situaciones con hombres y mujeres o trans (varios)","0 a 13","Buenos Aires","Explotación laboral","Línea 145","ONG - Organismos nacionales","Protex","2018-12-11","06","","06","06"
"2018-12-11","No","No","Sí","No","Femenino","No sabe/no contesta","Sin dato/no contesta","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Córdoba","Posible trata de personas (hecho indefinido)","Línea 145","Campañas del programa","Protex","2018-12-11","","","","14"
"2018-12-11","No","No","No","No","Masculino","No sabe/no contesta","Buenos Aires","Femenino","18 a 25","No","No","Buenos Aires","Argentina","Masculino","No sabe/no contesta","Buenos Aires","Sí","No","1","Femenino","18 a 25","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-12-11","06","06","06","06"
"2018-12-11","Sí","No","Sí","No","Masculino","No sabe/no contesta","Santa Fe","Femenino","0 a 13","No","No","Santa Fe","Argentina","Situaciones con hombres y mujeres o trans (varios)","41 a 60","Santa Fe","No","No","1","Femenino","0 a 13","Santa Fe","Explotación sexual","Línea 145","No contesta / No se consultó","Protex","2018-12-11","82","82","82","82"
"2018-12-11","Sí","No","No","Sí","Masculino","26 a 40","Río Negro","Femenino","26 a 40","Sí","Sí","Río Negro","Extranjera","Masculino","No sabe/no contesta","Río Negro","No","No","1","Masculino","26 a 40","Chubut","Posible trata de personas (hecho indefinido)","Línea 145","TV","Protex","2018-12-11","62","62","62","26"
"2018-12-11","No","No","Sí","No","Femenino","No sabe/no contesta","Buenos Aires","Femenino","14 a 15","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","2","Femenino","14 a 15","Buenos Aires","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-12-12","06","","","06"
"2018-12-12","No","No","No","No","Femenino","41 a 60","Salta","Femenino","14 a 15","No","No","Salta","Argentina","Masculino","26 a 40","Sin dato/no contesta","No","No","1","Femenino","14 a 15","Salta","Posible captación","Línea 145","Internet","Protex","2018-12-12","66","66","","66"
"2018-12-12","No","No","No","No","Masculino","No sabe/no contesta","Entre Ríos","Femenino","0 a 13","No","No","Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","2","Femenino","0 a 13","Buenos Aires","Desaparición","Línea 145","Internet","Protex","2018-12-12","30","06","","06"
"2018-12-12","Sí","No","No","No","Masculino","No sabe/no contesta","Entre Ríos","Femenino","0 a 13","No","No","Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","2","Femenino","0 a 13","Buenos Aires","Desaparición","Línea 145","Internet","Protex","2018-12-12","30","06","","06"
"2018-12-12","No","No","Sí","No","Masculino","No sabe/no contesta","Buenos Aires","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Buenos Aires","Sí","No","6","No sabe/no contesta","No sabe/no contesta","Buenos Aires","Explotación laboral","Línea 145","No contesta / No se consultó","Protex","2018-12-12","06","","06","06"
"2018-12-12","Sí","No","No","No","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Posible captación","Línea 145","No contesta / No se consultó","Protex","2018-12-12","02","","",""
"2018-12-12","Sí","No","No","No","Femenino","41 a 60","Salta","Femenino","14 a 15","No","No","Salta","Argentina","Masculino","26 a 40","Sin dato/no contesta","No","No","1","Femenino","14 a 15","Salta","Posible captación","Línea 145","No contesta / No se consultó","Protex","2018-12-12","66","66","","66"
"2018-12-12","No","No","Sí","No","Femenino","No sabe/no contesta","Santa Fe","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Masculino","41 a 60","Sin dato/no contesta","No","No","0","Femenino","No sabe/no contesta","Santa Fe","Explotación sexual","Línea 145","No contesta / No se consultó","Protex","2018-12-12","82","","","82"
"2018-12-12","No","No","No","Sí","Femenino","16 a 17 (específico para trabajo adolescente)","Ciudad Autónoma de Buenos Aires","Femenino","26 a 40","No","No","Ciudad Autónoma de Buenos Aires","Argentina","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Sí","No","1","Femenino","16 a 17 (específico para trabajo adolescente)","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-12-12","02","02","02","02"
"2018-12-12","Sí","No","No","Sí","Masculino","No sabe/no contesta","Sin dato/no contesta","Femenino","18 a 25","No","Sí","Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Buenos Aires","No","No","2","Femenino","18 a 25","Buenos Aires","Desaparición","Línea 145","Otros","Protex","2018-12-12","","06","06","06"
"2018-12-12","No","No","No","Sí","Femenino","No sabe/no contesta","Santa Fe","Femenino","18 a 25","No","No","Santa Fe","No refiere","Masculino","18 a 25","Ciudad Autónoma de Buenos Aires","No","No","0","Femenino","16 a 17 (específico para trabajo adolescente)","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-12-12","82","82","02","02"
"2018-12-12","No","No","Sí","No","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Explotación sexual","Correo institucional","No contesta / No se consultó","Área legal para judicializar","2018-12-12","02","","","02"
"2018-12-12","Sí","No","No","Sí","Femenino","No sabe/no contesta","Santa Fe","Femenino","18 a 25","No","No","Santa Fe","No refiere","Masculino","18 a 25","Ciudad Autónoma de Buenos Aires","No","No","0","Femenino","16 a 17 (específico para trabajo adolescente)","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-12-12","82","82","02","02"
"2018-12-12","No","No","No","No","Femenino","No sabe/no contesta","Río Negro","Femenino","26 a 40","No","No","Sin dato/no contesta","Extranjera","Masculino","61 en adelante","Sin dato/no contesta","No","No","1","Femenino","26 a 40","Río Negro","Posible trata de personas (hecho indefinido)","Línea 145","ONG - Organismos nacionales","Fuerzas de seguridad federal","2018-12-12","62","","","62"
"2018-12-13","No","No","No","No","Femenino","No sabe/no contesta","Buenos Aires","Masculino","16 a 17 (específico para trabajo adolescente)","No","No","Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Masculino","16 a 17 (específico para trabajo adolescente)","Buenos Aires","Desaparición","Línea 145","Otros","Protex","2018-12-13","06","06","","06"
"2018-12-13","Sí","No","No","Sí","Femenino","26 a 40","Ciudad Autónoma de Buenos Aires","Femenino","26 a 40","No","No","Ciudad Autónoma de Buenos Aires","Argentina","Masculino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No","No","1","Femenino","14 a 15","Ciudad Autónoma de Buenos Aires","Explotación sexual","Correo institucional","Otros","Area legal ya judicializada","2018-12-13","02","02","02","02"
"2018-12-13","Sí","No","Sí","No","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Femenino","18 a 25","No","No","Sin dato/no contesta","Extranjera","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Sí","No","4","Femenino","18 a 25","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-12-13","02","","","02"
"2018-12-13","No","No","No","No","Masculino","No sabe/no contesta","Buenos Aires","Femenino","18 a 25","No","No","Buenos Aires","Argentina","Masculino","26 a 40","Buenos Aires","No","No","1","Femenino","18 a 25","Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","No contesta / No se consultó","Protex","2018-12-13","06","06","06","06"
"2018-12-13","No","No","No","No","Masculino","41 a 60","Buenos Aires","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Femenino","0 a 13","Buenos Aires","No","No","2","No sabe/no contesta","0 a 13","Buenos Aires","Venta de niños y otros delitos","Línea 145","No contesta / No se consultó","Protex","2018-12-13","06","","06","06"
"2018-12-13","No","No","No","No","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Publicidad de oferta sexual","Línea 145","No contesta / No se consultó","Area legal ya judicializada","2018-12-13","","","","02"
"2018-12-13","No","No","No","Sí","Femenino","18 a 25","Córdoba","Femenino","18 a 25","No","No","Córdoba","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","16 a 17 (específico para trabajo adolescente)","Sin dato/no contesta","Pornografía infantil","Línea 145","No contesta / No se consultó","Protex","2018-12-13","14","14","",""
"2018-12-13","No","No","No","Sí","Femenino","18 a 25","Río Negro","Femenino","18 a 25","No","No","Santa Fe","No refiere","Masculino","41 a 60","Sin dato/no contesta","No","No","1","Femenino","18 a 25","Río Negro","Posible captación","Línea 145","Internet","Protex","2018-12-14","62","82","","62"
"2018-12-13","Sí","No","No","No","Femenino","No sabe/no contesta","Sin dato/no contesta","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Protex","2018-12-14","","","",""
"2018-12-14","Sí","No","No","Sí","Masculino","No sabe/no contesta","Sin dato/no contesta","Femenino","18 a 25","No","Sí","Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Buenos Aires","No","No","2","Femenino","18 a 25","Buenos Aires","Desaparición","Línea 145","Otros","Protex","2018-12-12","","06","06","06"
"2018-12-14","No","No","Sí","No","Femenino","No sabe/no contesta","Sin dato/no contesta","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Venta de niños y otros delitos","Línea 145","Otros","Protex","2018-12-14","","","",""
"2018-12-14","Sí","No","No","No","Masculino","No sabe/no contesta","Buenos Aires","Femenino","18 a 25","No","No","Buenos Aires","Argentina","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","2","Femenino","18 a 25","Salta","Desaparición","Línea 145","No contesta / No se consultó","Protex","2018-12-14","06","06","","66"
"2018-12-14","No","No","No","No","Femenino","No sabe/no contesta","Santa Fe","Femenino","14 a 15","No","No","Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","2","Femenino","14 a 15","Santa Fe","Desaparición","Línea 145","No contesta / No se consultó","Protex","2018-12-14","82","06","","82"
"2018-12-14","No","No","Sí","Sí","Masculino","26 a 40","Neuquén","Masculino","26 a 40","No","No","Neuquén","Extranjera","Masculino","No sabe/no contesta","Neuquén","No","No","20","Masculino","26 a 40","Neuquén","Explotación laboral","Línea 145","Campañas del programa","Fuerzas de seguridad federal","2018-12-14","58","58","58","58"
"2018-12-14","No","No","Sí","No","Femenino","No sabe/no contesta","Buenos Aires","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No","No","2","Femenino","16 a 17 (específico para trabajo adolescente)","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","No contesta / No se consultó","Área legal para judicializar","2018-12-14","06","","02","02"
"2018-12-14","No","No","Sí","No","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No","No","0","No sabe/no contesta","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","Otros","Área legal para judicializar","2018-12-14","02","","02","02"
"2018-12-14","No","No","No","Sí","Femenino","18 a 25","Buenos Aires","Femenino","18 a 25","No","No","Buenos Aires","No refiere","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","18 a 25","Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","No contesta / No se consultó","Protex","2018-12-14","06","06","","06"
"2018-12-14","Sí","No","No","No","Femenino","41 a 60","Salta","Femenino","14 a 15","No","No","Salta","Argentina","Masculino","26 a 40","Sin dato/no contesta","No","No","1","Femenino","14 a 15","Salta","Posible captación","Línea 145","No contesta / No se consultó","Protex","2018-12-14","66","66","","66"
"2018-12-14","No","No","Sí","No","Femenino","No sabe/no contesta","Buenos Aires","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","Internet","Fuerzas de seguridad federal","2018-12-14","06","","","06"
"2018-12-15","No","No","No","Sí","Femenino","18 a 25","Buenos Aires","Femenino","18 a 25","No","No","Buenos Aires","No refiere","Masculino","26 a 40","Chaco","No","No","1","Femenino","18 a 25","Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","No contesta / No se consultó","Comisarías","2018-12-15","06","06","22","06"
