"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_id","victima_identificada_provincia_origen_id","denunciado_provincia_id","victimas_estimadas_provincia_hecho_id"
"2019-07-04","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","13","No","No","Buenos Aires","Argentina","Masculino","NS/NC","NS/NC","NO","No","1","Femenino","13","Buenos Aires","Grooming","Línea 145","Boca en Boca","Protex ","2019-07-04","06","06","","06"
"2019-07-04","Nueva","No","No","No es Víctima","Masculino","40","Córdoba","Femenino","NS/NC","No","No","Córdoba","Argentina","Masculino","NS/NC","Córdoba","No","No","1","Femenino","NS/NC","Córdoba","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-07-04","14","14","14","14"
"2019-07-05","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","14","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No","No","2","Femenino","15","Buenos Aires","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-07-05","06","06","06","06"
"2019-07-05","Nueva","NO","No","Víctima Directa","Femenino","20","Buenos Aires","Femenino","20","no","no","Buenos Aires","Argentina","Masculino","48","Buenos Aires","NO","No","1","Femenino","20","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-05","06","06","06","06"
"2019-07-05","Nueva","No","No","No es Víctima","Masculino","NS/NC","Formosa","Femenino","23","Sí","No","Formosa","Argentina","Masculino","NS/NC","Buenos Aires","No","No","1","Femenino","23","Formosa","Posible Captación","Línea 145","NS/NC","Gendarmería y Protex","2019-07-05","34","34","06","34"
"2019-07-05","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","27","No","No","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","27","Buenos Aires","Posible Captación","Línea 145","NS/NC","Protex ","2019-07-05","02","06","","06"
"2019-07-05","Ampliatoria","NO","Sí","No es Víctima","Femenino","20","Buenos Aires","Femenino","20","no","no","Buenos Aires","Argentina","Masculino","48","Buenos Aires","NO","No","1","Femenino","20","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-05","06","06","06","06"
"2019-07-05","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Formosa","Femenino","23","Sí","No","Formosa","Argentina","Masculino","NS/NC","Buenos Aires","No","No","1","Femenino","23","Formosa","Posible Captación","Línea 145","NS/NC","Protex ","2019-07-05","34","34","06","34"
"2019-07-05","Nueva","No","No","No es Víctima","Femenino","25","CABA","Femenino","24","No","No","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","24","CABA","Desaparición de personas","Línea 145","NS/NC","Area Legal para judicializar ","2019-07-05","02","06","","02"
"2019-07-05","Nueva","NO","No","Víctima Directa","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","Argentina","Masculino","NS/NC","NS/NC","No","sí","15","Femenino","NS/NC","NS/NC","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Area Legal para judicializar","2019-07-11","06","","",""
"2019-07-05","Nueva","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","45","No","No","Buenos Aires","Argentina","NS/NC","NS/NC","Buenos Aires","No","No","1","Femenino","45","Buenos Aires","Posible Captación","Línea 145","NS/NC","Protex ","2019-07-05","06","06","06","06"
"2019-07-06","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","27","No","No","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","27","Buenos Aires","Posible Captación","Línea 145","NS/NC","Protex ","2019-07-06","02","06","","06"
"2019-07-06","Nueva","No","No","Víctima Directa","Masculino","47","Buenos Aires","Masculino","47","No","No","Buenos Aires","Países Limítrofes","Masculino","NS/NC","Buenos Aires","No","No","1","Masculino","47","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-07-06","06","06","06","06"
"2019-07-06","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","12","No","No","NS/NC","NS/NC","Masculino","NS/NC","Córdoba","No","No","4","Femenino","12","Córdoba","Explotación Sexual","Correo Electrónico","NS/NC","Gendarmería y Protex","2019-07-06","","","14","14"
"2019-07-07","Ampliatoria","NO","Sí","No es Víctima","Femenino","NS/NC","Córdoba","Femenino","NS/NC","NO","NO","Córdoba","NS/NC","Masculino","NS/NC","Córdoba","NO","No","3","Femenino","NS/NC","Córdoba","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-07","14","14","14","14"
"2019-07-08","Ampliatoria","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","Córdoba","NS/NC","Masculino","NS/NC","Córdoba","No","No","3","Presencia de M y H","1","Córdoba","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-08","","14","14","14"
"2019-07-08","Nueva","NO","No","No es Víctima","femenino","ns/nc","Buenos Aires","Masculino","16","No","No","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Masculino","16","Buenos Aires","Desaparición de personas","Línea 145","Ns/Nc","Protex ","2019-07-08","06","06","","06"
"2019-07-09","Nueva","NO","No","No es Víctima","femenino","ns/nc","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Correo Electrónico","Ns/Nc","Protex ","2019-07-09","","","","06"
"2019-07-09","Nueva","No","No","No es Víctima","Femenino","64","Buenos Aires","Femenino","20","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","No","No","1","Femenino","20","Buenos Aires","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-07-09","06","","","06"
"2019-07-09","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","22","no","no","Buenos Aires","NS/NC","Masculino","NS/NC","NS/NC","no","No","1","Femenino","22","Buenos Aires","Oferta Laboral Engañosa","Línea 145","NS/NC","Protex ","2019-07-09","06","06","","06"
"2019-07-09","Ampliatoria","No","No","Víctima Directa","Femenino","18","Buenos Aires","Femenino","18","No","No","Buenos Aires","Argentina","Masculino","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","Buenos Aires","Posible Captación","Línea 145","´No se consultó","Protex ","2019-07-09","06","06","","06"
"2019-07-09","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","16","No","No","NS/NC","Argentina","Femenino","27","CABA","No","No","6","Femenino","16","CABA","Explotación Sexual","Línea 145","Internet","Area Legal para judicializar","2019-07-09","02","","02","02"
"2019-07-10","Ampliatoria","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","22","No","No","Buenos Aires","NS/NC","Masculino","NS/NC","NS/NC","No","No","1","Femenino","22","Buenos Aires","Oferta Laboral Engañosa","Línea telefónica institucional","NS/NC","Protex ","2019-07-10","06","06","","06"
"2019-07-10","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Presencia de M y H","NS/NC","No","No","NS/NC","Países Limítrofes","Masculino","NS/NC","CABA","No","No","14","Presencia de M y H","NS/NC","CABA","Explotación Laboral","Línea 145","NS/NC","Policía Federal y Area Legal del PNR","2019-07-10","02","","02","02"
"2019-07-10","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","NS/NC","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-10","","","",""
"2019-07-10","Nueva","No","No","No es Víctima","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","Oferta Laboral Engañosa","Correo Electrónico","NS/NC","Protex","2019-07-10","","","",""
"2019-07-10","Nueva","No","No","Víctima Indirecta","Femenino","NS/NC","Tucumán","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","Explotación Sexual","Línea 145","NS/NC","Protex","2019-07-10","90","","",""
"2019-07-10","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Salta","Masculino","3","No","No","Salta","NS/NC","NS/NC","NS/NC","NS/NC","No","No","2","NS/NC","NS/NC","Salta","Reducción a la servidumbre o situaciones análogas","Línea 145","NS/NC","Protex","2019-07-10","66","66","","66"
"2019-07-10","Ampliatoria","No","Sí","No es Víctima","NS/NC","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","NS/NC","Presencia de M y H","NS/NC","Buenos Aires","No","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-10","06","","06","06"
"2019-07-10","Ampliatoria","No","No","Víctima Directa","Femenino","18","Buenos Aires","Femenino","18","No","No","Buenos Aires","Argentina","Masculino","NS/NC","ns/nc","no","No","1","femenino","ns/nc","buenos aires","Posible Captación","Línea 145","ns/nc","Protex ","2019-07-10","06","06","","06"
"2019-07-10","Nueva","no","Sí","Víctima Directa","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","no","no","Buenos Aires","Países Limítrofes","NS/NC","NS/NC","NS/NC","sí","No","1","Femenino","NS/NC","Buenos Aires","Explotación Laboral","Línea 145","Otros modos de acercamiento a la Línea","Area Legal del PNR (ya judicializada)","2019-07-11","06","06","","06"
"2019-07-10","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","45","No","No","CABA","Argentina","Masculino","NS/NC","CABA","No","No","1","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-07-10","02","02","02","02"
"2019-07-10","Nueva","NO","Sí","No es Víctima","FEMENINO","NS/NC","Tucumán","FEMENINO","14","NO","NO","Tucumán","Argentina","MASCULINO","NS/NC","Tucumán","NO","No","1","FEMENINO","14","Tucumán","Explotación Sexual de N, N y A","Línea 145","ns/nc","Protex ","2019-07-11","90","90","90","90"
"2019-07-10","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Río Negro","Femenino","NS/NC","No","No","Río Negro","Argentina","Femenino","NS/NC","Río Negro","No","No","NS/NC","Femenino","NS/NC","Río Negro","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-11","62","62","62","62"
"2019-07-11","Nueva","No","No","No es Víctima","Femenino","NS/NC","Catamarca","Femenino","16","No","No","Catamarca","Argentina","Masculino","NS/NC","Catamarca","No","No","1","Femenino","16","Catamarca","Posible Captación","Línea 145","NS/NC","Gendarmería y Protex","2019-07-11","10","10","10","10"
"2019-07-11","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","18","No","No","NS/NC","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","18","NS/NC","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-11","","","",""
"2019-07-11","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Salta","Presencia de M y H","6","No","No","Jujuy","Argentina","Femenino","60","Salta","No","No","5","Presencia de M y H","6","Jujuy","Reducción a la servidumbre o situaciones análogas","Línea 145","ONG-Organismos nacionales","Protex ","2019-07-11","66","38","66","38"
"2019-07-11","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","39","Sí","No","Buenos Aires","Argentina","Femenino","NS/NC","Buenos Aires","No","No","1","Femenino","NS/NC","Buenos Aires","Traslado de personas","Línea 145","NS/NC","Comisaría","2019-07-11","06","06","06","06"
"2019-07-11","Ampliatoria","No","Sí","Víctima Directa","Femenino","NS/NC","Córdoba","Femenino","NS/NC","No","No","Córdoba","NS/NC","Femenino","NS/NC","Córdoba","Sí","No","20","Femenino","NS/NC","Córdoba","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-11","14","14","14","14"
"2019-07-11","Nueva","No","Sí","Víctima Directa","Femenino","NS/NC","Chaco","Femenino","NS/NC","No","No","Chaco","Argentina","Femenino","NS/NC","NS/NC","No","No","2","Femenino","NS/NC","Chaco","Posible Captación","Línea 145","NS/NC","Protex ","2019-07-11","22","22","","22"
"2019-07-11","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","CABA","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-07-11","02","","","02"
"2019-07-11","Ampliatoria","No","Sí","No es Víctima","NS/NC","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","Masculino","NS/NC","Tucumán","No","No","NS/NC","Femenino","NS/NC","Tucumán","Explotación Sexual","Correo Electrónico","NS/NC","Protex ","2019-07-11","","","90","90"
"2019-07-11","Relacionada","No","No","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","39","Sí","No","Buenos Aires","Argentina","Femenino","NS/NC","Córdoba","Sí","No","20","Femenino","NS/NC","Buenos Aires","Traslado de personas","Correo Electrónico","NS/NC","Comisaría","2019-07-11","","06","14","06"
"2019-07-12","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","20","No","No","NS/NC","NS/NC","Femenino","NS/NC","Buenos Aires","Sí","No","8","Femenino","20","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-12","","","06","06"
"2019-07-12","Nueva","No","No","Víctima Directa","Femenino","24","Santiado del Estero","Femenino","24","No","No","Mendoza","NS/NC","Femenino","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","Santiado del Estero","Posible Captación","Línea 145","NS/NC","Protex ","2019-07-12","","50","",""
"2019-07-12","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","24","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Jujuy","No","No","1","Femenino","24","Jujuy","Desaparición de personas","Línea 145","ONG-Organismos nacionales","Comisaría","2019-07-13","06","06","38","38"
"2019-07-12","Ampliatoria","No","No","Víctima Directa","Femenino","24","Santiado del Estero","Femenino","24","No","No","Mendoza","Argentina","Masculino","NS/NC","Santa Fe","No","No","1","Femenino","24","Santa Fe","Posible Captación","Línea 145","NS/NC","Protex ","2019-07-12","","50","82","82"
"2019-07-12","nueva","No","No","No es Víctima","Masculino","NS/NC","CABA","Masculino","84","No","No","CABA","NS/NC","Femenino","NS/NC","CABA","No","No","1","Masculino","NS/NC","CABA","Desaparición de personas","Línea 149","NS/NC","Area Legal para judicializar ","2019-07-13","02","02","02","02"
"2019-07-12","Nueva","no","Sí","No es Víctima","Masculino","NS/NC","Neuquén","Femenino","NS/NC","No","No","NS/NC","Países Limítrofes","Masculino","NS/NC","Neuquén","No","No","NS/NC","femenino","NS/NC","Neuquén","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-12","58","","58","58"
"2019-07-13","Ampliatoria","No","No","Víctima Directa","Femenino","24","Santiado del Estero","Femenino","24","No","No","Mendoza","Argentina","Masculino","NS/NC","Santa Fe","No","No","1","Femenino","24","Santiado del Estero","Posible Captación","Línea 145","NS/NC","Protex ","2019-07-13","","50","82",""
"2019-07-13","Nueva","Sí","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","16","No","No","Buenos Aires","Argentina","Femenino","32","Buenos Aires","No","No","1","Femenino","16","Buenos Aires","Explotación Laboral de N, N y A","Línea 145","NS/NC","Protex ","2019-07-13","06","06","06","06"
"2019-07-13","Nueva","No","No","No es Víctima","Femenino","29","CABA","Femenino","18","No","No","NS/NC","NS/NC","Masculino","35","NS/NC","No","No","NS/NC","Femenino","18","CABA","Posible Captación","Línea 145","NS/NC","Area Legal para judicializar","2019-07-13","02","","","02"
"2019-07-13","Nueva","No","No","No es Víctima","Femenino","NS/NC","Córdoba","Femenino","NS/NC","No","No","NS/NC","NS/NC","Masculino","35","NS/NC","No","No","1","Femenino","NS/NC","Córdoba","Posible Captación","Línea 145","NS/NC","Protex ","2019-07-13","14","","","14"
"2019-07-13","Nueva","No","No","Víctima Indirecta","Femenino","20","Santiado del Estero","Masculino","38","No","No","Santiado del Estero","Argentina","Masculino","NS/NC","Río Negro","No","No","1","Masculino","38","Río Negro","Explotación Laboral","Línea 145","Internet","Gendarmería y Protex","2019-07-13","","","62","62"
"2019-07-13","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Mendoza","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","Mendoza","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-13","50","","","50"
"2019-07-14","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Catamarca","Trans","16","NO","NO","NS/NC","NS/NC","Femenino","50","NS/NC","NO","No","1","Trans","16","Catamarca","Traslado de personas","Línea 145","NS/NC","Gendarmería y Protex","2019-07-14","10","","","10"
"2019-07-15","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","18","No","No","San Juan","NS/NC","Presencia de M y H","NS/NC","NS/NC","No","No","2","Femenino","18","Mendoza","Explotación Sexual de N, N y A","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-07-15","06","70","","50"
"2019-07-15","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","18","No","No","San Juan","NS/NC","Presencia de M y H","NS/NC","NS/NC","No","No","25","Femenino","12","Mendoza","Explotación Sexual de N, N y A","Línea 145","ONG-Organismos nacionales","Protex","2019-07-15","06","70","","50"
"2019-07-15","Nueva","No","No","No es Víctima","Femenino","NS/NC","Salta","Femenino","16","No","No","Salta","NS/NC","Masculino","50","Salta","Sí","No","2","Femenino","16","Salta","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-15","66","66","66","66"
"2019-07-15","Nueva","No","No","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","2","Femenino","NS/NC","NS/NC","Ofrecimiento","Línea 145","NS/NC","Protex ","2019-07-15","","","",""
"2019-07-15","Ampliatoria","No","Sí","No es Víctima","NS/NC","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","Buenos Aires","Desaparición de personas","Solicitud Institucional- Saliente","NS/NC","Protex ","2019-07-15","06","","","06"
"2019-07-15","Nueva","No","Sí","No es Víctima","Masculino","58","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","Femenino","NS/NC","ns/nc","No","No","7","Femenino","NS/NC","NS/NC","Explotación Sexual","LÍNEA 145","NS/NC","Area Legal para judicializar","2019-07-15","","","",""
"2019-07-15","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Mendoza","NS/NC","NS/NC","No","No","NS/NC","NS/NC","Masculino","25","Mendoza","No","No","NS/NC","NS/NC","NS/NC","Mendoza","Pornografía Infantil","Línea 145","NS/NC","Protex ","2019-07-15","50","","50","50"
"2019-07-15","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","24","Sí","no","Buenos Aires","NS/NC","NS/NC","NS/NC","ns/nc","NO","No","1","Femenino","24","Buenos Aires","Desaparición de personas","LÍNEA 145","ONG-Organismos nacionales","Protex ","2019-07-15","06","06","","06"
"2019-07-15","Ampliatoria","No","Sí","Víctima Directa","Femenino","NS/NC","Córdoba","Femenino","NS/NC","No","No","Córdoba","NS/NC","Femenino","NS/NC","Córdoba","Sí","No","20","Femenino","NS/NC","Córdoba","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-11","14","14","14","14"
"2019-07-16","Nueva","No","No","No es Víctima","Masculino","40","Santiado del Estero","femenino","NS/NC","No","no","NS/NC","NS/NC","Masculino","50","Buenos Aires","no","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-16","","","06","06"
"2019-07-20","Relacionada","No","No","Víctima Directa","Femenino","25","Salta","Femenino","NS/NC","NO","NO","Salta","NS/NC","Masculino","NS/NC","Salta","Sí","No","1","Femenino","NS/NC","Salta","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-20","66","66","66","66"
"2019-07-20","Relacionada","No","Sí","No es Víctima","Masculino","50","CABA","Femenino","NS/NC","NO","NO","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","Internet","Area Legal del PNR (ya judicializada)","2019-07-20","02","","","02"
"2019-07-20","Nueva","No","No","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","Femenino","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","NS/NC","Ofrecimiento","Línea 145","NS/NC","Protex ","2019-07-20","","","",""
"2019-07-20","Nueva","No","No","Víctima Indirecta","Femenino","37","CABA","Femenino","17","No","No","CABA","Países Limítrofes","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","17","CABA","Desaparición de personas","Línea 145","NS/NC","Area Legal para judicializar ","2019-07-20","02","02","","02"
"2019-07-21","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","NS/NC","NS/NC","NS/NC","no","no","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","NO","No","NS/NC","Femenino","NS/NC","NS/NC","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-07-21","","","",""
