"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_genero","llamante_rango_etario","llamante_provincia","llamante_es_victima","victima_genero","victima_rango_etario","victima_discapacidad","victima_embarazada","victima_provincia_origen","victima_cantidad","victima_nacionalidad","denunciado_genero","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","hecho_provincia","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_indec_id","victima_provincia_origen_indec_id","denunciado_provincia_indec_id","hecho_provincia_indec_id"
"2018-05-06","Sí","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Masculino","0 a 13","No","No","Sin dato/no contesta","0","No refiere","Situaciones con hombres y mujeres o trans (varios)","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Protex","2018-05-07","","","06","06"
"2018-05-06","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","Femenino","18 a 25","No","No","Sin dato/no contesta","2","No refiere","Masculino","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Área legal para judicializar","2018-05-07","","","",""
"2018-05-07","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","0","No refiere","Femenino","San Luis","No","No","San Luis","Oferta laboral engañosa","Correo institucional","Otros","Protex","2018-05-07","","","74","74"
"2018-05-07","Sí","No","Sí","No sabe/no contesta","14 a 16","Corrientes","Sin datos","Femenino","41 a 60","No","No","Sin dato/no contesta","3","No refiere","Femenino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Protex","2018-05-07","18","","06","06"
"2018-05-07","No","No","Sí","No sabe/no contesta","14 a 16","Córdoba","Sin datos","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Buenos Aires","No","Sí","Sin dato/no contesta","Explotación laboral","Línea 145","Campañas del programa","Protex","2018-05-07","14","","06",""
"2018-05-07","No","No","Sí","No sabe/no contesta","14 a 16","Chubut","Sin datos","Masculino","18 a 25","No","No","Salta","0","Argentina","Situaciones con hombres y mujeres o trans (varios)","Salta","No","No","Salta","Oferta laboral engañosa","Línea 145","Capacitación","Fuerzas de seguridad federal","2018-05-07","26","66","66","66"
"2018-05-07","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Buenos Aires","1","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Catamarca","Desaparición","Línea 145","Otros","Protex","2018-05-07","","06","","10"
"2018-05-07","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sí","Femenino","No refiere","No","No","Sin dato/no contesta","0","No refiere","Masculino","Ciudad Autónoma de Buenos Aires","Sí","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Área legal para judicializar","2018-05-07","","","",""
"2018-05-07","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Buenos Aires","1","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Catamarca","Desaparición","Correo institucional","Otros","Protex","2018-05-07","","06","","10"
"2018-05-07","Sí","Sí","No","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","41 a 60","No","No","Ciudad Autónoma de Buenos Aires","1","Argentina","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Área legal para judicializar","2018-05-07","","","",""
"2018-05-07","No","No","No","No sabe/no contesta","14 a 16","Chubut","Sí","Femenino","18 a 25","No","No","San Luis","2","No refiere","Masculino","San Luis","No","No","San Luis","Explotación sexual","Línea 145","Otros","Protex","2018-05-07","26","74","74","74"
"2018-05-07","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Buenos Aires","1","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Catamarca","Desaparición","Línea 145","Otros","Protex","2018-05-07","","06","","10"
"2018-05-08","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Jujuy","2","Argentina","Masculino","Sin dato/no contesta","No","No","Jujuy","Posible captación","Línea 145","Otros","Fuerzas de seguridad federal","2018-05-08","","38","","38"
"2018-05-08","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Masculino","41 a 60","No","No","Sin dato/no contesta","1","Argentina","No sabe/no contesta","Salta","No","No","Salta","Desaparición","Línea 145","ONG - Organismos nacionales","Protex","2018-05-08","","","66","66"
"2018-05-08","Sí","No","Sí","No sabe/no contesta","14 a 16","Córdoba","Sin datos","Situaciones con hombres y mujeres o trans (varios)","14 a 16","No","No","Mendoza","8","Extranjera","Femenino","Mendoza","Sí","Sí","Mendoza","Explotación sexual","Línea 145","ONG - Organismos nacionales","Area legal ya judicializada","2018-05-08","14","50","50","50"
"2018-05-08","No","No","No","Femenino","0 a 13","Chubut","Sin datos","Femenino","26 a 40","No","No","Catamarca","1","Argentina","Femenino","Catamarca","No","No","Catamarca","Oferta laboral engañosa","Línea 145","Boca en boca","Protex","2018-05-08","26","10","10","10"
"2018-05-09","No","No","Sí","No sabe/no contesta","0 a 13","Chubut","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Santa Fe","2","No refiere","Femenino","Santa Fe","No","No","Santa Fe","Explotación sexual","Línea 145","ONG - Organismos nacionales","Protex","2018-05-09","26","82","82","82"
"2018-05-09","Sí","No","Sí","No sabe/no contesta","0 a 13","Corrientes","Sin datos","Femenino","No refiere","No","No","Buenos Aires","0","No refiere","No sabe/no contesta","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","Internet","Protex","2018-05-09","18","06","06","06"
"2018-05-09","No","No","No","No sabe/no contesta","0 a 13","Córdoba","Sin datos","Femenino","18 a 25","No","No","Salta","1","Argentina","Masculino","Salta","No","No","Salta","Posible captación","Línea 145","Otros","Protex","2018-05-09","14","66","66","66"
"2018-05-09","No","No","Sí","No sabe/no contesta","14 a 16","Córdoba","Sin datos","Masculino","18 a 25","No","No","Buenos Aires","14","Extranjera","Masculino","Buenos Aires","Sí","No","Buenos Aires","Explotación laboral","Línea 145","Internet","Protex","2018-05-09","14","06","06","06"
"2018-05-09","Sí","No","Sí","No sabe/no contesta","14 a 16","Córdoba","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Sin dato/no contesta","8","No refiere","Femenino","Mendoza","Sí","Sí","Mendoza","Explotación sexual","Línea 145","Internet","Area legal ya judicializada","2018-05-09","14","","50","50"
"2018-05-09","No","No","Sí","Femenino","14 a 16","Chubut","Sin datos","Masculino","26 a 40","No","No","Santa Fe","8","Argentina","Masculino","Santa Fe","Sí","No","Santa Fe","Explotación sexual","Línea 145","ONG - Organismos nacionales","Protex","2018-05-09","26","82","82","82"
"2018-05-10","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Situaciones con hombres y mujeres o trans (varios)","0 a 13","No","No","San Juan","0","Argentina","Situaciones con hombres y mujeres o trans (varios)","San Juan","Sí","No","San Juan","Explotación sexual niñas, niños y adolescentes","Línea 145","ONG - Organismos nacionales","Protex","2018-05-10","","70","70","70"
"2018-05-10","Sí","No","No","Femenino","14 a 16","Chaco","Sin datos","Femenino","18 a 25","No","No","Córdoba","0","Argentina","Masculino","Córdoba","Sí","No","Córdoba","Explotación sexual","Línea 145","Internet","Protex","2018-05-10","22","14","14","14"
"2018-05-10","No","No","No","No sabe/no contesta","No refiere","Sin dato/no contesta","No","No sabe/no contesta","0 a 13","No","No","Sin dato/no contesta","0","No refiere","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-05-10","","","06","06"
"2018-05-10","No","No","Sí","No sabe/no contesta","No refiere","Sin dato/no contesta","No","Femenino","No refiere","No","No","Sin dato/no contesta","0","Extranjera","No sabe/no contesta","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-05-10","","","",""
"2018-05-10","Sí","No","Sí","No sabe/no contesta","0 a 13","Corrientes","No","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Publicidad de oferta sexual","Línea 145","TV","Area legal ya judicializada","2018-05-23","18","","",""
"2018-05-10","No","No","No","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sí","Situaciones con hombres y mujeres o trans (varios)","No refiere","No","No","Sin dato/no contesta","8","Extranjera","No sabe/no contesta","Sin dato/no contesta","Sí","No","Sin dato/no contesta","Posible trata de personas (hecho indefinido)","Correo institucional","Otros","Protex","2018-05-10","","","",""
"2018-05-10","No","No","Sí","Femenino","0 a 13","Chubut","Sí","Femenino","No refiere","No","No","Sin dato/no contesta","3","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","Otros","Área legal para judicializar","2018-05-10","26","","",""
"2018-05-10","No","No","No","No sabe/no contesta","0 a 13","Chubut","Sí","Femenino","18 a 25","No","No","Sin dato/no contesta","1","Extranjera","Masculino","Sin dato/no contesta","No","No","Sin dato/no contesta","Explotación sexual","Línea 145","Otros","Area legal ya judicializada","2018-05-10","26","","",""
"2018-05-11","No","Sí","No","No sabe/no contesta","0 a 13","Córdoba","Sin datos","Femenino","18 a 25","No","No","Salta","1","Argentina","Masculino","Salta","No","No","Salta","Posible captación","Línea 145","Otros","Protex","2018-05-11","14","66","66","66"
"2018-05-11","No","No","Sí","No sabe/no contesta","14 a 16","Chubut","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Santa Fe","1","No refiere","Masculino","Santa Fe","No","No","Santa Fe","Explotación sexual","Línea 145","Boca en boca","Protex","2018-05-11","26","82","82","82"
"2018-05-11","Sí","No","No","No sabe/no contesta","0 a 13","Córdoba","Sin datos","Femenino","18 a 25","No","No","Jujuy","1","Argentina","Situaciones con hombres y mujeres o trans (varios)","Jujuy","Sí","No","Jujuy","Explotación sexual","Línea 145","Otros","Protex","2018-05-11","14","38","38","38"
"2018-05-11","No","No","Sí","No sabe/no contesta","14 a 16","Córdoba","Sí","Masculino","16 a 17 (específico para trabajo adolescente)","No","No","Ciudad Autónoma de Buenos Aires","1","Argentina","Masculino","Sin dato/no contesta","No","Sí","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","TV","Área legal para judicializar","2018-05-11","14","","",""
"2018-05-11","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","0 a 13","No","No","Chaco","0","No refiere","Situaciones con hombres y mujeres o trans (varios)","Chaco","No","No","Chaco","Explotación sexual","Línea 145","Otros","Protex","2018-05-11","","22","22","22"
"2018-05-12","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Masculino","0 a 13","No","No","Catamarca","2","Argentina","Femenino","Catamarca","No","No","Catamarca","Venta de niños y otros delitos","Línea 145","Otros","Fuerzas de seguridad federal","2018-05-11","","10","10","10"
"2018-05-12","Sí","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Masculino","41 a 60","No","No","Sin dato/no contesta","1","Argentina","Situaciones con hombres y mujeres o trans (varios)","Salta","No","Sí","Salta","Explotación laboral","Correo institucional","Otros","Protex","2018-05-12","","","66","66"
"2018-05-12","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","Masculino","41 a 60","No","No","Ciudad Autónoma de Buenos Aires","1","Extranjera","No sabe/no contesta","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Desaparición","Línea 145","Otros","Área legal para judicializar","2018-05-13","","","",""
"2018-05-13","Sí","No","Sí","Femenino","14 a 16","Sin dato/no contesta","Sin datos","Masculino","No refiere","No","No","Sin dato/no contesta","6","Extranjera","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación laboral","Línea 145","Otros","Protex","2018-05-13","","","06","06"
"2018-05-13","No","No","Sí","No sabe/no contesta","14 a 16","Córdoba","Sin datos","Femenino","No refiere","No","No","Santa Fe","0","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Santa Fe","Explotación sexual","Línea 145","Otros","Protex","2018-05-13","14","82","","82"
"2018-05-13","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","No refiere","No","No","Salta","1","Argentina","No sabe/no contesta","Salta","No","No","Salta","Oferta laboral engañosa","Línea 145","ONG - Organismos nacionales","Protex","2018-05-13","","66","66","66"
"2018-05-13","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","Masculino","41 a 60","No","No","Ciudad Autónoma de Buenos Aires","1","Extranjera","No sabe/no contesta","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Desaparición","Línea 145","Otros","Area legal ya judicializada","2018-05-13","","","",""
"2018-05-13","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","No refiere","No","No","Santa Fe","0","Argentina","Femenino","Santa Fe","No","Sí","Santa Fe","Explotación sexual","Línea 145","TV","Protex","2018-05-14","","82","82","82"
"2018-05-14","No","No","No","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Misiones","1","Argentina","Femenino","Misiones","No","No","Misiones","Explotación sexual","Línea 145","ONG - Organismos nacionales","Protex","2018-05-14","","54","54","54"
"2018-05-14","No","No","Sí","No sabe/no contesta","14 a 16","Chubut","Sin datos","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Explotación sexual","Línea 145","Internet","Protex","2018-05-14","26","","","06"
"2018-05-14","No","No","Sí","No sabe/no contesta","0 a 13","Chubut","Sí","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","0","No refiere","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Internet","Área legal para judicializar","2018-05-14","26","","",""
"2018-05-14","No","No","Sí","No sabe/no contesta","14 a 16","Chubut","Sin datos","Femenino","18 a 25","No","No","Sin dato/no contesta","4","No refiere","No sabe/no contesta","Sin dato/no contesta","Sí","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-05-14","26","","","06"
"2018-05-14","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","Femenino","14 a 16","No","No","Catamarca","0","No refiere","Situaciones con hombres y mujeres o trans (varios)","Catamarca","Sí","No","Catamarca","Explotación sexual","Línea 145","Otros","Protex","2018-05-14","","10","10","10"
"2018-05-15","Sí","No","No","No sabe/no contesta","0 a 13","Córdoba","Sin datos","Femenino","18 a 25","No","No","Salta","1","Argentina","Masculino","Salta","No","No","Salta","Posible captación","Línea 145","Otros","Protex","2018-05-15","14","66","66","66"
"2018-05-15","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sí","Masculino","18 a 25","Sí","No","Ciudad Autónoma de Buenos Aires","1","Extranjera","No sabe/no contesta","Buenos Aires","No","No","Buenos Aires","Explotación laboral","Línea 145","TV","Protex","2018-05-15","","","06","06"
"2018-05-15","Sí","Sí","No","No sabe/no contesta","No refiere","Sin dato/no contesta","No","Femenino","18 a 25","No","No","Salta","1","Argentina","Masculino","Salta","No","No","Salta","Posible captación","Llamadas salientes","Otros","Protex","2018-05-15","","66","66","66"
"2018-05-15","Sí","No","No","No sabe/no contesta","14 a 16","Sin dato/no contesta","No","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","8","Extranjera","No sabe/no contesta","Sin dato/no contesta","No","No","Sin dato/no contesta","Posible trata de personas (hecho indefinido)","Correo institucional","Otros","Protex","2018-05-15","","","",""
