"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_indec_id","victima_identificada_provincia_origen_indec_id","denunciado_provincia_indec_id","victimas_estimadas_provincia_hecho_indec_id"
"2018-08-02","No","No","Sí","No","Masculino","No sabe/no contesta","Buenos Aires","Masculino","No sabe/no contesta","No","No","Sin dato/no contesta","Extranjera","Masculino","No sabe/no contesta","Buenos Aires","No","No","0","Masculino","No sabe/no contesta","Buenos Aires","Explotación laboral","Línea 145","TV","Protex","2018-08-02","06","","06","06"
"2018-08-02","No","No","No","No","Masculino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No","Sí","3","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","No contesta / No se consultó","Área legal para judicializar","2018-08-02","02","","02","02"
"2018-08-02","No","No","Sí","No","Masculino","No sabe/no contesta","Jujuy","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Jujuy","No","No","0","Femenino","No sabe/no contesta","Jujuy","Explotación sexual","Línea 145","No contesta / No se consultó","Protex","2018-08-02","38","","38","38"
"2018-08-02","Sí","No","No","No","Femenino","No sabe/no contesta","Buenos Aires","Femenino","26 a 40","No","Sí","Buenos Aires","Argentina","Masculino","No sabe/no contesta","Otro país donde ocurre el hecho","No","No","1","Femenino","26 a 40","Ciudad Autónoma de Buenos Aires","Explotación sexual","Correo institucional","Otros","Protex","2018-08-02","06","06","","02"
"2018-08-02","No","No","No","No","Masculino","No sabe/no contesta","Río Negro","Femenino","0 a 13","No","No","Río Negro","Argentina","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Grooming","Línea 145","Internet","Protex","2018-08-02","62","62","",""
"2018-08-02","No","No","Sí","No","Femenino","No sabe/no contesta","Jujuy","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","No","No","Sin dato/no contesta","Extranjera","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Jujuy","No","No","0","No sabe/no contesta","No sabe/no contesta","Jujuy","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Protex","2018-08-02","38","","38","38"
"2018-08-02","No","No","Sí","Sí","Masculino","18 a 25","Mendoza","Situaciones con hombres y mujeres o trans (varios)","14 a 15","No","No","Mendoza","Extranjera","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Mendoza","No","No","13","Situaciones con hombres y mujeres o trans (varios)","14 a 15","Mendoza","Explotación laboral","Línea 145","ONG - Organismos nacionales","Área legal para judicializar","2018-08-02","50","50","50","50"
"2018-08-02","No","No","No","No","Femenino","26 a 40","Buenos Aires","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Buenos Aires","Extranjera","Masculino","No sabe/no contesta","Buenos Aires","No","No","1","Femenino","16 a 17 (específico para trabajo adolescente)","Buenos Aires","Desaparición","Línea 145","ONG - Organismos nacionales","Protex","2018-08-02","06","06","06","06"
"2018-08-02","No","No","Sí","No","No sabe/no contesta","No sabe/no contesta","Buenos Aires","Masculino","No sabe/no contesta","No","No","Buenos Aires","Extranjera","Masculino","No sabe/no contesta","Buenos Aires","No","No","0","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Buenos Aires","Explotación laboral niñas, niños y adolescentes","Línea 145","ONG - Organismos nacionales","Protex","2018-08-02","06","06","06","06"
"2018-08-02","No","No","Sí","No","No sabe/no contesta","No sabe/no contesta","Neuquén","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","Femenino","No sabe/no contesta","Neuquén","Posible trata de personas (hecho indefinido)","Línea 145","No contesta / No se consultó","Fuerzas de seguridad federal","2018-08-02","58","","","58"
"2018-08-03","No","No","No","No","Femenino","18 a 25","Mendoza","Femenino","0 a 13","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Desaparición","Línea 145","Internet","Fuerzas de seguridad federal","2018-08-03","50","","",""
"2018-08-03","No","No","No","No","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Masculino","26 a 40","Sí","No","Sin dato/no contesta","Argentina","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Buenos Aires","Sí","No","2","Femenino","26 a 40","Buenos Aires","Explotación sexual","Línea 145","Internet","Protex","2018-08-03","02","","06","06"
"2018-08-03","Sí","No","Sí","No","Masculino","No sabe/no contesta","Sin dato/no contesta","Masculino","61 en adelante","Sí","No","Sin dato/no contesta","Argentina","Situaciones con hombres y mujeres o trans (varios)","41 a 60","Ciudad Autónoma de Buenos Aires","No","No","1","Situaciones con hombres y mujeres o trans (varios)","61 en adelante","Ciudad Autónoma de Buenos Aires","Posible captación","Línea 145","Otros","Área legal para judicializar","2018-08-03","","","02","02"
"2018-08-03","No","No","No","No","Femenino","No sabe/no contesta","Entre Ríos","Femenino","18 a 25","No","No","Entre Ríos","Argentina","Femenino","26 a 40","Entre Ríos","No","No","1","Femenino","26 a 40","Entre Ríos","Explotación sexual","Línea 145","Boca en boca","Protex","2018-08-03","30","30","30","30"
"2018-08-03","Sí","No","No","No","Femenino","18 a 25","Mendoza","Femenino","0 a 13","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Desaparición","Línea 145","Internet","Area legal ya judicializada","2018-08-03","50","","",""
"2018-08-03","No","No","No","Sí","Femenino","18 a 25","Buenos Aires","Femenino","18 a 25","No","No","Buenos Aires","Argentina","Femenino","No sabe/no contesta","Buenos Aires","No","No","3","Femenino","18 a 25","Buenos Aires","Posible captación","Línea 145","Boca en boca","Protex","2018-08-03","06","06","06","06"
"2018-08-03","No","No","No","No","Femenino","26 a 40","Tucumán","Masculino","No sabe/no contesta","No","No","Tucumán","Argentina","Masculino","No sabe/no contesta","Chaco","No","No","0","Masculino","0 a 13","Tucumán","Venta de niños y otros delitos","Línea 145","Otros","Protex","2018-08-03","90","90","22","90"
"2018-08-03","No","No","Sí","No","Femenino","41 a 60","Ciudad Autónoma de Buenos Aires","No sabe/no contesta","No sabe/no contesta","No","No","Ciudad Autónoma de Buenos Aires","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","TV","Área legal para judicializar","2018-08-03","02","02","","02"
"2018-08-04","Sí","No","Sí","No","Masculino","No sabe/no contesta","Santa Fe","Femenino","26 a 40","No","No","Santa Fe","Argentina","Femenino","No sabe/no contesta","Santa Fe","Sí","No","5","Femenino","No sabe/no contesta","Santa Fe","Explotación sexual","Línea 145","Otros","Protex","2018-08-04","82","82","82","82"
"2018-08-03","No","No","No","No","Masculino","18 a 25","Santa Fe","Femenino","26 a 40","No","No","Sin dato/no contesta","No refiere","Masculino","26 a 40","Sin dato/no contesta","No","No","2","Femenino","18 a 25","Santa Fe","Explotación sexual","Línea 145","Internet","Protex","2018-08-04","82","","","82"
"2018-08-03","No","No","No","Sí","Masculino","41 a 60","Buenos Aires","Femenino","26 a 40","No","No","Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Desaparición","Línea 145","Boca en boca","Protex","2018-08-05","06","06","",""
"2018-08-05","No","No","No","Sí","Femenino","No sabe/no contesta","Jujuy","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Jujuy","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","16 a 17 (específico para trabajo adolescente)","Jujuy","Desaparición","Línea 145","Otros","Protex","2018-08-05","38","38","","38"
"2018-08-05","No","No","No","Sí","Femenino","No sabe/no contesta","Buenos Aires","Femenino","18 a 25","Sí","No","Buenos Aires","Argentina","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","18 a 25","Buenos Aires","Desaparición","Línea 145","Boca en boca","Protex","2018-08-05","06","06","","06"
"2018-08-05","No","No","No","No","Femenino","No sabe/no contesta","Entre Ríos","Femenino","18 a 25","No","No","Entre Ríos","Argentina","Situaciones con hombres y mujeres o trans (varios)","26 a 40","Entre Ríos","No","No","8","Femenino","18 a 25","Entre Ríos","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Protex","2018-08-05","30","30","30","30"
"2018-08-05","No","No","No","No","Femenino","No sabe/no contesta","Sin dato/no contesta","Femenino","18 a 25","Sí","No","Sin dato/no contesta","No refiere","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","18 a 25","Sin dato/no contesta","Oferta laboral engañosa","Correo institucional","Otros","Área legal para judicializar","2018-08-05","","","",""
"2018-08-05","No","No","Sí","No","Masculino","No sabe/no contesta","Sin dato/no contesta","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Masculino","No sabe/no contesta","Buenos Aires","No","No","2","Femenino","No sabe/no contesta","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-08-05","","","06","06"
"2018-08-05","Sí","Sí","No","No","Masculino","41 a 60","Buenos Aires","Femenino","26 a 40","No","No","Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Desaparición","Línea 145","Boca en boca","Protex","2018-08-05","06","06","",""
"2018-08-05","Sí","No","No","No","Femenino","No sabe/no contesta","Sin dato/no contesta","Femenino","18 a 25","Sí","No","Sin dato/no contesta","No refiere","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","18 a 25","Sin dato/no contesta","Oferta laboral engañosa","Correo institucional","Otros","Área legal para judicializar","2018-08-05","","","",""
"2018-08-06","Sí","No","Sí","No","Masculino","No sabe/no contesta","Santa Fe","Femenino","41 a 60","No","No","Santa Fe","Argentina","Masculino","No sabe/no contesta","Santa Fe","No","No","1","Femenino","No sabe/no contesta","Santa Fe","Explotación sexual","Línea 145","Otros","Protex","2018-08-06","82","82","82","82"
"2018-08-06","No","No","No","Sí","Masculino","41 a 60","Córdoba","Femenino","18 a 25","No","No","Córdoba","Argentina","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Desaparición","Línea 145","Boca en boca","Protex","2018-08-06","14","14","",""
"2018-08-06","Sí","No","Sí","Sí","Femenino","18 a 25","Ciudad Autónoma de Buenos Aires","Femenino","18 a 25","No","No","Sin dato/no contesta","No refiere","Femenino","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Posible trata de personas (hecho indefinido)","Línea 145","Internet","Área legal para judicializar","2018-08-06","02","","",""
"2018-08-06","No","No","No","No","Masculino","No sabe/no contesta","Sin dato/no contesta","Femenino","18 a 25","No","No","Buenos Aires","Extranjera","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","18 a 25","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","Otros","Área legal para judicializar","2018-08-06","","06","","02"
"2018-08-06","No","No","No","No","Masculino","26 a 40","Ciudad Autónoma de Buenos Aires","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Ciudad Autónoma de Buenos Aires","Argentina","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","16 a 17 (específico para trabajo adolescente)","Ciudad Autónoma de Buenos Aires","Desaparición","Línea 145","ONG - Organismos nacionales","Protex","2018-08-07","02","02","","02"
"2018-08-06","Sí","No","No","No","Masculino","41 a 60","Entre Ríos","Femenino","18 a 25","No","No","Entre Ríos","Argentina","Situaciones con hombres y mujeres o trans (varios)","26 a 40","Entre Ríos","No","No","2","Femenino","0 a 13","Córdoba","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Protex","2018-08-07","30","30","30","14"
"2018-08-06","No","No","No","No","Masculino","No sabe/no contesta","Corrientes","Femenino","0 a 13","No","No","Corrientes","Argentina","Femenino","No sabe/no contesta","Corrientes","No","No","2","Femenino","0 a 13","Corrientes","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-08-07","18","18","18","18"
"2018-08-06","Sí","No","Sí","No","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Masculino","26 a 40","No","No","Ciudad Autónoma de Buenos Aires","Argentina","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","2","Masculino","26 a 40","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","Otros","Area legal ya judicializada","2018-08-07","02","02","","02"
"2018-08-06","No","No","No","No","Femenino","26 a 40","Buenos Aires","Femenino","0 a 13","No","No","Buenos Aires","Argentina","Masculino","18 a 25","Sin dato/no contesta","No","No","1","Femenino","0 a 13","Buenos Aires","Grooming","Línea 145","Otros","Protex","2018-08-07","06","06","","06"
"2018-08-07","No","No","No","No","Femenino","41 a 60","Tucumán","Femenino","14 a 15","No","No","Tucumán","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","14 a 15","Tucumán","Desaparición","Línea 145","ONG - Organismos nacionales","Protex","2018-08-07","90","90","","90"
"2018-08-07","No","No","No","No","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","Extranjera","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Posible captación","Línea 145","Otros","Protex","2018-08-09","02","","",""
"2018-08-07","No","No","Sí","Sí","Masculino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Situaciones con hombres y mujeres o trans (varios)","18 a 25","No","No","Sin dato/no contesta","Extranjera","Masculino","26 a 40","Sin dato/no contesta","No","No","12","Situaciones con hombres y mujeres o trans (varios)","18 a 25","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","Boca en boca","Área legal para judicializar","2018-08-07","02","","","02"
"2018-08-07","No","No","Sí","Sí","Masculino","No sabe/no contesta","Salta","Situaciones con hombres y mujeres o trans (varios)","16 a 17 (específico para trabajo adolescente)","No","No","Sin dato/no contesta","Argentina","Masculino","No sabe/no contesta","Salta","No","No","100","Situaciones con hombres y mujeres o trans (varios)","16 a 17 (específico para trabajo adolescente)","Salta","Explotación laboral","Línea 145","Otros","Protex","2018-08-07","66","","66","66"
"2018-08-07","No","No","Sí","No","Masculino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","Extranjera","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","4","Femenino","18 a 25","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-08-07","02","","","02"
"2018-08-07","No","No","No","No","Femenino","26 a 40","Buenos Aires","Femenino","18 a 25","Sí","No","Buenos Aires","Argentina","Masculino","26 a 40","Buenos Aires","No","No","1","Femenino","18 a 25","Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","Internet","Protex","2018-08-08","06","06","06","06"
"2018-08-08","Sí","No","Sí","No","Masculino","41 a 60","Corrientes","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Masculino","No sabe/no contesta","Corrientes","Sí","No","0","No sabe/no contesta","16 a 17 (específico para trabajo adolescente)","Corrientes","Explotación sexual","Línea 145","ONG - Organismos nacionales","Protex","2018-08-08","18","","18","18"
"2018-08-08","No","No","Sí","No","Femenino","18 a 25","Santiago del Estero","No sabe/no contesta","No sabe/no contesta","No","No","Santiago del Estero","No refiere","Masculino","No sabe/no contesta","Santiago del Estero","No","No","0","Femenino","No sabe/no contesta","Santiago del Estero","Oferta laboral engañosa","Línea 145","Otros","Protex","2018-08-08","86","86","86","86"
"2018-08-08","No","No","Sí","No","Masculino","No sabe/no contesta","Buenos Aires","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Buenos Aires","No","No","0","Femenino","No sabe/no contesta","Buenos Aires","Explotación sexual","Correo institucional","Otros","Protex","2018-08-08","06","","06","06"
"2018-08-08","No","No","Sí","No","Masculino","41 a 60","Mendoza","Situaciones con hombres y mujeres o trans (varios)","14 a 15","No","No","Mendoza","Extranjera","Femenino","No sabe/no contesta","Mendoza","Sí","Sí","8","No sabe/no contesta","No sabe/no contesta","Mendoza","Explotación sexual","Línea 145","ONG - Organismos nacionales","Area legal ya judicializada","2018-05-08","50","50","50","50"
"2018-08-08","No","No","No","No","Femenino","No sabe/no contesta","Buenos Aires","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","No","No","Sin dato/no contesta","Extranjera","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","4","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Buenos Aires","Explotación laboral","Línea 145","Otros","Fuerzas de seguridad federal","2018-08-08","06","","","06"
"2018-08-08","No","No","Sí","No","Femenino","61 en adelante","Entre Ríos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Entre Ríos","No refiere","Masculino","18 a 25","Entre Ríos","Sí","No","8","Femenino","16 a 17 (específico para trabajo adolescente)","Entre Ríos","Explotación sexual","Línea 145","Boca en boca","Protex","2018-08-08","30","30","30","30"
"2018-08-08","No","No","No","No","Femenino","18 a 25","Buenos Aires","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Buenos Aires","Argentina","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","16 a 17 (específico para trabajo adolescente)","Buenos Aires","Explotación sexual","Correo institucional","Otros","Protex","2018-09-03","06","06","","06"
"2018-08-09","No","No","No","Sí","Femenino","18 a 25","Buenos Aires","Femenino","18 a 25","No","No","Buenos Aires","Argentina","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Oferta laboral engañosa","Línea 145","Boca en boca","Protex","018-08-09","06","06","",""
"2018-08-09","No","No","No","No","Masculino","26 a 40","Santiago del Estero","Femenino","No sabe/no contesta","No","No","Santiago del Estero","Argentina","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Santiago del Estero","No","No","1","Femenino","No sabe/no contesta","Santiago del Estero","Venta de niños y otros delitos","Línea 145","Boca en boca","Protex","2018-08-09","86","86","86","86"
"2018-08-09","No","No","Sí","No","Femenino","26 a 40","Mendoza","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Mendoza","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-08-09","50","","","50"
"2018-08-09","No","No","No","No","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Femenino","14 a 15","No","No","Ciudad Autónoma de Buenos Aires","No refiere","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Sin dato/no contesta","No","No","0","Femenino","14 a 15","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Fuerzas de seguridad federal","2018-08-09","02","02","","02"
"2018-08-09","No","No","Sí","Sí","Femenino","26 a 40","Ciudad Autónoma de Buenos Aires","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Ciudad Autónoma de Buenos Aires","Extranjera","Femenino","26 a 40","Ciudad Autónoma de Buenos Aires","No","No","8","Femenino","16 a 17 (específico para trabajo adolescente)","Ciudad Autónoma de Buenos Aires","Oferta laboral engañosa","Línea 145","Internet","Fuerzas de seguridad federal","2018-08-09","02","02","02","02"
"2018-08-09","No","No","Sí","No","Femenino","26 a 40","Buenos Aires","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Buenos Aires","Argentina","Masculino","26 a 40","Buenos Aires","No","No","1","Femenino","16 a 17 (específico para trabajo adolescente)","Buenos Aires","Grooming","Línea 145","ONG - Organismos nacionales","Protex","2018-08-09","06","06","06","06"
"2018-08-09","Sí","No","Sí","No","Masculino","No sabe/no contesta","Mendoza","Masculino","16 a 17 (específico para trabajo adolescente)","No","No","Mendoza","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","7","Masculino","16 a 17 (específico para trabajo adolescente)","Mendoza","Explotación laboral","Línea 145","Boca en boca","Área legal para judicializar","2018-08-09","50","50","","50"
"2018-08-09","No","No","Sí","Sí","Femenino","41 a 60","Neuquén","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","Extranjera","Femenino","41 a 60","Neuquén","Sí","No","5","Femenino","No sabe/no contesta","Neuquén","Explotación sexual","Línea 145","Radio","Protex","2018-08-09","58","","58","58"
"2018-08-09","Sí","No","Sí","Sí","Masculino","41 a 60","Ciudad Autónoma de Buenos Aires","Situaciones con hombres y mujeres o trans (varios)","0 a 13","No","No","Sin dato/no contesta","Extranjera","Masculino","41 a 60","Ciudad Autónoma de Buenos Aires","No","No","1","Situaciones con hombres y mujeres o trans (varios)","16 a 17 (específico para trabajo adolescente)","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","No contesta / No se consultó","Area legal ya judicializada","2018-08-09","02","","02","02"
"2018-08-09","Sí","No","Sí","No","Femenino","No sabe/no contesta","Entre Ríos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Entre Ríos","Argentina","Masculino","18 a 25","Entre Ríos","No","No","1","Femenino","16 a 17 (específico para trabajo adolescente)","Entre Ríos","Explotación sexual","Línea 145","Otros","Protex","2018-08-10","30","30","30","30"
"2018-08-10","Sí","No","No","No","Masculino","No sabe/no contesta","Corrientes","Femenino","0 a 13","No","No","Corrientes","Argentina","Femenino","No sabe/no contesta","Corrientes","No","No","2","Femenino","0 a 13","Corrientes","Explotación sexual","Línea 145","Otros","Protex","2018-08-10","18","18","18","18"
"2018-08-11","Sí","No","No","No","Masculino","41 a 60","Mendoza","Trans","18 a 25","No","No","Mendoza","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Trans","18 a 25","Mendoza","Explotación sexual","Línea 145","Otros","Area legal ya judicializada","2018-08-21","50","50","","50"
