"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_genero","llamante_rango_etario","llamante_provincia","llamante_es_victima","victima_genero","victima_rango_etario","victima_discapacidad","victima_embarazada","victima_provincia_origen","victima_cantidad","victima_nacionalidad","denunciado_genero","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","hecho_provincia","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_indec_id","victima_provincia_origen_indec_id","denunciado_provincia_indec_id","hecho_provincia_indec_id"
"2018-03-02","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Buenos Aires","1","Argentina","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Desaparición","Línea 145","Otros","Protex","2018-03-02","","06","",""
"2018-03-02","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Buenos Aires","1","Argentina","Masculino","Sin dato/no contesta","No","No","Sin dato/no contesta","Desaparición","Línea 145","Otros","Protex","2018-03-02","","06","",""
"2018-03-02","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","No sabe/no contesta","No refiere","No","No","Ciudad Autónoma de Buenos Aires","14","Extranjera","No sabe/no contesta","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","Otros","Fuerzas de seguridad federal","2018-03-02","","","",""
"2018-03-02","No","No","No","No sabe/no contesta","18 a 25","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Sin dato/no contesta","2","Extranjera","Masculino","Buenos Aires","No","No","Buenos Aires","Desaparición","Correo institucional","Otros","Protex","2018-03-02","","","06","06"
"2018-03-02","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Santa Fe","1","No refiere","Femenino","Santa Fe","No","No","Santa Fe","Explotación sexual","Línea 145","Otros","Protex","2018-03-02","","82","82","82"
"2018-03-02","No","Sí","Sí","Femenino","14 a 16","Chubut","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","1","Argentina","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-03-02","26","06","06","06"
"2018-03-02","Sí","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sí","Femenino","18 a 25","No","No","Ciudad Autónoma de Buenos Aires","7","Extranjera","Masculino","Ciudad Autónoma de Buenos Aires","Sí","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-03-02","","","",""
"2018-03-02","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Ciudad Autónoma de Buenos Aires","3","Argentina","Femenino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Venta de niños y otros delitos","Línea 145","Radio","Protex","2018-03-03","","","",""
"2018-03-03","Sí","No","Sí","No sabe/no contesta","0 a 13","Chubut","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","2","Argentina","Masculino","Buenos Aires","Sí","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-03-03","26","06","06","06"
"2018-03-03","No","No","Sí","No sabe/no contesta","26 a 40","Ciudad Autónoma de Buenos Aires","Sin datos","Situaciones con hombres y mujeres o trans (varios)","0 a 13","No","No","Mendoza","100","Extranjera","Masculino","Mendoza","No","No","Mendoza","Explotación laboral","Línea 145","Otros","Área legal para judicializar","2018-03-03","","50","50","50"
"2018-03-03","No","No","Sí","Femenino","14 a 16","Sin dato/no contesta","Sí","Situaciones con hombres y mujeres o trans (varios)","26 a 40","No","No","Ciudad Autónoma de Buenos Aires","7","Extranjera","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","Otros","Área legal para judicializar","2018-03-03","","","",""
"2018-03-04","No","No","No","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Córdoba","5","No refiere","Masculino","Córdoba","Sí","No","Córdoba","Explotación sexual","Línea 145","Otros","Protex","2018-03-04","","14","14","14"
"2018-03-04","No","No","Sí","Femenino","14 a 16","Sin dato/no contesta","Sí","No sabe/no contesta","No refiere","No","No","Ciudad Autónoma de Buenos Aires","0","No refiere","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","Otros","Área legal para judicializar","2018-03-04","","","",""
"2018-03-04","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Buenos Aires","1","No refiere","Masculino","Otro país donde ocurre el hecho","No","No","Otro país donde ocurre el hecho","Desaparición","Línea 145","Otros","Protex","2018-03-04","","06","",""
"2018-03-04","No","No","No","No sabe/no contesta","0 a 13","Chaco","Sin datos","Femenino","18 a 25","No","No","Misiones","2","No refiere","Masculino","Misiones","No","No","Misiones","Oferta laboral engañosa","Línea 145","Otros","Protex","2018-03-04","22","54","54","54"
"2018-03-04","No","No","No","No sabe/no contesta","0 a 13","Chubut","Sin datos","Femenino","0 a 13","No","No","Buenos Aires","1","Argentina","Masculino","Sin dato/no contesta","No","No","Buenos Aires","Grooming","Línea 145","Boca en boca","Protex","2018-03-05","26","06","","06"
"2018-03-05","No","No","No","No sabe/no contesta","0 a 13","Córdoba","Sin datos","Masculino","14 a 16","Sí","No","Corrientes","1","No refiere","No sabe/no contesta","Corrientes","No","No","Corrientes","Venta de niños y otros delitos","Línea 145","ONG - Organismos nacionales","Protex","2018-03-05","14","18","18","18"
"2018-03-05","Sí","No","No","No sabe/no contesta","0 a 13","Córdoba","Sin datos","Masculino","14 a 16","Sí","No","Corrientes","1","No refiere","No sabe/no contesta","Corrientes","No","No","Corrientes","Venta de niños y otros delitos","Línea 145","ONG - Organismos nacionales","Protex","2018-03-05","14","18","18","18"
"2018-03-05","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","26 a 40","No","No","Córdoba","5","No refiere","Masculino","Córdoba","No","No","Córdoba","Explotación sexual","Línea 145","Otros","Protex","2018-03-05","","14","14","14"
"2018-03-05","Sí","No","No","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","0 a 13","No","No","Buenos Aires","1","Argentina","Masculino","Sin dato/no contesta","No","No","Buenos Aires","Grooming","Correo institucional","Boca en boca","Protex","2018-03-05","","06","","06"
"2018-03-05","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","Femenino","No refiere","No","No","Sin dato/no contesta","3","No refiere","Femenino","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Area legal ya judicializada","2018-03-05","","","",""
"2018-03-05","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","No refiere","No","No","Buenos Aires","1","Argentina","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Protex","2018-03-05","","06","06","06"
"2018-03-05","Sí","No","No","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","0 a 13","No","No","Buenos Aires","1","Argentina","Masculino","Sin dato/no contesta","No","No","Buenos Aires","Grooming","Correo institucional","Boca en boca","Protex","2018-03-05","","06","","06"
"2018-03-05","No","No","Sí","Femenino","14 a 16","Córdoba","Sin datos","Situaciones con hombres y mujeres o trans (varios)","41 a 60","No","Sí","Santa Fe","40","Extranjera","Masculino","Santa Fe","Sí","No","Santa Fe","Explotación sexual","Línea 145","Otros","Protex","2018-03-05","14","82","82","82"
"2018-03-05","Sí","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sí","Femenino","18 a 25","No","No","Ciudad Autónoma de Buenos Aires","5","Argentina","Femenino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Area legal ya judicializada","2018-03-05","","","",""
"2018-03-05","Sí","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","No refiere","No","No","Córdoba","0","Argentina","Femenino","Córdoba","Sí","No","Córdoba","Explotación sexual","Línea 145","TV","Protex","2018-03-05","","14","14","14"
"2018-03-06","Sí","No","No","No sabe/no contesta","14 a 16","Córdoba","Sin datos","Masculino","0 a 13","No","No","Buenos Aires","4","Argentina","Femenino","Sin dato/no contesta","No","No","Buenos Aires","Desaparición","Línea 145","Otros","Protex","2018-03-06","14","06","","06"
"2018-03-06","No","No","Sí","Femenino","14 a 16","Sin dato/no contesta","Sin datos","Situaciones con hombres y mujeres o trans (varios)","No refiere","No","No","Santa Fe","40","Extranjera","Masculino","Santa Fe","Sí","No","Santa Fe","Explotación laboral","Línea 145","Otros","Protex","2018-03-06","","82","82","82"
"2018-03-06","No","No","No","No sabe/no contesta","14 a 16","Chaco","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","1","Argentina","Masculino","Buenos Aires","No","No","Buenos Aires","Posible captación","Línea 145","Otros","Protex","2018-03-07","22","06","06","06"
"2018-03-07","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Internet","0","Argentina","Femenino","Buenos Aires","No","No","Buenos Aires","Posible captación","Línea 145","ONG - Organismos nacionales","Protex","2018-03-07","","","06","06"
"2018-03-07","No","No","No","No sabe/no contesta","0 a 13","Chaco","Sin datos","Femenino","18 a 25","No","No","Jujuy","1","Argentina","Masculino","Jujuy","No","No","Jujuy","Posible trata de personas (hecho indefinido)","Línea 145","Boca en boca","Fuerzas de seguridad federal","2018-03-07","22","38","38","38"
"2018-03-07","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","No refiere","No","No","Río Negro","0","No refiere","Masculino","Río Negro","Sí","No","Río Negro","Explotación sexual","Línea 145","ONG - Organismos nacionales","Protex","2018-03-07","","62","62","62"
"2018-03-07","No","No","No","Femenino","0 a 13","Chubut","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","0","Extranjera","Masculino","Buenos Aires","No","No","Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","ONG - Organismos nacionales","Protex","2018-03-07","26","06","06","06"
"2018-03-07","Sí","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Jujuy","1","Argentina","Masculino","Jujuy","No","No","Jujuy","Traslado de personas","Línea 145","ONG - Organismos nacionales","Fuerzas de seguridad federal","2018-03-07","","38","38","38"
"2018-03-07","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Santa Fe","1","Argentina","Masculino","Santa Fe","No","No","Santa Fe","Posible captación","Línea 145","ONG - Organismos nacionales","Protex","2018-03-07","","82","82","82"
"2018-03-07","Sí","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Masculino","14 a 16","No","No","Santa Fe","2","Argentina","Masculino","Santa Fe","No","No","Santa Fe","Explotación laboral","Línea 145","Otros","Protex","2018-03-07","","82","82","82"
"2018-03-08","Sí","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sí","Femenino","No refiere","No","No","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Sin dato/no contesta","Sí","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Area legal ya judicializada","2018-03-08","","","",""
"2018-03-08","Sí","No","No","No sabe/no contesta","14 a 16","Córdoba","Sin datos","Masculino","0 a 13","No","No","Buenos Aires","4","Argentina","Femenino","Sin dato/no contesta","No","No","Buenos Aires","Desaparición","Línea 145","Otros","Protex","2018-03-08","14","06","","06"
"2018-03-08","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Masculino","18 a 25","No","No","Buenos Aires","3","Extranjera","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación laboral","Línea 145","ONG - Organismos nacionales","Fuerzas de seguridad federal","2018-03-08","","06","06","06"
"2018-03-08","Sí","No","No","Femenino","0 a 13","Córdoba","Sin datos","Femenino","41 a 60","No","No","Santa Fe","1","Argentina","Masculino","Sin dato/no contesta","No","No","Santa Fe","Explotación sexual","Línea 145","Otros","Protex","2018-03-08","14","82","","82"
"2018-03-08","No","No","No","No sabe/no contesta","0 a 13","Chubut","Sí","Femenino","14 a 16","No","No","Ciudad Autónoma de Buenos Aires","1","Argentina","Femenino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Posible captación","Línea 145","ONG - Organismos nacionales","Área legal para judicializar","2018-03-08","26","","",""
"2018-03-08","Sí","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","Sí","Córdoba","7","No refiere","Femenino","Córdoba","Sí","Sí","Córdoba","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-03-08","","14","14","14"
"2018-03-09","Sí","No","Sí","No sabe/no contesta","0 a 13","Córdoba","Sin datos","Femenino","No refiere","No","No","Santa Fe","6","No refiere","Femenino","Santa Fe","No","No","Santa Fe","Explotación sexual","Línea 145","Internet","Protex","2018-03-09","14","82","82","82"
"2018-03-09","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Buenos Aires","2","Extranjera","Femenino","Buenos Aires","No","No","Buenos Aires","Desaparición","Correo institucional","ONG - Organismos nacionales","Protex","2018-03-09","","06","06","06"
"2018-03-09","No","No","Sí","No sabe/no contesta","0 a 13","Chubut","Sí","Femenino","18 a 25","No","No","Buenos Aires","1","Argentina","Situaciones con hombres y mujeres o trans (varios)","Ciudad Autónoma de Buenos Aires","Sí","No","Ciudad Autónoma de Buenos Aires","Posible captación","Línea 145","Boca en boca","Área legal para judicializar","2018-03-09","26","06","",""
"2018-03-09","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","Masculino","14 a 16","No","No","Sin dato/no contesta","3","Extranjera","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","Otros","Área legal para judicializar","2018-03-09","","","",""
"2018-03-09","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","Femenino","No refiere","No","No","Ciudad Autónoma de Buenos Aires","2","Argentina","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Oferta laboral engañosa","Línea 145","ONG - Organismos nacionales","Área legal para judicializar","2018-03-09","","","",""
"2018-03-09","No","No","Sí","No sabe/no contesta","14 a 16","Córdoba","Sí","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Sin dato/no contesta","0","Extranjera","Masculino","Ciudad Autónoma de Buenos Aires","Sí","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Área legal para judicializar","2018-03-09","14","","",""
"2018-03-09","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Sin dato/no contesta","3","Extranjera","Femenino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Protex","2018-03-09","","","06","06"
"2018-03-09","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","0","No refiere","Situaciones con hombres y mujeres o trans (varios)","Buenos Aires","Sí","No","Buenos Aires","Explotación sexual","Línea 145","Boca en boca","Protex","2018-03-09","","","06","06"
"2018-03-09","No","No","No","Femenino","0 a 13","Chubut","Sí","Femenino","26 a 40","No","No","Sin dato/no contesta","1","No refiere","Femenino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Area legal ya judicializada","2018-03-09","26","","",""
"2018-03-10","No","No","No","Femenino","0 a 13","Chubut","Sí","Femenino","26 a 40","No","No","Sin dato/no contesta","1","No refiere","Masculino","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-03-10","26","","",""
"2018-03-10","No","No","Sí","No sabe/no contesta","0 a 13","Chubut","Sin datos","Femenino","18 a 25","No","No","Sin dato/no contesta","4","Argentina","Masculino","Sin dato/no contesta","No","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-03-10","26","","","06"
"2018-03-10","Sí","No","Sí","No sabe/no contesta","0 a 13","Chubut","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","2","Argentina","Masculino","Buenos Aires","Sí","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-03-10","26","06","06","06"
"2018-03-10","No","No","Sí","Femenino","0 a 13","Sin dato/no contesta","No","Femenino","No refiere","No","No","Sin dato/no contesta","1","No refiere","Masculino","Sin dato/no contesta","No","No","Sin dato/no contesta","Oferta laboral engañosa","Línea 145","Otros","Protex","2018-03-11","","","",""
"2018-03-10","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","26 a 40","No","No","Jujuy","2","Argentina","Masculino","Jujuy","Sí","No","Jujuy","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Protex","2018-03-11","","38","38","38"
"2018-03-11","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Córdoba","2","Argentina","Masculino","Córdoba","No","No","Córdoba","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-03-11","","14","14","14"
"2018-03-11","No","No","Sí","Femenino","0 a 13","Chaco","Sin datos","Femenino","18 a 25","No","No","Buenos Aires","6","No refiere","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación laboral","Línea 145","ONG - Organismos nacionales","Protex","2018-03-11","22","06","06","06"
"2018-03-11","Sí","No","No","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Masculino","41 a 60","Sí","No","Buenos Aires","1","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Desaparición","Línea 145","Otros","Area legal ya judicializada","2018-03-11","","06","","06"
"2018-03-11","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Tierra del Fuego","0","No refiere","Masculino","Tierra del Fuego","No","No","Tierra del Fuego","Explotación sexual","Línea 145","Otros","Protex","2018-03-11","","94","94","94"
"2018-03-11","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Buenos Aires","1","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Desaparición","Línea 145","ONG - Organismos nacionales","Protex","2018-03-11","","06","","06"
"2018-03-12","Sí","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","Femenino","18 a 25","No","No","Sin dato/no contesta","8","Extranjera","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Area legal ya judicializada","2018-03-12","","","",""
"2018-03-12","No","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Tucumán","0","No refiere","Situaciones con hombres y mujeres o trans (varios)","Tucumán","Sí","No","Tucumán","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-03-12","","90","90","90"
"2018-03-12","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","No","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","0","No refiere","Femenino","Tucumán","No","No","Sin dato/no contesta","Oferta laboral engañosa","Correo institucional","Otros","Protex","2018-03-12","","","90",""
"2018-03-12","No","No","Sí","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","No refiere","No","No","Córdoba","2","No refiere","No sabe/no contesta","Córdoba","Sí","No","Córdoba","Explotación sexual","Línea 145","Otros","Protex","2018-03-12","","14","14","14"
"2018-03-12","Sí","No","Sí","No sabe/no contesta","0 a 13","Sin dato/no contesta","No","Femenino","No refiere","No","No","Sin dato/no contesta","1","Argentina","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Desaparición","Línea 145","Otros","Protex","2018-03-12","","","","06"
"2018-03-12","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Sin dato/no contesta","2","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-03-12","","","",""
"2018-03-12","No","No","No","No sabe/no contesta","0 a 13","Chaco","Sin datos","Femenino","18 a 25","No","No","Buenos Aires","6","No refiere","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación laboral","Correo institucional","ONG - Organismos nacionales","Protex","2018-03-12","22","06","06","06"
"2018-03-13","Sí","No","No","No sabe/no contesta","14 a 16","Chubut","Sí","Femenino","18 a 25","No","No","Mendoza","12","Argentina","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Boca en boca","Área legal para judicializar","2018-03-13","26","50","",""
"2018-03-13","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Buenos Aires","2","No refiere","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Protex","2018-03-13","","06","06","06"
"2018-03-13","Sí","No","No","No sabe/no contesta","14 a 16","Córdoba","Sin datos","Femenino","14 a 16","No","Sí","Corrientes","9","Argentina","Masculino","Corrientes","No","No","Corrientes","Explotación sexual","Línea 145","Otros","Protex","2018-03-13","14","18","18","18"
"2018-03-13","No","No","No","No sabe/no contesta","0 a 13","Sin dato/no contesta","Sí","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Publicidad de oferta sexual","Línea 145","TV","Área legal para judicializar","2018-03-13","","","",""
"2018-03-13","No","No","No","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","1","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-03-13","","06","","06"
"2018-03-13","Sí","No","No","Femenino","0 a 13","Chubut","Sí","Femenino","26 a 40","No","No","Ciudad Autónoma de Buenos Aires","2","Argentina","Masculino","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-03-13","26","","",""
"2018-03-14","No","No","No","No sabe/no contesta","14 a 16","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Sin dato/no contesta","1","Argentina","Femenino","Buenos Aires","No","No","Internet","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Protex","2018-03-14","","","06",""
