"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_indec_id","victima_identificada_provincia_origen_indec_id","denunciado_provincia_indec_id","victimas_estimadas_provincia_hecho_indec_id"
"2019-03-02","Amplía y está relacionada con otras Denuncias","No","No","Víctima Directa","Femenino","20","Santa Fe","Femenino","20","No","No","SANTA FE","NS/NC","NS/NC","NS/NC","santa fe","No","No","1","Femenino","20","santa fe","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-03-02","82","82","82","82"
"2019-03-02","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","23","No","Sí","Buenos Aires","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","23","Buenos Aires","Desaparición de personas","Línea 145","NS/NC","Protex y Personas Extraviadas","2019-03-02","06","06","","06"
"2019-03-03","Nueva","No","No","No es Víctima","Femenino","NS/NC","Chubut","Femenino","15","No","No","Chubut","Otros Países","Presencia de M y H","NS/NC","Chubut","Sí","Sí","2","Femenino","15","Chubut","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-03-03","26","26","26","26"
"2019-03-03","Nueva","No","No","No es Víctima","Femenino","33","Buenos Aires","Femenino","NS/NC","no","no","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","no","No","NS/NC","Femenino","NS/NC","NS/NC","Posible captación","Línea 145","Internet","Protex ","2019-03-03","06","","",""
"2019-03-03","Nueva","No","No","No es Víctima","Femenino","NS/NC","Corrientes","Masculino","23","no","no","CABA","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Masculino","23","Buenos Aires","Desaparición de personas","Línea 145","NS/NC","Protex ","2019-03-04","18","02","","06"
"2019-03-03","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Corrientes","Masculino","23","no","No","Corrientes","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Masculino","23","Buenos Aires","Desaparición de personas","Línea 145","NS/NC","Protex ","2019-03-04","18","18","","06"
"2019-03-04","Relacionada","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","20","No","No","Buenos Aires","Otros Países","NS/NC","NS/NC","Buenos Aires","Sí","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-03-04","06","06","06","06"
"2019-03-04","Nueva","No","Sí","Víctima Directa","Masculino","NS/NC","Buenos Aires","Presencia de M y H","NS/NC","No","No","Buenos Aires","Países Limítrofes","Masculino","NS/NC","CABA","No","No","13","Presencia de M y H","NS/NC","CABA","Explotación Laboral","Línea 145","NS/NC","Area Legal para judicializar","2019-03-04","06","06","02","02"
"2019-03-04","Nueva","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","Países Limítrofes","Masculino","40","NS/NC","No","No","4","Femenino","19","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-03-04","06","06","","02"
"2019-03-04","Nueva","No","No","No es Víctima","Femenino","31","Buenos Aires","Femenino","9","NO","NO","Buenos Aires","Argentina","Masculino","NS/NC","Córdoba","No","No","1","Femenino","9","Córdoba","Grooming","Línea 145","ONG-Organismos nacionales","Protex ","2019-03-05","06","06","14","14"
"2019-03-05","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","15","NO","NO","NS/NC","NS/NC","Masculino","50","Buenos Aires","No","No","1","Femenino","16","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-03-05","06","","06","06"
"2019-03-05","Ampliatoria","No","No","No es Víctima","Femenino","31","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Córdoba","No","No","1","Femenino","16","Buenos Aires","Grooming","Correo Electrónico","NS/NC","Protex ","2019-03-05","06","06","14","06"
"2019-03-05","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","16","no","no","NS/NC","NS/NC","Masculino","NS/NC","Buenos Aires","No","No","1","Femenino","15","Buenos Aires","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-03-05","02","","06","06"
"2019-03-05","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","16","No","No","NS/NC","NS/NC","Masculino","NS/NC","Buenos Aires","No","No","1","Femenino","16","Buenos Aires","Explotación Sexual","Correo Electrónico","ONG-Organismos nacionales","Gendarmería y Protex","2019-03-05","02","","06","06"
"2019-03-05","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Corrientes","Masculino","23","no","No","Corrientes","Argentina","Masculino","22","Buenos Aires","No","No","1","Masculino","23","Buenos Aires","Desaparición de personas","Línea 145","NS/NC","Protex ","2019-03-05","18","18","06","06"
"2019-03-05","Nueva","No","Sí","No es Víctima","Masculino","32","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","CABA","Publicidad de Oferta Sexual","Línea 145","TV","Area Legal para judicializar","2019-03-06","02","","","02"
"2019-03-06","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Córdoba","Masculino","7","No","No","Córdoba","NS/NC","Femenino","NS/NC","Córdoba","No","No","1","Masculino","7","Córdoba","Explotación Sexual de N, N y A","Línea 145","NS/NC","Protex ","2019-03-06","14","14","14","14"
"2019-03-06","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","35","NO","NO","Buenos Aires","Argentina","Masculino","56","BUENOS AIRES","No","NO","1","Femenino","35","Buenos Aires","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-03-06","06","06","06","06"
"2019-03-06","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","chubut","Femenino","NS/NC","No","No","Chubut","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","Chubut"," Indicadores de Posible Trata de Personas","Línea 145","NS/NC","Gendarmería y Protex","2019-03-06","26","26","","26"
"2019-03-06","Nueva","NO","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","No","No","NS/NC","NS/NC","25","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-03-06","02","","","02"
"2019-03-06","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","no","no","NS/NC","Otros Países","Masculino","NS/NC","CABA","No","No","10","Femenino","NS/NC","CABA","Explotación Laboral","Línea 145","NS/NC","Area Legal para judicializar","2019-03-06","02","","02","02"
"2019-03-06","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","21","No","No","Buenos Aires","Argentina","Masculino","35","Buenos Aires","No","No","1","Femenino","21","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-03-06","06","06","06","06"
"2019-03-06","Nueva","no","Sí","Víctima Directa","Masculino","NS/NC","Río Negro","Masculino","NS/NC","NO","NO","Tucumán","Argentina","Masculino","NS/NC","Río Negro","No","No","2","Masculino","NS/NC","Río Negro","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-03-06","62","90","62","62"
"2019-03-06","Nueva","no","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","40","NO","NO","Corrientes","Argentina","Masculino","NS/NC","Corrientes","NO","NO","1","Femenino","40","Corrientes","EXPLOTACIÓN SEXUAL","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-03-06","06","18","18","18"
"2019-03-06","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","NS/NC","Masculino","NS/NC","Buenos Aires","No","No","NS/NC","Masculino","NS/NC","Buenos Aires","Posible captación","Línea 145","NS/NC","Protex ","2019-03-06","06","06","06","06"
"2019-03-06","Nueva","no","Sí","Víctima Directa","Masculino","NS/NC","Misiones","Masculino","NS/NC","no","No","MISIONES","Argentina","Masculino","NS/NC","NS/NC","No","No","3","Presencia de M y H","NS/nc","BUENOS AIRES","Posible captación","Línea 145","internet","Policía Federal y Protex","2019-03-06","54","54","","06"
"2019-03-06","Nueva","NO","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","Argentina","Femenino","NS/NC","Buenos Aires","NO","NO","1","Femenino","NS/NC","Buenos Aires","Oferta Laboral Engañosa","Línea 145","NS/NC","Protex ","2019-03-06","06","06","06","06"
"2019-03-07","Ampliatoria","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","35","NO","NO","Buenos Aires","Argentina","Masculino","56","BUENOS AIRES","No","NO","1","Femenino","35","Buenos Aires","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-03-07","06","06","06","06"
"2019-03-07","Relacionada","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","18","No","No","Misiones","Otros Países","Femenino","50","NS/NC","No","No","NS/NC","Femenino","18","CABA","Explotación Sexual","Línea 145","Internet","Area Legal del PNR (ya judicializada)","2019-03-07","02","54","","02"
"2019-03-07","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","25","No","No","Misiones","Argentina","NS/NC","NS/NC","NS/NC","No","No","4","Femenino","25","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-03-07","02","54","","02"
"2019-03-07","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","NS/NC","No","No","CABA","Otros Países","Femenino","NS/NC","NS/NC","No","No","4","Femenino","20","CABA","Explotación Sexual","Línea 145","Internet","Policía Federal y Area Legal del PNR","2019-03-07","02","02","","02"
"2019-03-07","Nueva","Sí","No","No es Víctima","Femenino","NS/NC","SANTA FE","Femenino","37","No","No","TIERRA DEL FUEGO","Argentina","Masculino","NS/NC","TIERRA DEL FUEGO","No","No","1","Femenino","37","TIERRA DEL FUEGO","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-03-07","82","94","94","94"
"2019-03-07","Nueva","no","No","No es Víctima","Masculino","33","Buenos Aires","Femenino","15","No","No","Buenos Aires","Argentina","Femenino","25","Buenos Aires","No","No","4","Femenino","15","Buenos Aires","Explotación Sexual de N, N y A","Línea 145","Internet","Protex ","2019-03-07","06","06","06","06"
"2019-03-07","Relacionada","no","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","16","NO","No","Buenos Aires","Argentina","Femenino","NS/NC","Buenos Aires","Sí","No","2","Femenino","16","Buenos Aires","Explotación Sexual","Línea 145","Internet","Gendarmería y Protex","2019-03-07","06","06","06","06"
"2019-03-07","Nueva","No","No","Víctima Directa","Femenino","NS/NC","caba","Femenino","NS/NC","No","No","NS/NC","Argentina","Masculino","NS/NC","Buenos Aires","No","No","NS/NC","Femenino","17","caba","Pornografía Infantil","Correo Electrónico","NS/NC","Area Legal para judicializar","2019-03-07","02","","06","02"
"2019-03-07","Nueva","No","No","Víctima Indirecta","Femenino","NS/NC","Buenos Aires","Femenino","20","Sí","No","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","20","NS/NC","Desaparición de personas","Línea 145","NS/NC","Protex ","2019-03-07","06","06","",""
"2019-03-08","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Mendoza","Femenino","12","No","No","NS/NC","Argentina","Masculino","NS/NC","Mendoza","NO","Sí","NS/NC","Femenino","12","Mendoza","Explotación Sexual de N, N y A","Línea 145","NS/NC","Protex ","2019-03-08","50","","50","50"
"2019-03-08","Ampliatoria","No","No","Víctima Directa","Masculino","42","Río Negro","Masculino","22","No","No","Tucumán","Argentina","Masculino","NS/NC","Río Negro","Sí","No","50","Masculino","18","Río Negro","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-03-08","62","90","62","62"
"2019-03-08","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","NS/NC","NS/NC","No","No","Buenos Aires","NS/NC","Masculino","NS/NC","Buenos Aires","No","No","3","NS/NC","NS/NC","Buenos Aires"," Indicadores de Posible Trata de Personas","Correo Electrónico","NS/NC","Protex ","2019-03-08","06","06","06","06"
"2019-03-02","Amplía y está relacionada con otras Denuncias","No","No","Víctima Directa","Femenino","20","Santa Fe","Femenino","20","No","No","SANTA FE","NS/NC","NS/NC","NS/NC","santa fe","No","No","1","Femenino","20","santa fe","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-03-08","82","82","82","82"
"2019-03-08","Ampliatoria","no","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","40","NO","NO","Corrientes","Argentina","Masculino","NS/NC","Corrientes","NO","NO","1","Femenino","40","Corrientes","EXPLOTACIÓN SEXUAL","Línea 145","ONG-Organismos nacionales","Protex ","2019-03-08","06","18","18","18"
"2019-03-08","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Santa Fe","Femenino","35","No","No","Santa Fe","Argentina","Femenino","50","Santa Fe","No","No","1","Femenino","35","Santa Fe","Reducción a la servidumbre o situaciones análogas","Línea 145","NS/NC","Protex ","2019-03-08","82","82","82","82"
"2019-03-08","Nueva","No","Sí","Víctima Directa","Femenino","45","Córdoba","Femenino","45","No","No","Córdoba","Otros Países","Femenino","63","Córdoba","No","No","1","Femenino","45","Córdoba","Explotación Sexual","Línea 145","Internet","Protex ","2019-03-08","14","14","14","14"
"2019-03-09","Ampliatoria","No","No","Víctima Directa","Masculino","NS/NC","NS/NC","Masculino","20","No","No","NS/NC","Otros Países","Masculino","NS/NC","Buenos Aires","No","No","6","Presencia de M y H","20","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-03-09","","","06","06"
"2019-03-09","Nueva","No","No","Víctima Indirecta","Femenino","NS/NC","Salta","Femenino","17","No","No","Salta","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","17","Salta","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-03-09","66","66","","66"
"2019-03-09","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Presencia de M y H","19","No","No","NS/NC","Países Limítrofes","Femenino","NS/NC","NS/NC","No","No","5","Presencia de M y H","19","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-03-09","06","","","06"
"2019-03-09","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Masculino","17","NO","NO","CABA","Argentina","Masculino","NS/NC","CABA","No","No","5","Masculino","17","CABA","Explotación Laboral","Línea 145","NS/NC","Area Legal para judicializar","2019-03-09","02","02","02","02"
"2019-03-09","Nueva","No","Sí","Víctima Directa","Masculino","NS/NC","Buenos Aires","Presencia de M y H","13","No","No","Buenos Aires","Países Limítrofes","Presencia de M y H","34","Buenos Aires","Sí","No","35","Presencia de M y H","13","Buenos Aires","Posible captación","Línea 145","Otros modos de acercamiento a la Línea","Gendarmería y Protex","2019-03-10","06","06","06","06"
"2019-03-10","Nueva","No","No","No es Víctima","Masculino","32","Tucumán","Femenino","30","No","No","Tucumán","Argentina","Masculino","NS/NC","Tucumán","No","No","3","Femenino","30","Tucumán","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-03-10","90","90","90","90"
"2019-03-10","Amplía y está relacionada con otras Denuncias","No","No","Víctima Directa","Femenino","20","Santa Fe","Femenino","20","No","No","SANTA FE","NS/NC","NS/NC","NS/NC","santa fe","No","No","1","Femenino","20","santa fe","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-03-10","82","82","82","82"
"2019-03-10","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Córdoba","Femenino","NS/NC","no","no","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","NO","NO","NS/NC","Femenino","NS/NC","Córdoba","Posible captación","Línea 145","NS/NC","Gendarmería y Protex","2019-03-11","14","","","14"
"2019-03-11","Relacionada","No","Sí","No es Víctima","Femenino","40","Córdoba","Femenino","NS/NC","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","Córdoba","Explotación Sexual","Línea 145","Internet","Protex ","2019-03-11","14","","","14"
"2019-03-11","Nueva","No","No","No es Víctima","Masculino","NS/NC","Misiones","Masculino","16","No","No","Misiones","Otros Países","Masculino","NS/NC","NS/NC","No","No","2","Masculino","16","Misiones"," Indicadores de Posible Trata de Personas","Línea 145","NS/NC","Protex ","2019-03-11","54","54","","54"
"2019-03-11","Nueva","No","No","No es Víctima","Masculino","NS/NC","Neuquén","Femenino","18","No","No","Neuquén","Argentina","Presencia de M y H","38","Neuquén","No","No","1","Femenino","18","Neuquén","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-03-11","58","58","58","58"
"2019-03-11","Nueva","No","Sí","Víctima Directa","Masculino","26","Mendoza","Presencia de M y H","30","No","No","Mendoza","NS/NC","Masculino","NS/NC","NS/NC","No","No","24","Presencia de M y H","30","Mendoza","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-03-11","50","50","","50"
"2019-03-11","Nueva","No","Sí","Víctima Directa","Masculino","NS/NC","Buenos Aires","Presencia de M y H","NS/NC","No","Sí","CABA","Países Limítrofes","Masculino","NS/NC","Caba","Sí","No","15","Presencia de M y H","NS/NC","CABA","Explotación Laboral","Línea 145","NS/NC","Policía Federal y Area Legal del PNR","2019-03-11","06","02","02","02"
"2019-03-11","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","NO","No","Buenos Aires","NS/NC","Masculino","NS/NC","NS/NC","Sí","NO","1","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-03-11","06","06","","06"
"2019-03-11","Nueva","No","No","No es Víctima","Masculino","29","CABA","Femenino","20","No","No","CABA","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","20","NS/NC","Posible captación","Línea 145","NS/NC","Gendarmería y Area Legal del PNR","2019-03-11","02","02","",""
"2019-03-12","Nueva","no","Sí","Víctima Directa","Femenino","NS/NC","Formosa","Femenino","NS/NC","No","No","formosa","NS/NC","Presencia de M y Trans","NS/NC","NS/NC","Sí","No","11","Femenino","NS/NC","FORMOSA","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-03-12","34","34","","34"
"2019-03-12","Ampliatoria","NO","No","No es Víctima","Masculino","29","CABA","Femenino","20","No","No","CABA","Argentina","Masculino","24","NS/NC","No","No","1","Femenino","20","NS/NC","Posible captación","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-03-12","02","02","",""
"2019-03-12","Relacionada","no","No","No es Víctima","NS/NC","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","3","Femenino","NS/NC","CABA","Explotación Sexual","Correo Electrónico","NS/NC","Area Legal del PNR (ya judicializada)","2019-03-12","02","","","02"
"2019-03-13","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Córdoba","Femenino","17","No","No","NS/NC","NS/NC","Masculino","40","NS/NC","No","No","3","Femenino","17","Córdoba","Traslado de personas","Línea 145","NS/NC","Gendarmería y Protex","2019-03-13","14","","","14"
"2019-03-13","Nueva","No","No","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","8","No","NO","mendoza","Argentina","Presencia de M y H","NS/NC","Mendoza","No","No","1","Femenino","8","Mendoza","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-03-13","50","50","50","50"
"2019-03-13","Relacionada","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","Países Limítrofes","Presencia de M y H","NS/NC","CABA","No","No","6","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","Boca en Boca","Policía Federal y Area Legal del PNR","2019-03-14","02","","02","02"
"2019-03-13","Nueva","No","Sí","Víctima Directa","Femenino","NS/NC","CABA","Femenino","NS/NC","No","no","Buenos Aires","NS/NC","Masculino","NS/NC","CABA","No","No","1","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","Internet","Area Legal para judicializar","2019-03-13","02","06","02","02"
"2019-03-13","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","28","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No","No","1","Femenino","28","Buenos Aires","Posible captación","Línea 145","ONG-Organismos nacionales","Protex ","2019-03-14","06","06","06","06"
"2019-03-14","Ampliatoria","No","Sí","Víctima Directa","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","Femenino","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Correo Electrónico","NS/NC","Area Legal del PNR (ya judicializada)","2019-03-14","","","","02"
"2019-03-14","Nueva","No","No","Víctima Directa","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","Publicidad de Oferta Sexual","Línea 149","NS/NC","Policía Federal y Protex","2019-03-14","06","","",""
"2019-03-14","Nueva","No","No","Víctima Directa","Masculino","NS/NC","CABA","Masculino","NS/NC","No","No","Santiado del Estero","Argentina","Masculino","NS/NC","NS/NC","No","No","10","Masculino","NS/NC","Buenos Aires","Explotación Laboral","Línea 145","Boca en Boca","Gendarmería y Protex","2019-03-14","02","","","06"
"2019-03-14","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Jujuy","Presencia de M y H","12","No","No","NS/NC","Países Limítrofes","Presencia de M y H","NS/NC","Jujuy","Sí","No","NS/NC","Femenino","12","Jujuy","Explotación Sexual","Línea 145","Boca en Boca","Gendarmería y Protex","2019-03-15","38","","38","38"
"2019-03-15","Ampliatoria","No","Sí","Víctima Directa","Masculino","33","Buenos Aires","Masculino","15","No","No","NS/NC","Países Limítrofes","Presencia de M y H","NS/NC","Buenos Aires","No","No","26","Masculino","15","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-03-15","06","","06","06"
"2019-03-15","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","La Rioja","Femenino","20","Sí","No","La Rioja","Argentina","NS/NC","NS/NC","La Rioja","No","No","2","Femenino","20","La Rioja","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-03-15","46","46","46","46"
"2019-03-15","Nueva","No","Sí","Víctima Directa","Femenino","29","Jujuy","Femenino","25","No","No","Jujuy","Argentina","Presencia de M y H","35","Jujuy","NO","NO","4","Femenino","25","Jujuy","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-03-15","38","38","38","38"
"2019-03-15","Nueva","No","No","No es Víctima","Masculino","NS/NC","CABA","Femenino","12","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","No","No","1","Femenino","12","CABA","Explotación Sexual de N, N y A","Presencial","ONG-Organismos nacionales","Policía Federal y Area Legal del PNR","2019-03-15","02","","","02"
"2019-03-15","Nueva","No","Sí","Víctima Directa","Femenino","31","Buenos Aires","Femenino","31","No","No","Buenos Aires","Argentina","Masculino","NS/NC","NS/NC","No","No","1","Femenino","31","Córdoba","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-03-15","06","06","","14"
