"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_indec_id","victima_identificada_provincia_origen_indec_id","denunciado_provincia_indec_id","victimas_estimadas_provincia_hecho_indec_id"
"2019-01-03","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","20","No","No","Buenos Aires","Argentina","Presencia de Mujeres  y Hombres","NS/NC","Buenos Aires","No Refiere ","No Refiere","1","Femenino","20","Buenos Aires","Posible captación","Línea 145","ONG-Organismos nacionales","Protex","2019-01-03","06","06","06","06"
"2019-01-03","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","CABA","Femenino","29","No","No","Buenos Aires","Argentina","Masculino","NS/NC","CABA","No Refiere ","No Refiere","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Policía Fed y PNR","2019-01-03","02","06","02","02"
"2019-01-03","Nueva","No","No","No es Víctima","Masculino","NS/NC","CABA","Femenino","17","No","No","Buenos Aires","Argentina","Femenino","NS/NC","Buenos Aires","No Refiere ","No Refiere","1","Femenino","17","Buenos Aires","Explotación Laboral","Línea telefónica institucional","ONG-Organismos nacionales","Protex","2019-01-03","02","06","06","06"
"2019-01-03","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","40","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No Refiere ","No Refiere","1","Femenino","40","Buenos Aires","Posible captación","Línea 145","NS/NC","Comisaría","2019-01-04","06","06","06","06"
"2019-01-03","Nueva","NO","No","No es Víctima","Femenino","NS/NC","Entre Ríos","Femenino","17","No","No","Entre Ríos","Argentina","NS/NC","NS/NC","Entre Ríos","No Refiere ","No Refiere","1","Femenino","17","Entre Ríos","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-01-03","30","30","30","30"
"2019-01-03","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","Neuquén","Femenino","NS/NC","No","No","NS/NC","Argentina","Masculino","NS/NC","Buenos Aires","No Refiere ","No Refiere","5","Femenino","NS/NC","Neuquén","Explotación Sexual","Línea 145","INTERNET","Protex","2019-01-03","58","","06","58"
"2019-01-03","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","16","NO","No","NS/NC","Países Limítrofes","Femenino","NS/NC","NS/NC","No Refiere ","No Refiere","14","Femenino","NS/NC","NS/NC","Explotación Sexual","Línea 145","NS/NC","Policía y Protex","2019-01-03","02","","",""
"2019-01-03","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","Buenos Aires","Países Limítrofes","Masculino","NS/NC","Buenos Aires","No Refiere ","No Refiere","1","Femenino","15","CABA","Desaparición de personas","Línea 145","NS/NC","Protex","2019-01-04","02","06","06","02"
"2019-01-03","Ampliatoria","No","No","No es Víctima","Femenino","20","CABA","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No Refiere ","No Refiere","5","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Correo Electrónico","NS/NC","Area Legal del PNR","2019-01-03","02","","","06"
"2019-01-03","RELACIONADA","Sí","Sí","Víctima Directa","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","NS/NC","Masculino","NS/NC","Buenos Aires","Sí","No Refiere","4","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex","2019-01-03","06","","06","06"
"2019-01-03","Nueva","no","No","No es Víctima","Masculino","62","Buenos Aires","Femenino","17","NO","No","Buenos Aires","NS/NC","NS/NC","NS/NC","NS/NC","No Refiere ","No Refiere","1","FEMENINO","17","Buenos Aires","DESAPARICIÓN DE PERSONAS","Línea 145","Boca en Boca","Protex","2019-01-04","06","06","","06"
"2019-01-04","Ampliatoria","NO","No","No es Víctima","Masculino","NS/NC","CABA","Femenino","29","No","No","Buenos Aires","Argentina","Masculino","NS/NC","CABA","No Refiere ","No Refiere","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (PFA)","2019-01-04","02","06","02","02"
"2019-01-04","Nueva","No","No","No es Víctima","Femenino","35","Catamarca","Femenino","19","No","No","Catamarca","Argentina","Masculino","40","Catamarca","No Refiere ","No Refiere","1","Femenino","19","Catamarca","Explotación Sexual","Línea 145","Internet","Protex","2019-01-04","10","10","10","10"
"2019-01-04","Nueva","No","No","No es Víctima","Femenino","NS/NC","Salta","Femenino","13","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","Sí","No Refiere","20","Femenino","13","Salta","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-01-04","66","","","66"
"2019-01-04","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","Países Limítrofes","Masculino","NS/NC","Buenos Aires","No Refiere ","No Refiere","1","Femenino","15","CABA","Desaparición de personas","Línea 145","NS/NC","Protex","2019-01-04","02","","06","02"
"2019-01-04","NUEVA","NO","No","Víctima Directa","FEMENINO","43","Mendoza","Femenino","43","NO","NO","Mendoza","Argentina","Masculino","NS/NC","La Rioja","No Refiere ","Sí","1","Femenino","21","Mendoza","Explotación Sexual","Correo Electrónico","NS/NC","Protex","2019-01-06","50","50","46","50"
"2019-01-04","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","CABA","Femenino","29","No","No","Buenos Aires","Argentina","Masculino","NS/NC","CABA","No Refiere ","No Refiere","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Policía Fed y PNR","2019-01-04","02","06","02","02"
"2019-01-04","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Entre Ríos","Femenino","12","No","No","Entre Ríos","Argentina","Presencia de Mujeres  y Hombres","NS/NC","Entre Ríos","Sí","No Refiere","1","Femenino","12","Entre Ríos","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-01-05","30","30","30","30"
"2019-01-04","Ampliatoria","NO","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","26","NO","NO","NS/NC","Países Limítrofes","Masculino","NS/NC","Buenos Aires","No Refiere ","No Refiere","1","Femenino","15","CABA","Desaparición de personas","Línea 145","NS/NC","Protex","2019-01-04","02","","06","02"
"2019-01-05","NUEVA","NO","No","No es Víctima","FEMENINO","NS/NC","Córdoba","Presencia de Mujeres y Hombres","7","NO","NO","Córdoba","Argentina","NS/NC","NS/NC","NS/NC","No Refiere ","No Refiere","3","Presencia de Mujeres  y Hombres ","7","Córdoba","Explotación Laboral de N, N y A","LÍNEA 145","ONG-Organismos nacionales","protex","2019-01-05","14","14","","14"
"2019-01-05","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","11","No","No","Buenos Aires","Argentina","Masculino","60","Buenos Aires","No Refiere ","No Refiere","1","Femenino","11","Buenos Aires","Explotación Sexual de N, N y A","LÍNEA 145","Internet","Policía y Protex","2019-01-05","06","06","06","06"
"2019-01-05","nueva","no","Sí","No es Víctima","Masculino","37","CABA","Femenino","40","Sí","No","CABA","Argentina","Presencia de Mujeres  y Hombres","40","NS/NC","No Refiere ","No Refiere","3","Femenino","NS/NC","CABA","Explotación Laboral","Solicitud Institucional- Saliente","Campañas del Programa","Protex","2019-01-07","02","02","","02"
"2019-01-05","Nueva","No","No","No es Víctima","Femenino","NS/NC","Chaco","Femenino","19","No","No","Chaco","Argentina","Masculino","43","Otro País","No Refiere ","No Refiere","1","Femenino","19","Chaco","Posible captación","Línea 145","ONG-Organismos nacionales","Protex","2019-01-06","22","22","","22"
"2019-01-06","Nueva","No","No","Víctima Directa","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","CABA","Argentina","Femenino","NS/NC","Otro País","No Refiere ","No Refiere","1","Femenino","NS/NC","CABA","Posible captación","Línea 145","NS/NC","Area Legal para judicializar","2019-01-06","02","02","","02"
"2019-01-06","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Presencia de Mujeres y Hombres","NS/NC","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No Refiere ","No Refiere","4","Presencia de Mujeres  y Hombres ","NS/NC","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex","2019-01-06","06","06","06","06"
"2019-01-07","Nueva","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","Buenos Aires","No Refiere ","No Refiere","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Correo Electrónico","NS/NC","Protex","2019-01-08","06","","06","06"
"2019-01-07","Nueva","NO","No","No es Víctima","MASCULINO","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","BUENOS AIRES","NS/NC","Masculino","66","BUENOS AIRES","No Refiere ","Sí","2","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","TV","Protex","2019-01-07","06","06","06","06"
"2019-01-07","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","Países Limítrofes","Masculino","NS/NC","Buenos Aires","No Refiere ","No Refiere","1","Femenino","15","CABA","Desaparición de personas","Línea 145","NS/NC","Protex","2019-01-07","02","","06","02"
"2019-01-07","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Entre Ríos","Femenino","12","No","No","Entre Ríos","Argentina","Presencia de Mujeres  y Hombres","NS/NC","Entre Ríos","Sí","No Refiere","1","Femenino","12","Entre Ríos","Explotación Sexual","Línea 145","NS/NC","Protex","2019-01-07","30","30","30","30"
"2019-01-07","Nueva","No","No","Víctima Indirecta","Masculino","NS/NC","Buenos Aires","NS/NC","NS/NC","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No Refiere ","No Refiere","NS/NC","NS/NC","NS/NC","Buenos Aires","Posible captación","Correo Electrónico","NS/NC","Policía y Protex","2019-01-07","06","06","06","06"
"2019-01-07","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","17","No","No","NS/NC","Países Limítrofes","Femenino","NS/NC","Buenos Aires","No Refiere ","No Refiere","1","Femenino","17","Buenos Aires","Explotación Laboral","Línea 145","ONG-Organismos nacionales","Protex","2019-01-08","06","","06","06"
"2019-01-07","Relacionada","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","17","No","No","Buenos Aires","Argentina","Presencia de Mujeres  y Hombres","NS/NC","Buenos Aires","Sí","No Refiere","2","Femenino","17","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex","2019-01-08","06","06","06","06"
"2019-01-08","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Santa Fe","Femenino","40","NO","NO","Santa Fe","Argentina","Presencia de Mujeres  y Hombres","40","Santa Fe","No Refiere ","No Refiere","2","Femenino","14","Santa Fe","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-01-08","82","82","82","82"
"2019-01-08","Nueva","No","Sí","No es Víctima","Masculino","48","CABA","Femenino","NS/NC","No","No","CABA","Países Limítrofes","Femenino","48","CABA","No Refiere ","No Refiere","7","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","TV","Area Legal del PNR (PFA)","2019-01-08","02","02","02","02"
"2019-01-09","Ampliatoria","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","15","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","Sí","Sí","NS/NC","Femenino","15","NS/NC","Explotación Sexual","Línea 145","NS/NC","Protex","2019-01-09","","","",""
"2019-01-09","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","CABA","Femenino","29","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No Refiere ","No Refiere","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (PFA)","2019-01-09","02","06","06","02"
"2019-01-09","nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","Argentina","Masculino","35","Buenos Aires","No Refiere ","No Refiere","NS/NC","Femenino","23","Buenos Aires","Posible captación","Línea 145","NS/NC","Protex","2019-01-09","06","06","06","06"
"2019-01-09","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","29","No","No","NS/NC","Otros Países","Masculino","NS/NC","Buenos Aires","Sí","No Refiere","8","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex","2019-01-09","02","","06","06"
"2019-01-09","Nueva","no","No","No es Víctima","Masculino","NS/NC","Mendoza","Femenino","27","NO","No","Mendoza","Argentina","Masculino","NS/NC","Mendoza","No Refiere ","No Refiere","3","Femenino","NS/NC","Mendoza","Explotación Sexual","Línea 145","NS/NC","Protex","2019-01-09","50","50","50","50"
"2019-01-09","Relacionada","NO","No","Víctima Directa","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","CABA","Otros Países","Masculino","NS/NC","Buenos Aires","No Refiere ","No Refiere","5","Femenino","NS/NC","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex","2019-01-09","02","02","06","06"
"2019-01-10","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","CABA","Sí","No Refiere","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-01-10","02","","02","02"
"2019-01-10","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","15","No","No","CABA","Argentina","NS/NC","NS/NC","NS/NC","No Refiere ","No Refiere","1","Femenino","15","CABA","Desaparición de personas","Línea 145","NS/NC","Area Legal para judicializar","2019-01-10","","02","","02"
"2019-01-10","Ampliatoria","No","Sí","No es Víctima","Masculino","NS/NC","Corrientes","Femenino","15","No","No","Corrientes","Argentina","Femenino","NS/NC","Corrientes","No Refiere ","No Refiere","1","Femenino","15","Corrientes","Explotación Sexual","Línea 145","NS/NC","Protex","2019-01-10","18","18","18","18"
"2019-01-10","Nueva","no","No","No es Víctima","Femenino","NS/NC","Jujuy","Femenino","21","NO","NO","Jujuy","Argentina","Masculino","NS/NC","Jujuy","No Refiere ","No Refiere","NS/NC","Femenino","21","Jujuy","Posible captación","Línea 145","NS/NC","Protex","2019-01-10","38","38","38","38"
"2019-01-11","Nueva","No","Sí","No es Víctima","Femenino","50","Chubut","Femenino","NS/NC","No","No","NS/NC","Otros Países","Masculino","NS/NC","NS/NC","Sí","No Refiere","NS/NC","Femenino","NS/NC","Chubut","Explotación Sexual","Línea 145","Otros modos de acercamiento a la Línea","Protex","2019-01-11","26","","","26"
"2019-01-11","Nueva","No","No","No es Víctima","Masculino","NS/NC","Neuquén","Masculino","15","No","No","NS/NC","NS/NC","Masculino","NS/NC","Neuquén","No Refiere ","No Refiere","10","Masculino","15","Neuquén","Explotación Laboral","Línea 145","NS/NC","Protex","2019-01-15","58","","58","58"
"2019-01-11","Nueva","No","No","No es Víctima","Femenino","NS/NC","Corrientes","Femenino","6","No","NO","Corrientes","Argentina","Masculino","NS/NC","Corrientes","Sí","No Refiere","2","Femenino","6","Corrientes","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex","2019-01-12","18","18","18","18"
"2019-01-11","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","30","NO","No","NS/NC","Argentina","Masculino","26","Salta","No Refiere ","No Refiere","1","Femenino","30","Salta","Explotación Sexual","Línea 145","Otros modos de acercamiento a la Línea","Protex","2019-01-12","06","","66","66"
"2019-01-12","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Río Negro","Presencia de Mujeres y Hombres","3","No","No","Río Negro","NS/NC","NS/NC","NS/NC","Río Negro","No Refiere ","No Refiere","15","Femenino","1","Neuquén","Explotación Sexual","Línea 145","NS/NC","Protex","2019-01-12","62","62","62","58"
"2019-01-12","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","30","NO","No","NS/NC","Argentina","Masculino","26","Salta","No Refiere ","No Refiere","1","Femenino","30","Salta","Explotación Sexual","Línea 145","Otros modos de acercamiento a la Línea","Protex y Personas Extraviadas","2019-01-12","06","","66","66"
"2019-01-12","Relacionada","no","No","Víctima Directa","Femenino","NS/NC","CABA","Femenino","4","No","No","Buenos Aires","Otros Países","Masculino","50","Buenos Aires","No Refiere ","No Refiere","2","Femenino","4","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex","2019-01-12","02","06","06","06"
"2019-01-12","Nueva","No","No","No es Víctima","Femenino","NS/NC","Neuquén","Femenino","3","NO","No","Neuquén","NS/NC","Presencia de Mujeres  y Hombres","NS/NC","Neuquén","No Refiere ","No Refiere","1","Femenino","17","Neuquén","Reducción a la servidumbre o situaciones análogas","Línea 145","NS/NC","Gendarmería y Protex","2019-01-12","58","58","58","58"
"2019-01-13","Nueva","No","Sí","No es Víctima","Masculino","41","Chaco","Femenino","21","No","No","Chaco","NS/NC","Masculino","50","Entre Ríos","No Refiere ","Sí","1","Femenino","21","Chaco","Posible captación","Línea 145","Boca en Boca","Gendarmería y Protex","2019-01-13","22","22","30","22"
"2019-01-13","Ampliatoria","No","Sí","No es Víctima","Masculino","41","Chaco","Femenino","21","No","No","Chaco","NS/NC","Masculino","50","Entre Ríos","No Refiere ","Sí","1","Femenino","21","CABA","Posible captación","Línea 145","Boca en Boca","Gendarmería y Protex","2019-01-13","22","22","30","02"
"2019-01-13","Nueva","no","No","No es Víctima","Masculino","NS/NC","Santa Fe","Femenino","17","No","No","Santa Fe","NS/NC","NS/NC","NS/NC","NS/NC","No Refiere ","No Refiere","1","Femenino","17","Santa Fe","DESAPARICIÓN DE PERSONAS","Línea 145","NS/NC","Protex","2019-01-14","82","82","","82"
"2019-01-13","Amplía y está relacionada con otras Denuncias","No","Sí","No es Víctima","Masculino","NS/NC","Santa Fe","Femenino","17","NO","No","Santa Fe","NS/NC","NS/NC","NS/NC","NS/NC","No Refiere ","No Refiere","1","Femenino","17","Santa Fe","DESAPARICIÓN DE PERSONAS","Línea 145","NS/NC","Protex","2019-01-14","82","82","","82"
"2019-01-14","Relacionada","no","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","NS/NC","no","no","CABA","NS/NC","NS/NC","NS/NC","CABA","No Refiere ","No Refiere","1","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Protex","2019-01-14","02","02","02","02"
"2019-01-14","Nueva","No","Sí","No es Víctima","Femenino","53","CABA","Presencia de Mujeres y  Personas Trans","24","No","No","CABA","NS/NC","Masculino","NS/NC","NS/NC","No Refiere ","No Refiere","1","Presencia de Mujeres y Personas Trans","24","CABA","Explotación Sexual","Línea 145","Internet","Area Legal para judicializar","2019-01-15","02","02","","02"
"2019-01-14","Ampliatoria","NO","No","No es Víctima","MASCULINO","NS/NC","Buenos Aires","Femenino","3","No","No","BUENOS AIRES","NS/NC","Masculino","66","BUENOS AIRES","Sí","Sí","2","Femenino","3","Buenos Aires","Explotación Sexual","Línea 145","TV","Protex","2019-01-14","06","06","06","06"
"2019-01-14","Relacionada","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Presencia de Mujeres y Hombres","3","No","No","BUENOS AIRES","Países limítrofes","Presencia de Mujeres  y Hombres","40","Buenos Aires","Sí","No Refiere","NS/NC","Presencia de Mujeres  y Hombres ","2","Buenos Aires","Explotación Laboral de N, N y A","Línea 145","NS/NC","Protex","2019-01-14","06","06","06","06"
"2019-01-14","Nueva","no","No","No es Víctima","Masculino","NS/NC","Mendoza","Femenino","12","No","No","Buenos Aires","NS/NC","Masculino","NS/NC","NS/NC","No Refiere ","No Refiere","1","Femenino","1","NS/NC","Pornografía Infantil","Línea 145","NS/NC","Protex","2019-01-14","50","06","",""
"2019-01-14","Nueva","NO","Sí","No es Víctima","FEMENINO","NS/NC","Jujuy","Femenino","NS/NC","No","No","Jujuy","NS/NC","NS/NC","NS/NC","NS/NC","No Refiere ","No Refiere","NS/NC","Femenino","NS/NC","Jujuy","Explotación Sexual","Línea 145","NS/NC","Protex","2019-01-14","38","38","","38"
"2019-01-15","Nueva","no","Sí","No es Víctima","Femenino","NS/NC","La Rioja","Femenino","18","NO","NO","NS/NC","NS/NC","MASCULINO","NS/NC","La Rioja","No Refiere ","No Refiere","2","Femenino","18","La Rioja","Posible captación","Línea 145","NS/NC","Protex","2019-01-15","46","","46","46"
"2019-01-15","Relacionada","No","No","No es Víctima","Femenino","60","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","Buenos Aires","No Refiere ","No Refiere","4","Femenino","NS/NC","Buenos Aires","Publicidad de Oferta Sexual","Línea 145","Internet","Area Legal para judicializar","2019-01-15","02","","06","06"
"2019-01-15","Relacionada","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","19","NO","NO","Buenos Aires","Argentina","Masculino","NS/NC","NS/NC","No Refiere ","No Refiere","2","Femenino","19","Buenos Aires","Posible captación","Línea 145","NS/NC","Protex","2019-01-15","06","06","","06"
"2019-01-15","Relacionada","NO","Sí","Víctima Directa","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","NO","NO","NS/NC","Países Limítrofes","Femenino","NS/NC","Buenos Aires","No Refiere ","No Refiere","4","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex","2019-01-15","06","","06","06"
"2019-01-16","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","42","No","No","CABA","Argentina","NS/NC","NS/NC","NS/NC","No Refiere ","No Refiere","1","Femenino","42","CABA","Desaparición de personas","Línea telefónica institucional","NS/NC","Area Legal para judicializar","2019-01-16","02","02","","02"
"2019-01-16","Nueva","No","No","No es Víctima","Masculino","NS/NC","Río Negro","Femenino","33","No","No","CABA","Argentina","Masculino","NS/NC","NS/NC","No Refiere ","No Refiere","NS/NC","NS/NC","33","CABA","Desaparición de personas","Línea 145","NS/NC","Gendarmería y Protex","2019-01-16","62","02","","02"
"2019-01-16","Nueva","no","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","20","no","no","Buenos Aires","NS/NC","Masculino","NS/NC","Buenos Aires","No Refiere ","No Refiere","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Policía y Protex","2019-01-16","06","06","06","06"
"2019-01-16","Nueva","NO","Sí","No es Víctima","Masculino","NS/NC","Catamarca","Femenino","7","NO","NO","Catamarca","Argentina","Masculino","NS/NC","Jujuy","No Refiere ","No Refiere","2","Femenino","7","Catamarca","Explotación Sexual","Línea 145","Internet","Gendarmería y Protex","2019-01-16","10","10","38","10"
"2019-01-16","Relacionada","No","No","Víctima Directa","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","CABA","Otros Países","Masculino","50","Buenos Aires","No Refiere ","No Refiere","2","Femenino","NS/NC","Buenos Aires","Explotación Laboral","Línea 145","Internet","Protex","2019-01-16","06","02","06","06"
