"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_id","victima_identificada_provincia_origen_id","denunciado_provincia_id","victimas_estimadas_provincia_hecho_id"
"2019-05-02","Nueva","No","No","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","Santa Cruz","No","No","1","Femenino","NS/NC","Santa Cruz","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-05-02","","","78","78"
"2019-05-02","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Masculino","37","No","No","CABA","Argentina","NS/NC","NS/NC","CABA","No","No","1","Masculino","37","CABA","Desaparición de personas","Línea 145","NS/NC","Protex ","2019-05-02","02","02","02","02"
"2019-05-03","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","22","No","No","CABA","Argentina","Femenino","NS/NC","NS/NC","No","No","1","Femenino","22","CABA","Desaparición de personas","Línea 145","NS/NC","Area legal del PNR (Ya judicializada)","2019-05-03","06","02","","02"
"2019-05-02","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","18","No","No","CABA","Argentina","NS/NC","NS/NC","CABA","No","No","6","Femenino","18","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-05-02","02","02","02","02"
"2019-05-02","Relacionada","No","No","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","santa cruz","No","No","1","Femenino","NS/NC","Santa Cruz","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-05-02","","","78","78"
"2019-05-02","Nueva","No","No","No es Víctima","Masculino","43","Buenos Aires","Masculino","34","No","No","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Masculino","NS/NC","Buenos Aires","Desaparición de personas","Línea 145","NS/NC","Area legal del PNR (Ya judicializada)","2019-05-02","06","06","","06"
"2019-05-02","Relacionada","No","Sí","Víctima Directa","Femenino","NS/NC","Neuquén","femenino","NS/NC","No","No","Neuquén","Argentina","NS/NC","NS/NC","CABA","No","NO","2","Femenino","NS/NC","Buenos Aires","Posible captación","Línea 145","Boca en Boca","Protex ","2019-05-02","58","58","02","06"
"2019-05-02","Ampliatoria","No","No","Víctima Indirecta","Femenino","NS/NC","Entre Ríos","Femenino","42","No","No","Entre Ríos","Argentina","Masculino","NS/NC","Entre Ríos","Sí","No","NS/NC","Femenino","42","Entre Ríos","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-05-02","30","30","30","30"
"2019-05-02","Relacionada","No","Sí","No es Víctima","Masculino","38","Santa Fe","femenino","15","no","no","Santa Fe","NS/NC","NS/NC","NS/NC","Santa Fe","Sí","Sí","31","femenino","15","Santa Fe","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-05-03","82","82","82","82"
"2019-05-02","Amplía y está relacionada con otras Denuncias","No","Sí","No es Víctima","Masculino","38","Santa Fe","femenino","15","no","no","Santa Fe","NS/NC","NS/NC","NS/NC","Santa Fe","Sí","Sí","31","femenino","15","Santa Fe","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-05-03","82","82","82","82"
"2019-05-03","Amplía y está relacionada con otras Denuncias","No","Sí","No es Víctima","Masculino","38","Santa Fe","femenino","15","no","no","Santa Fe","NS/NC","NS/NC","NS/NC","Santa Fe","Sí","Sí","31","femenino","15","Santa Fe","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-05-03","82","82","82","82"
"2019-05-03","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Masculino","37","No","No","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Masculino","37","CABA","Desaparición de personas","Línea 145","NS/NC","Protex","2019-05-03","06","06","","02"
"2019-05-03","Nueva","No","No","Víctima Indirecta","Masculino","NS/NC","Santa Fe","Femenino","5","No","No","Santa Fe","Argentina","Masculino","NS/NC","Santa Fe","No","No","1","femenino","5","Santa Fe","Posible captación","Línea 145","NS/NC","Protex ","2019-05-03","82","82","82","82"
"2019-05-03","Nueva","No","Sí","Víctima Directa","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","Argentina","Femenino","40","NS/NC","No","No","4","Femenino","20","CABA","Explotación Sexual","Línea 145","Otros modos de acercamiento a la Línea","Area Legal para judicializar","2019-05-03","02","","","02"
"2019-05-03","Nueva","No","Sí","No es Víctima","Femenino","77","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","SANTA CRUZ","Posible captación","Línea 145","ONG-Organismos nacionales","Protex ","2019-05-03","06","","","78"
"2019-05-03","Nueva","NO","Sí","No es Víctima","Femenino","30","CABA","Femenino","NS/NC","NO","NO","NS/NC","Argentina","NS/NC","NS/NC","CABA","no","no","NS/NC","Femenino","18","CABA","Explotación Sexual","Línea 145","Internet","Area Legal para judicializar","2019-05-03","02","","02","02"
"2019-05-03","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","Argentina","Femenino","64","Buenos Aires","Sí","Sí","NS/NC","Femenino","NS/NC","Buenos Aires","Posible captación","Línea 145","Internet","Protex ","2019-05-03","06","06","06","06"
"2019-05-04","Relacionada","No","No","No es Víctima","NS/NC","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","santa cruz","No","No","1","Femenino","NS/NC","Santa Cruz","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-05-04","","","78","78"
"2019-05-04","Relacionada","No","No","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","Femenino","NS/NC","Santa Cruz","No","No","1","Femenino","NS/NC","Santa Cruz","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-05-14","","","78","78"
"2019-05-04","Ampliatoria","No","No","No es Víctima","Femenino","60","Buenos Aires","Femenino","58","Sí","No","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","58","Buenos Aires","Desaparición de personas","Línea 145","NS/NC","Protex","2019-05-04","06","06","","06"
"2019-05-04","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","18","No","No","CABA","Argentina","Presencia de M y H","NS/NC","CABA","No","No","NS/NC","Femenino","18","CABA","Explotación Sexual","Línea 145","Boca en Boca","Policía Federal y Area Legal del PNR","2019-05-04","02","02","02","02"
"2019-05-04","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","12","No","No","Buenos Aires","Argentina","Masculino","60","Buenos Aires","No","No","NS/NC","Femenino","12","Buenos Aires","Reducción a la servidumbre o situaciones análogas","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-05-05","06","06","06","06"
"2019-05-05","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","12","No","No","CABA","Argentina","NS/NC","NS/NC","CABA","No","No","2","Femenino","12","CABA","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Policía Federal y Area Legal del PNR","2019-05-05","02","02","02","02"
"2019-05-06","Nueva","No","No","No es Víctima","Femenino","NS/NC","SALTA","Femenino","15","No","No","NS/NC","NS/NC","Masculino","45","NS/NC","No","No","1","Femenino","15","SALTA","Posible captación","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-05-06","66","","","66"
"2019-05-06","Nueva","No","Sí","No es Víctima","Masculino","25","Salta","Femenino","16","No","No","NS/NC","Argentina","Masculino","NS/NC","NS/NC","Sí","No","5","Femenino","16","Salta","Explotación Sexual","Línea 145","Internet","Gendarmería y Protex","2019-05-06","66","","","66"
"2019-05-06","Ampliatoria","No","Sí","No es Víctima","Masculino","29","Caba","Femenino","NS/NC","No","No","NS/NC","Países Limítrofes","Presencia de M y H","NS/NC","NS/NC","Sí","Sí","5","femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","Boca en Boca","Area legal del PNR (Ya judicializada)","2019-05-06","02","","","06"
"2019-05-06","Ampliatoria","Sí","No","Víctima Directa","Femenino","19","NS/NC","Femenino","19","No","No","NS/NC","Otros Países","Masculino","50","Jujuy","No","No","3","Femenino","18","Jujuy","Posible captación","Línea 145","NS/NC","Protex ","2019-05-06","","","38","38"
"2019-05-06","Ampliatoria","No","No","Víctima Indirecta","Femenino","NS/NC","Formosa","Femenino","13","No","No","Formosa","Argentina","Presencia de M y Trans","NS/NC","Formosa","No","No","1","Femenino","13","Formosa","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-05-06","34","34","34","34"
"2019-05-06","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","43","Sí","No","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","no","no","1","Femenino","43","Buenos Aires","Desaparición de personas","Línea 145","NS/NC","Protex ","2019-05-07","06","06","","06"
"2019-05-06","Relacionada","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","15","No","No","NS/NC","NS/NC","NS/NC","NS/NC","CABA","Sí","No","50","Femenino","15","Buenos Aires","Explotación Sexual","Línea 145","Boca en Boca","Area Legal para judicializar","2019-05-06","02","","02","06"
"2019-05-06","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","Buenos Aires","NS/NC","Femenino","40","CABA","Sí","No","8","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","Internet","Area Legal para judicializar","2019-05-07","02","06","02","02"
"2019-05-06","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","12","No","No","Buenos Aires","Argentina","Masculino","60","Buenos Aires","No","No","NS/NC","Femenino","12","Buenos Aires","Reducción a la servidumbre o situaciones análogas","Línea 145","ONG-Organismos nacionales","Protex ","2019-05-07","06","06","06","06"
"2019-05-07","Relacionada","no","Sí","No es Víctima","NS/NC","NS/NC","Buenos Aires","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","Buenos Aires","No","No","NS/NC","NS/NC","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Area legal del PNR (Ya judicializada)","2019-05-07","06","","06","06"
"2019-05-07","Relacionada","No","Sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","CABA","No","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","Internet","Area legal del PNR (Ya judicializada)","2019-05-07","02","","02","02"
"2019-05-07","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","NO","NS/NC","NS/NC","Presencia de M y H","NS/NC","Buenos Aires","No","No","5","Presencia de M y H","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-05-07","06","","06","06"
"2019-05-07","Relacionada","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Santa Cruz","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","Santa Cruz","Posible captación","Línea 145","Internet","Protex ","2019-05-07","06","78","","78"
"2019-05-07","Relacionada","No","Sí","No es Víctima","Masculino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","Países Limítrofes","Femenino","50","NS/NC","No","No","7","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","Internet","Area Legal para judicializar","2019-05-07","02","","","02"
"2019-05-08","Nueva","No","Sí","Víctima Directa","Femenino","NS/NC","CABA","Femenino","36","No","No","NS/NC","Argentina","Femenino","56","CABA","No","No","8","Femenino","36","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-05-09","02","","02","02"
"2019-05-08","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","23","No","No","Buenos Aires","Argentina","Masculino","48","Buenos Aires","No","No","1","Femenino","23","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-05-09","06","06","06","06"
"2019-05-08","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","35","No","No","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","35","NS/NC","Posible captación","Línea 145","NS/NC","Protex ","2019-05-09","","06","",""
"2019-05-08","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","17","No","No","CABA","Argentina","NS/NC","NS/NC","CABA","No","No","1","Femenino","17","CABA","Posible captación","Línea 145","NS/NC","Area Legal para judicializar","2019-05-08","02","02","02","02"
"2019-05-09","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","14","Buenos Aires","Desaparición de personas","Línea 145","NS/NC","Protex ","2019-05-09","06","","","06"
"2019-05-09","Relacionada","No","Sí","No es Víctima","Masculino","16","Córdoba","Femenino","18","No","No","NS/NC","NS/NC","Masculino","NS/NC","Córdoba","No","No","5","Femenino","18","Córdoba","Explotación Sexual","Línea 145","Boca en Boca","Protex ","2019-05-09","14","","14","14"
"2019-05-09","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","7","No","No","Buenos Aires","NS/NC","Masculino","31","Buenos Aires","No","No","2","Femenino","7","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Policía Federal y Protex","2019-05-09","06","06","06","06"
"2019-05-09","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","26","NO","NO","NS/NC","Otros Países","Presencia de M y H","NS/NC","NS/NC","NO","NO","1","FEMENINO","26","NS/NC","Explotación Sexual","LÍNEA 145","NS/NC","Area Legal para judicializar","2019-05-10","","","",""
"2019-05-09","Relacionada","No","Sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","13","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No","No","4","Femenino","13","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-05-10","06","06","06","06"
"2019-05-10","Relacionada","no","Sí","No es Víctima","Femenino","NS/NC","Córdoba","Femenino","NS/NC","No","No","Santa Cruz","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","Santa Cruz","Posible captación","LÍNEA 145","NS/NC","Protex ","2019-05-10","14","78","","78"
"2019-05-10","Relacionada","No","Sí","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","NO","NO","NS/NC","Femenino","NS/NC","Santa Fe","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-05-10","","","","82"
"2019-05-10","Nueva","No","No","No es Víctima","Masculino","NS/NC","NS/NC","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","NO","NO","NS/NC","Femenino","NS/NC","CABA","Publicidad de Oferta Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-05-10","","","","02"
"2019-05-10","Nueva","No","No","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","19","No","No","NS/NC","NS/NC","Masculino","20","NS/NC","No","No","1","Femenino","19","NS/NC","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-05-10","","","",""
"2019-05-10","Nueva","No","No","No es Víctima","Masculino","42","Buenos Aires","Femenino","NS/NC","No","No","NS/NC","Países Limítrofes","Presencia de M y H","NS/NC","CABA","Sí","No","3","Femenino","18","CABA","Explotación Sexual","Línea 145","Internet","Area Legal para judicializar","2019-05-10","06","","02","02"
"2019-05-10","Ampliatoria","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","35","No","No","Buenos Aires","Argentina","Masculino","NS/NC","NS/NC","No","No","1","Femenino","35","NS/NC","Posible captación","Línea 145","NS/NC","Protex ","2019-05-10","06","06","",""
"2019-05-10","Relacionada","no","Sí","No es Víctima","Femenino","25","CABA","Femenino","NS/NC","No","No","CABA","Argentina","Masculino","NS/NC","CABA","No","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-05-11","02","02","02","02"
"2019-05-10","Nueva","No","No","No es Víctima","Masculino","NS/NC","Córdoba","Femenino","NS/NC","No","No","Córdoba","Argentina","Masculino","NS/NC","Córdoba","No","No","NS/NC","Femenino","NS/NC","Córdoba","Oferta Laboral Engañosa","Línea 145","NS/NC","Protex ","2019-05-11","14","14","14","14"
"2019-05-10","Nueva","No","No","No es Víctima","Femenino","33","Mendoza","Femenino","NS/NC","No","No","NS/NC","Argentina","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","Buenos Aires","Posible captación","Línea 145","ONG-Organismos nacionales","Protex ","2019-05-10","50","","","06"
"2019-05-11","Nueva","No","Sí","No es Víctima","Masculino","NS/NC","Santa Fe","Femenino","NS/NC","No","No","Santa Fe","Argentina","Masculino","NS/NC","Santa Fe","No","No","NS/NC","Femenino","16","Santa Fe","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-05-11","82","82","82","82"
"2019-05-12","Nueva","no","Sí","No es Víctima","Masculino","NS/NC","Santa Cruz","femenino","NS/NC","No","No","Santa Cruz","Otros Países","Masculino","NS/NC","NS/NC","No","Sí","NS/NC","femenino","NS/NC","Santa Cruz","Explotación sexual","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-05-12","78","78","","78"
"2019-05-12","Ampliatoria","Sí","No","Víctima Directa","Femenino","50","Córdoba","Femenino","50","No","No","Córdoba","Argentina","Femenino","NS/NC","Córdoba","No","No","1","Femenino","50","Córdoba","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-05-12","14","14","14","14"
"2019-05-12","Nueva","No","No","No es Víctima","Masculino","NS/NC","caba","femenino","17","No","No","caba","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","17","CABA","Desaparición de personas","Línea 145","NS/NC","Area legal del PNR (Ya judicializada)","2019-05-12","02","02","","02"
"2019-05-12","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Chubut","NS/NC","Femenino","NS/NC","Chubut","No","No","4","Femenino","NS/NC","Chubut","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-05-12","06","26","26","26"
"2019-05-13","Ampliatoria","No","No","Víctima Directa","Femenino","50","Córdoba","Femenino","13","No","No","Córdoba","Argentina","Femenino","29","NS/NC","No","No","2","Femenino","13","Córdoba","Posible captación","Línea 145","ONG-Organismos nacionales","Protex ","2019-05-13","14","14","","14"
"2019-05-13","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Chaco","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","Buenos Aires","Posible captación","Línea 145","NS/NC","Protex ","2019-05-13","06","22","","06"
"2019-05-13","Nueva","No","No","Víctima Indirecta","Femenino","NS/NC","Santa Fe","NS/NC","NS/NC","No","No","Santa Fe","NS/NC","NS/NC","NS/NC","Santa Fe","No","No","NS/NC","Femenino","NS/NC","Santa Fe","Explotación Sexual","Correo Electrónico","NS/NC","Protex ","2019-05-13","82","82","82","82"
"2019-05-13","Nueva","No","Sí","No es Víctima","Femenino","NS/NC","Córdoba","Masculino","60","Sí","No","Córdoba","NS/NC","Presencia de M y H","45","Córdoba","No","No","2","Masculino","60","Córdoba","Explotación Laboral","Línea 145","NS/NC","Gendarmería y Protex","2019-05-13","14","14","14","14"
"2019-05-13","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Chaco","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","Chaco","Posible captación","Línea 145","NS/NC","Protex ","2019-05-13","06","22","","22"
"2019-05-13","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","Buenos Aires","Países Limítrofes","Presencia de M y H","30","Buenos Aires","No","No","3","Presencia de M y H","3","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-05-13","02","06","06","06"
"2019-05-13","Nueva","No","No","No es Víctima","Femenino","NS/NC","Tucumán","Femenino","15","No","No","Tucumán","Argentina","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","15","Tucumán","Desaparición de personas","Línea 145","Internet","Protex","2019-05-13","90","90","","90"
"2019-05-13","Ampliatoria","No","Sí","Víctima Directa","Femenino","NS/NC","CABA","Presencia de M y H","NS/NC","No","No","Buenos Aires","Países Limítrofes","Presencia de M y H","30","Buenos Aires","No","No","3","Presencia de M y H","NS/NC","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-05-13","02","06","06","06"
"2019-05-13","Nueva","No","No","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","19","No","No","NS/NC","Argentina","Masculino","NS/NC","NS/NC","No","No","1","Femenino","19","NS/NC","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-05-13","","","",""
"2019-05-13","Ampliatoria","No","No","Víctima Indirecta","Masculino","NS/NC","Tucumán","Femenino","15","No","No","Tucumán","Argentina","Masculino","NS/NC","Tucumán","No","No","1","Femenino","15","Tucumán","Desaparición de personas","Línea 145","Internet","Protex","2019-05-13","90","90","90","90"
"2019-05-14","Nueva","No","Sí","Víctima Directa","Masculino","NS/NC","CABA","Masculino","28","No","No","CABA","Argentina","Masculino","NS/NC","NS/NC","No","No","1","Masculino","28","NS/NC","Explotación Sexual de N, N y A","Línea 145","Internet","Protex ","2019-05-14","02","02","",""
"2019-05-14","Nueva","No","Sí","No es Víctima","Masculino","23","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","2","Femenino","NS/NC","CABA","Posible captación","Línea 145","Internet","Area Legal para judicializar","2019-05-14","02","","","02"
"2019-05-14","Relacionada","No","No","No es Víctima","Femenino","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","Masculino","NS/NC","CABA","Sí","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area legal del PNR (Ya judicializada)","2019-05-14","","","02","02"
"2019-05-14","Relacionada","No","No","No es Víctima","NS/NC","NS/NC","Neuquén","Femenino","NS/NC","No","No","NS/NC","Otros Países","Femenino","NS/NC","NS/NC","No","No","12","Femenino","NS/NC","Neuquén","Explotación Sexual","Correo Electrónico","NS/NC","Gendarmería y Protex","2019-05-14","58","","","58"
"2019-05-14","Nueva","no","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","20","No","No","Buenos Aires","Argentina","Presencia de M y H","30","Buenos Aires","No","No","1","femenino","20","Buenos Aires","Posible captación","Línea 145","NS/NC","Area Legal para judicializar","2019-05-14","06","06","06","06"
"2019-05-14","Nueva","No","No","No es Víctima","Femenino","35","Chaco","Femenino","17","No","No","Chaco","Argentina","Masculino","NS/NC","Chaco","Sí","Sí","1","femenino","17","Chaco","Posible captación","Línea 145","NS/NC","Protex ","2019-05-14","22","22","22","22"
"2019-05-14","Nueva","No","Sí","No es Víctima","Femenino","21","CABA","Femenino","16","No","No","CABA","Argentina","Masculino","NS/NC","Buenos Aires","No","No","2","Femenino","16","Buenos Aires","Posible captación","Línea 145","Boca en Boca","Protex ","2019-05-14","02","02","06","06"
