"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_indec_id","victima_identificada_provincia_origen_indec_id","denunciado_provincia_indec_id","victimas_estimadas_provincia_hecho_indec_id"
"2019-02-05","Nueva","No","No","Víctima Directa","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","NS/NC","Masculino","NS/NC","Buenos Aires","Sí","Sí","NS/NC","NS/NC","NS/NC","Buenos Aires","Explotación Sexual","Correo Electrónico","NS/NC","Protex ","2019-02-05","06","06","06","06"
"2019-02-05","Nueva","No","sí","No es Víctima","Masculino","NS/NC","CÓRDOBA","Femenino","35","No","No","CÓRDOBA","Argentina","Masculino","NS/NC","CÓRDOBA","No","No","1","Femenino","35","Córdoba","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-02-05","14","14","14","14"
"2019-02-05","Relacionada","No","sí","Víctima Directa","Femenino","NS/NC","CABA","Femenino","32","No","No","NS/NC","Argentina","Presencia de M y H","NS/NC","NS/NC","No","No","4","Femenino","32","CABA","Explotación Sexual","Línea 145","NS/NC","Policía Federal y Area Legal del PNR","2019-02-05","02","","","02"
"2019-02-05","Nueva","No","sí","Víctima Indirecta","Femenino","NS/NC","Tucumán","Femenino","19","No","No","NS/NC","NS/NC","Femenino","NS/NC","Tucumán","No","No","1","Femenino","19","Tucumán","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-02-05","90","","90","90"
"2019-02-05","Amplía y está relacionada con otras Denuncias","No","No","Víctima Directa","Femenino","20","Santa Fe","Femenino","20","No","No","Santa Fe","Argentina","Masculino","23","Santa Fe","No","No","1","Femenino","20","Santa Fe","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-02-05","82","82","82","82"
"2019-02-05","Ampliatoria","No","sí","Víctima Directa","Femenino","NS/NC","CABA","Femenino","24","No","No","NS/NC","NS/NC","Femenino","NS/NC","NS/NC","No","No","1","Femenino","32","CABA","Explotación Sexual","Línea 145","NS/NC","Policía Federal y Area Legal del PNR","2019-02-05","02","","","02"
"2019-02-05","Ampliatoria","No","sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","13","No","No","Buenos Aires","NS/NC","Presencia de M y H","NS/NC","Buenos Aires","No","No","1","Femenino","13","Buenos Aires","Explotación Sexual","Línea 145","Internet","Protex ","2019-02-05","06","06","06","06"
"2019-02-05","Nueva","No","sí","No es Víctima","Masculino","45","Santa Fe","Presencia de M y Trans","NS/NC","No","No","NS/NC","NS/NC","Femenino","45","Santa Fe","Sí","No","NS/NC","Presencia de M y Trans","45","Santa Fe","Explotación Sexual","Línea 145","Radio","Protex ","2019-02-06","82","","82","82"
"2019-02-06","Nueva","No","sí","No es Víctima","Femenino","20","Mendoza","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","Mendoza","Explotación Sexual","Línea 145","Internet","Protex ","2019-02-06","50","","","50"
"2019-02-06","Relacionada","No","sí","No es Víctima","Masculino","NS/NC","Córdoba","Femenino","17","No","No","Córdoba","Argentina","Presencia de M y H","NS/NC","Córdoba","No","No","NS/NC","Femenino","17","Córdoba","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-02-06","14","14","14","14"
"2019-02-06","Nueva","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","Argentina","NS/NC","NS/NC","Buenos Aires","No","No","NS/NC","Femenino","NS/NC","Buenos Aires","Posible captación","Línea 145","NS/NC","Policía Federal y Protex","2019-02-06","06","06","06","06"
"2019-02-06","Relacionada","No","sí","No es Víctima","Femenino","NS/NC","CHACO","Femenino","31","No","No","La Pampa","Argentina","NS/NC","NS/NC","NS/NC","NO","No","1","Femenino","31","Buenos Aires","Posible captación","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-02-06","22","42","","06"
"2019-02-06","Nueva","No","No","No es Víctima","Femenino","26","Buenos Aires","Masculino","34","No","No","Buenos Aires","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","NS/NC","CABA","Desaparición de personas","Línea 145","NS/NC","Protex ","2019-02-06","06","06","","02"
"2019-02-06","relacionada","No","sí","No es Víctima","Femenino","50","CABA","Femenino","NS/NC","NO","NO","Buenos Aires","NS/NC","Presencia de M y H","NS/NC","Buenos Aires","Sí","Sí","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","TV","Protex ","2019-02-06","02","06","06","06"
"2019-02-07","Nueva","No","No","Víctima Directa","Femenino","30","Buenos Aires","Femenino","30","NO","NO","Buenos Aires","Argentina","Masculino","NS/NC","NS/NC","No","No","1","Femenino","30","Buenos Aires","Posible captación","Línea 145","NS/NC","Area Legal para judicializar","2019-02-07","06","06","","06"
"2019-02-07","Nueva","No","sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","18","NO","NO","NS/NC","NS/NC","FEMENINO","NS/NC","Buenos Aires","NO","No","2","Femenino","18","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-02-07","06","","06","06"
"2019-02-07","Nueva","No","sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","no","no","Buenos Aires","NS/NC","NS/NC","NS/NC","Buenos Aires","NO","NO","1","Femenino","NS/NC","Buenos Aires","Posible captación","Línea 145","Boca en Boca","Gendarmería y Protex","2019-02-07","06","06","06","06"
"2019-02-08","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","CABA","No","No","2","Femenino","NS/NC","CABA","Publicidad de Oferta Sexual","Línea 145","NS/NC","Protex ","2019-02-08","02","","02","02"
"2019-02-08","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Masculino","34","No","No","Buenos Aires","NS/NC","NS/NC","NS/NC","NS/NC","No","NO","1","Masculino","NS/NC","Buenos Aires","Desaparición de personas","Línea 145","NS/NC","Protex y Personas Extraviadas","2019-02-08","06","06","","06"
"2019-02-08","Nueva","No","sí","Víctima Indirecta","Masculino","NS/NC","Buenos Aires","Presencia de M y H","15","No","No","Buenos Aires","NS/NC","Masculino","32","NS/NC","Sí","No","NS/NC","Presencia de M y H","NS/NC","Buenos Aires","Explotación Sexual de N, N y A","Línea 145","Internet","Protex ","2019-02-08","06","06","","06"
"2019-02-08","Ampliatoria","No","No","No es Víctima","MASCULINO","50","Buenos Aires","Femenino","3","NO","NO","BUENOS AIRES","NS/NC","Masculino","NS/NC","BUENOS AIRES","Sí","Sí","2","Femenino","3","BUENOS AIRES","Explotación Sexual","Línea 145","Boca en Boca","Protex","2019-02-08","06","06","06","06"
"2019-02-08","Nueva","No","sí","No es Víctima","Femenino","NS/NC","Córdoba","Presencia de M y H","6","No","No","Córdoba","Países Limítrofes","Presencia de M y H","NS/NC","Córdoba","No","No","9","Presencia de M y H","6","Córdoba","Venta de Niñxs y otros delitos","Línea 145","Internet","Protex ","2019-02-08","14","14","14","14"
"2019-02-08","Nueva","No","No","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","1","No","No","Buenos Aires","NS/NC","Masculino","49","Buenos Aires","No","No","4","Femenino","1","Mendoza","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Gendarmería y Protex","2019-02-08","50","06","06","50"
"2019-02-08","Nueva","No","sí","No es Víctima","Femenino","NS/NC","Santa Fe","NS/NC","7","No","No","Santa Fe","NS/NC","Femenino","NS/NC","Santa Fe","No","No","10","Femenino","7","Santa Fe","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-02-08","82","82","82","82"
"2019-02-08","Ampliatoria","No","No","No es Víctima","Femenino","60","CABA","Femenino","NS/NC","No","No","CABA","Países Limítrofes","NS/NC","NS/NC","CABA","No","No","4","Femenino","NS/NC","CABA","Publicidad de Oferta Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-02-08","02","02","02","02"
"2019-02-08","Nueva","No","No","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","NS/NC","NO","NO","BUENOS AIRES","Argentina","NS/NC","NS/NC","NS/NC","NO","NO","3","Femenino","NS/NC","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-02-08","","06","","06"
"2019-02-08","Nueva","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","NS/NC","Femenino","NS/NC","Buenos Aires","No","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-02-08","06","06","06","06"
"2019-02-09","Relacionada","No","sí","No es Víctima","Masculino","NS/NC","Córdoba","Femenino","9","No","No","Córdoba","Argentina","Masculino","NS/NC","Córdoba","NO","NO","6","Femenino","9","Córdoba","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-02-09","14","14","14","14"
"2019-02-09","Nueva","No","sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No","No","1","Femenino","NS/NC","Buenos Aires","Explotación sexual","Línea 145","NS/NC","Protex ","2019-02-09","06","06","06","06"
"2019-02-09","Nueva","No","No","No es Víctima","Femenino","NS/NC","Misiones","Femenino","NS/NC","no","no","NS/NC","Argentina","Masculino","NS/NC","Buenos Aires","Sí","No","3","Presencia de M y H","5","Buenos Aires","Explotación Laboral","Línea 145","NS/NC","Policía Federal y Protex","2019-02-09","54","","06","06"
"2019-02-10","Nueva","No","sí","No es Víctima","Masculino","NS/NC","Chaco","Femenino","17","No","No","Formosa","NS/NC","Masculino","NS/NC","Chaco","No","No","NS/NC","Femenino","17","Chaco","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-02-10","22","34","22","22"
"2019-02-10","Ampliatoria","No","No","Víctima Directa","Femenino","20","Santa Fe","Femenino","20","No","No","Santa Fe","Argentina","Masculino","23","Santa Fe","No","No","1","Femenino","20","Santa Fe","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-02-10","82","82","82","82"
"2019-02-10","Nueva","No","No","No es Víctima","Femenino","NS/NC","Jujuy","Femenino","NS/NC","No","No","Jujuy","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","Jujuy","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-02-10","38","38","","38"
"2019-02-10","Nueva","No","sí","No es Víctima","Masculino","41","Neuquén","Femenino","40","No","No","Neuquén","NS/NC","Masculino","45","Neuquén","No","No","1","Femenino","40","Neuquén","Explotación Sexual","Línea 145","Internet","Gendarmería y Protex","2019-02-10","58","58","58","58"
"2019-02-10","Nueva","No","sí","No es Víctima","Masculino","NS/NC","TIERRA DEL FUEGO","Femenino","NS/NC","No","No","NS/NC","NS/NC","Masculino","35","NS/NC","No","No","4","Femenino","NS/NC","TIERRA DEL FUEGO","Explotación Sexual","Línea 145","TV","Protex ","2019-02-10","94","","","94"
"2019-02-11","Nueva","No","sí","No es Víctima","Masculino","NS/NC","Entre Ríos","Femenino","15","No","No","Entre Ríos","Argentina","Femenino","36","Entre Ríos","No","No","NS/NC","Femenino","13","Entre Ríos","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-02-11","30","30","30","30"
"2019-02-11","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","Internet","Femenino","6","No","No","NS/NC","Argentina","Masculino","NS/NC","Buenos Aires","Sí","No","3","Femenino","5","Buenos Aires","Explotación Laboral","Correo Electrónico","NS/NC","Protex ","2019-02-11","","","06","06"
"2019-02-11","Nueva","No","sí","no es víctima","femenino","30","Salta","Femenino","23","no","no","Salta","Argentina","Femenino","32","Salta","no","no","2","Femenino","23","Salta","Posible captación","Línea 145","NS/NC","Protex ","2019-02-11","66","66","66","66"
"2019-02-11","Nueva","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","55","No","No","MISIONES","Argentina","Masculino","NS/NC","NS/NC","No","No","1","Femenino","55","MISIONES","Posible captación","Línea 145","NS/NC","Protex ","2019-02-11","02","54","","54"
"2019-02-11","Ampliatoria","No","No","Víctima Indirecta","Femenino","20","SANTA FE","Femenino","20","NO","NO","SANTA FE","Argentina","Masculino","23","Santa Fe","No","No","1","Femenino","20","SANTA FE","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-02-11","82","82","82","82"
"2019-02-12","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","NS/NC","no","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","Sí","No","NS/NC","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-02-12","","","","06"
"2019-02-12","Amplía y está relacionada con otras Denuncias","No","No","Víctima Indirecta","Femenino","20","SANTA FE","Femenino","20","NO","NO","SANTA FE","Argentina","Masculino","23","Santa Fe","No","No","1","Femenino","20","SANTA FE","Posible captación","Correo Electrónico","NS/NC","Protex ","2019-02-12","82","82","82","82"
"2019-02-12","Nueva","No","sí","No es Víctima","Femenino","NS/NC","Tucumán","Femenino","NS/NC","no","no","Tucumán","NS/NC","NS/NC","NS/NC","NS/NC","no","no","1","Femenino","NS/NC","Tucumán","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-02-12","90","90","","90"
"2019-02-13","Ampliatoria","No","sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Presencia de M y H","NS/NC","NO","NO","Buenos Aires","NS/NC","Masculino","NS/NC","Buenos Aires","No","No","NS/NC","Presencia de M y H","NS/NC","Buenos Aires","Explotación Sexual de N, N y A","Línea 145","NS/NC","Protex ","2019-02-13","06","06","06","06"
"2019-02-13","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Masculino","21","No","No","Buenos Aires","Argentina","Masculino","NS/NC","Buenos Aires","No","No","1","Masculino","12","Buenos Aires","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-02-13","06","06","06","06"
"2019-02-13","Nueva","No","sí","No es Víctima","Masculino","NS/NC","La Pampa","Masculino","65","NO","No","Entre Ríos","Argentina","Masculino","NS/NC","La Pampa","No","No","1","Masculino","65","San Luis","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-02-13","42","30","42","74"
"2019-02-13","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","20","Sí","no","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","NO","NO","1","Femenino","20","Buenos Aires","Desaparición de personas","Línea 145","NS/NC","Protex y Personas Extraviadas","2019-02-13","06","06","","06"
"2019-02-13","Nueva","No","sí","No es Víctima","Femenino","NS/NC","NS/NC","Femenino","35","Sí","No","Buenos Aires","NS/NC","NS/NC","NS/NC","NS/NC","No","No","NS/NC","NS/NC","35","NS/NC","Desaparición de personas","Línea 145","NS/NC","Protex","2019-02-14","","06","",""
"2019-02-14","Ampliatoria","No","sí","No es Víctima","Masculino","NS/NC","CABA","NS/NC","NS/NC","No","No","NS/NC","NS/NC","Femenino","NS/NC","NS/NC","No","No","NS/NC","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal del PNR (ya judicializada)","2019-02-14","02","","","02"
"2019-02-13","Nueva","No","No","No es Víctima","Femenino","NS/NC","Mendoza","Femenino","6","No","No","Mendoza","Argentina","NS/NC","NS/NC","Mendoza","NO","NO","1","Femenino","6","Mendoza","Venta de Niñxs y otros delitos","Línea 145","NS/NC","Fiscalía","2019-02-13","50","50","50","50"
"2019-02-13","Nueva","No","sí","Víctima Directa","Masculino","NS/NC","Río Negro","Masculino","NS/NC","No","No","Río Negro","Argentina","Masculino","NS/NC","Río Negro","NO","NO","16","Masculino","NS/NC","Río Negro","Explotación Laboral","Línea 145","NS/NC","Protex ","2019-02-13","62","62","62","62"
"2019-02-13","Nueva","No","No","No es Víctima","Masculino","NS/NC","Buenos Aires","Masculino","NS/NC","Sí","NO","Buenos Aires","Argentina","NS/NC","NS/NC","NS/NC","NO","NO","1","Femenino","NS/NC","CABA","Desaparición de personas","Línea 145","NS/NC","Area Legal para judicializar","2019-02-14","06","06","","02"
"2019-02-14","Amplía y está relacionada con otras Denuncias","No","No","Víctima Directa","Femenino","20","SANTA FE","Femenino","20","NO","NO","SANTA FE","Argentina","Masculino","23","Santa Fe","NO","NO","1","Femenino","20","SANTA FE","Reducción a la servidumbre o situaciones análogas","Correo Electrónico","NS/NC","Protex ","2019-02-14","82","82","82","82"
"2019-02-14","nueva","No","No","Víctima Directa","Femenino","23","Formosa","Femenino","20","no","no","formosa","Argentina","Masculino","NS/NC","CÓRDOBA","no","no","2","Femenino","20","CÓRDOBA","Explotación Sexual","Línea 145","ONG-Organismos nacionales","Protex ","2019-02-14","34","34","14","14"
"2019-02-15","Nueva","No","No","No es Víctima","Femenino","50","Mendoza","Presencia de M y H","14","No","No","Mendoza","Argentina","Masculino","35","Mendoza","No","No","4","Presencia de M y H","14","Mendoza","Explotación Laboral","Línea 145","Internet","Protex ","2019-02-15","50","50","50","50"
"2019-02-15","Ampliatoria","No","No","Víctima Directa","Femenino","23","Formosa","Femenino","20","No","No","Formosa","Argentina","Masculino","NS/NC","Córdoba","No","No","2","Femenino","NS/NC","Córdoba","Explotación Sexual","Correo Electrónico","ONG-Organismos nacionales","Protex ","2019-02-15","34","34","14","14"
"2019-02-15","Ampliatoria","No","No","Víctima Directa","Femenino","20","SANTA FE","Femenino","20","NO","NO","SANTA FE","Argentina","Masculino","23","Santa Fe","NO","NO","1","Femenino","20","SANTA FE","Reducción a la servidumbre o situaciones análogas","Correo Electrónico","NS/NC","Protex ","2019-02-15","82","82","82","82"
"2019-02-15","Nueva","No","sí","No es Víctima","Femenino","NS/NC","Córdoba","Femenino","NS/NC","No","No","Córdoba","NS/NC","Femenino","NS/NC","Córdoba","No","No","NS/NC","Femenino","NS/NC","Córdoba","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Protex","2019-02-15","14","14","14","14"
"2019-02-15","Nueva","No","No","No es Víctima","Femenino","NS/NC","Buenos Aires","Masculino","7","Sí","No","NS/NC","Otros Países","NS/NC","NS/NC","Corrientes","No","No","2","Masculino","7","Corrientes","Posible captación","Línea 145","NS/NC","Gendarmería y Protex","2019-02-15","06","","18","18"
"2019-02-15","Ampliatoria","No","No","Víctima Directa","Masculino","24","Buenos Aires","Masculino","24","No","No","NS/NC","NS/NC","Masculino","77","Buenos Aires","No","No","1","Masculino","24","Buenos Aires","Explotación Sexual de N, N y A","Línea 145","ONG-Organismos nacionales","Protex ","2019-02-15","06","","06","06"
"2019-02-15","Nueva","No","sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","NS/NC","NS/NC","NS/NC","No","No","1","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-02-15","02","","","02"
"2019-02-17","Ampliatoria","No","sí","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","Argentina","NS/NC","NS/NC","CABA","Sí","No","8","Femenino","NS/NC","CABA","Explotación Sexual","Línea 145","NS/NC","Gendarmería y Area Legal del PNR","2019-02-17","02","","02","02"
"2019-02-15","Nueva","No","sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","no","no","Buenos Aires","Argentina","Trans","NS/NC","Buenos Aires","No","No","13","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-02-15","06","06","06","06"
"2019-02-15","Ampliatoria","No","sí","No es Víctima","Masculino","NS/NC","Buenos Aires","Femenino","NS/NC","no","no","Buenos Aires","Argentina","Trans","NS/NC","Buenos Aires","No","No","13","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-02-16","06","06","06","06"
"2019-02-16","Nueva","No","sí","No es Víctima","Femenino","NS/NC","Buenos Aires","Femenino","NS/NC","No","No","Buenos Aires","NS/NC","Masculino","NS/NC","NS/NC","No","No","2","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Protex ","2019-02-16","06","06","","06"
"2019-02-16","Ampliatoria","No","No","No es Víctima","Femenino","NS/NC","CABA","Femenino","NS/NC","No","No","NS/NC","NS/NC","Masculino","NS/NC","NS/NC","Sí","Sí","2","Femenino","NS/NC","Buenos Aires","Explotación Sexual","Línea 145","NS/NC","Area Legal para judicializar","2019-02-16","02","","","06"
"2019-02-17","Nueva","No","No","No es Víctima","Femenino","40","Buenos Aires","Femenino","40","no","no","NS/NC","Otros Países","Masculino","NS/NC","BUENOS AIRES","No","No","1","Femenino","40","Buenos Aires","Traslado de personas","Línea 145","NS/NC","Gendarmería y Area Legal del PNR","2019-02-17","06","","06","06"
