"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_es_victima","llamante_genero","llamante_rango_etario","llamante_provincia","victima_identificada_genero","victima_identificada_rango_etario","victima_identificada_discapacidad","victima_identificada_embarazada","victima_identificada_provincia_origen","victima_identificada_nacionalidad","denunciado_genero","denunciado_rango_etario","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","victimas_estimadas_cantidad","victimas_estimadas_genero","victimas_estimadas_rango_etario","victimas_estimadas_provincia_hecho","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_indec_id","victima_identificada_provincia_origen_indec_id","denunciado_provincia_indec_id","victimas_estimadas_provincia_hecho_indec_id"
"2018-11-02","No","No","Sí","Sí","Femenino","26 a 40","Buenos Aires","Situaciones con hombres y mujeres o trans (varios)","16 a 17 (específico para trabajo adolescente)","No","No","Sin dato/no contesta","Extranjera","Situaciones con hombres y mujeres o trans (varios)","26 a 40","Buenos Aires","No","No","2","Situaciones con hombres y mujeres o trans (varios)","14 a 15","Buenos Aires","Explotación laboral","Línea 145","ONG - Organismos nacionales","Fuerzas de seguridad federal","2018-11-02","06","","06","06"
"2018-11-02","No","Sí","No","Sí","Femenino","26 a 40","Jujuy","Femenino","18 a 25","No","No","Córdoba","Argentina","Masculino","41 a 60","Mendoza","No","No","1","Femenino","18 a 25","Jujuy","Explotación sexual","Línea 145","Otros","Protex","2018-11-03","38","14","50","38"
"2018-11-04","No","No","No","No","Femenino","No sabe/no contesta","Sin dato/no contesta","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Sin dato/no contesta","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Protex","2018-11-04","","","",""
"2018-11-04","No","No","Sí","No","Masculino","26 a 40","Sin dato/no contesta","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","4","Femenino","No sabe/no contesta","Buenos Aires","Explotación sexual","Línea 145","Internet","Protex","2018-11-04","","","","06"
"2018-11-04","No","No","Sí","No","Femenino","No sabe/no contesta","Sin dato/no contesta","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Femenino","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Sin dato/no contesta","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Protex","2018-11-04","","","",""
"2018-11-04","No","No","Sí","No","Femenino","No sabe/no contesta","Mendoza","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Situaciones con hombres y mujeres o trans (varios)","26 a 40","Mendoza","No","No","0","Femenino","No sabe/no contesta","Sin dato/no contesta","Traslado de personas","Línea 145","Otros","Protex","2018-11-04","50","","50",""
"2018-11-04","No","No","Sí","No","Femenino","61 en adelante","Sin dato/no contesta","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Sin dato/no contesta","Posible trata de personas (hecho indefinido)","Línea 145","ONG - Organismos nacionales","Protex","2018-11-04","","","",""
"2018-11-04","No","No","Sí","Sí","Masculino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Situaciones con hombres y mujeres o trans (varios)","0 a 13","No","No","Buenos Aires","Extranjera","Situaciones con hombres y mujeres o trans (varios)","26 a 40","Buenos Aires","No","No","2","Situaciones con hombres y mujeres o trans (varios)","14 a 15","Buenos Aires","Explotación laboral","Línea 145","Otros","Fuerzas de seguridad federal","2018-11-04","02","06","06","06"
"2018-11-04","No","No","No","No","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Femenino","26 a 40","No","No","Ciudad Autónoma de Buenos Aires","Argentina","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","26 a 40","Ciudad Autónoma de Buenos Aires","Posible captación","Línea 145","Otros","Área legal para judicializar","2018-11-04","02","02","","02"
"2018-11-04","Sí","No","No","No","Masculino","No sabe/no contesta","Sin dato/no contesta","Femenino","No sabe/no contesta","No","No","Ciudad Autónoma de Buenos Aires","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Explotación sexual","Correo institucional","No contesta / No se consultó","Area legal ya judicializada","2018-11-04","","02","","02"
"2018-11-04","No","No","No","No","Femenino","No sabe/no contesta","Misiones","Femenino","No sabe/no contesta","No","Sí","Misiones","No refiere","Masculino","26 a 40","Misiones","No","No","14","Femenino","No sabe/no contesta","Misiones","Venta de niños y otros delitos","Línea 145","Otros","Protex","2018-11-05","54","54","54","54"
"2018-11-04","Sí","No","No","No","Femenino","No sabe/no contesta","Buenos Aires","Femenino","26 a 40","No","No","Buenos Aires","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","Femenino","18 a 25","Buenos Aires","Explotación laboral","Línea 145","Otros","Protex","2018-11-05","06","06","","06"
"2018-11-05","No","No","No","No","Femenino","No sabe/no contesta","Buenos Aires","Femenino","14 a 15","No","No","Buenos Aires","Extranjera","Masculino","26 a 40","Buenos Aires","No","No","1","Femenino","14 a 15","Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Protex","2018-11-05","06","06","06","06"
"2018-11-05","Sí","No","No","No","Femenino","26 a 40","Jujuy","Femenino","18 a 25","No","No","Córdoba","Argentina","Masculino","41 a 60","Mendoza","No","No","1","Femenino","18 a 25","Jujuy","Posible captación","Llamadas realizadas por seguimiento","Otros","Protex","2018-11-05","38","14","50","38"
"2018-11-05","No","No","No","No","Femenino","61 en adelante","Buenos Aires","Femenino","18 a 25","No","No","Buenos Aires","No refiere","Masculino","18 a 25","Ciudad Autónoma de Buenos Aires","No","No","1","Femenino","18 a 25","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-11-05","06","06","02","02"
"2018-11-05","No","No","No","No","Femenino","No sabe/no contesta","Sin dato/no contesta","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Pornografía infantil","Correo institucional","ONG - Organismos nacionales","Protex","2018-11-05","","","",""
"2018-11-05","No","No","No","No","Femenino","26 a 40","Tucumán","Femenino","18 a 25","No","No","Tucumán","Argentina","Masculino","26 a 40","Córdoba","No","No","1","Femenino","18 a 25","Córdoba","Traslado de personas","Línea 145","Otros","Protex","2018-11-05","90","90","14","14"
"2018-11-06","Sí","No","No","Sí","Otros","No sabe/no contesta","Buenos Aires","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","No","No","Sin dato/no contesta","Extranjera","Otros","No sabe/no contesta","Buenos Aires","No","No","30","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-11-06","06","","06","06"
"2018-11-06","Sí","No","No","No","Femenino","No sabe/no contesta","Buenos Aires","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","Campañas del programa","Protex","2018-11-06","06","","","06"
"2018-11-06","No","No","Sí","No","Masculino","No sabe/no contesta","Córdoba","Femenino","26 a 40","No","No","Córdoba","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","10","Femenino","26 a 40","Córdoba","Explotación sexual","Línea 145","No contesta / No se consultó","Protex","2018-11-06","14","14","","14"
"2018-11-06","No","No","Sí","No","Femenino","No sabe/no contesta","Buenos Aires","Femenino","0 a 13","No","No","Sin dato/no contesta","No refiere","Masculino","41 a 60","Buenos Aires","No","No","4","Femenino","0 a 13","Buenos Aires","Explotación sexual","Línea 145","ONG - Organismos nacionales","Fuerzas de seguridad federal","2018-11-06","06","","06","06"
"2018-11-06","No","No","No","Sí","Femenino","18 a 25","Ciudad Autónoma de Buenos Aires","Femenino","18 a 25","No","No","Ciudad Autónoma de Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","18 a 25","Ciudad Autónoma de Buenos Aires","Posible captación","Línea 145","Boca en boca","Protex","2018-11-06","02","02","","02"
"2018-11-06","Sí","No","No","Sí","Femenino","18 a 25","Córdoba","Femenino","18 a 25","No","No","Córdoba","No refiere","Masculino","41 a 60","Sin dato/no contesta","No","No","1","Femenino","18 a 25","Córdoba","Posible captación","Llamadas realizadas por seguimiento","Otros","Protex","2018-11-06","14","14","","14"
"2018-11-06","No","Sí","No","Sí","Femenino","26 a 40","Buenos Aires","Femenino","26 a 40","No","No","Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Sí","No","1","Femenino","26 a 40","Chubut","Explotación sexual","Línea 145","ONG - Organismos nacionales","Protex","2018-11-06","06","06","","26"
"2018-11-06","No","No","Sí","No","Masculino","26 a 40","Ciudad Autónoma de Buenos Aires","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","Extranjera","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","0","Femenino","18 a 25","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-11-06","02","","","02"
"2018-11-07","No","No","Sí","No","Femenino","26 a 40","La Rioja","Femenino","0 a 13","No","No","La Rioja","Argentina","Femenino","No sabe/no contesta","La Rioja","No","No","1","Femenino","0 a 13","La Rioja","Explotación sexual","Línea 145","Internet","Protex","2018-11-13","46","46","46","46"
"2018-11-07","No","No","No","No","Femenino","No sabe/no contesta","Buenos Aires","Masculino","61 en adelante","No","No","Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Buenos Aires","Desaparición","Línea 145","ONG - Organismos nacionales","Area legal ya judicializada","2018-11-07","06","06","","06"
"2018-11-07","No","No","No","No","Femenino","No sabe/no contesta","Sin dato/no contesta","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Buenos Aires","Explotación sexual","Correo institucional","No contesta / No se consultó","Protex","2018-11-07","","","","06"
"2018-11-07","Sí","No","Sí","No","Femenino","No sabe/no contesta","Mendoza","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Buenos Aires","No","No","0","No sabe/no contesta","No sabe/no contesta","Buenos Aires","Explotación sexual","Línea 145","Internet","Protex","2018-11-07","50","","06","06"
"2018-11-07","No","No","Sí","No","Masculino","41 a 60","Ciudad Autónoma de Buenos Aires","Femenino","18 a 25","No","No","Sin dato/no contesta","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","4","Femenino","18 a 25","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Internet","Área legal para judicializar","2018-11-07","02","","","02"
"2018-11-07","No","No","Sí","No","Femenino","No sabe/no contesta","Misiones","Femenino","14 a 15","No","No","Misiones","Argentina","Femenino","No sabe/no contesta","Misiones","No","No","1","Femenino","14 a 15","Misiones","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-11-07","54","54","54","54"
"2018-11-07","No","No","Sí","No","Masculino","No sabe/no contesta","Buenos Aires","Situaciones con hombres y mujeres o trans (varios)","14 a 15","No","No","Sin dato/no contesta","Extranjera","Masculino","18 a 25","Sin dato/no contesta","No","No","20","Situaciones con hombres y mujeres o trans (varios)","14 a 15","Buenos Aires","Explotación laboral","Línea 145","Otros","Protex","2018-11-07","06","","","06"
"2018-11-07","Sí","No","No","No","Masculino","No sabe/no contesta","Sin dato/no contesta","Femenino","No sabe/no contesta","No","No","Ciudad Autónoma de Buenos Aires","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Explotación sexual","Correo institucional","No contesta / No se consultó","Area legal ya judicializada","2018-11-07","","02","","02"
"2018-11-08","No","No","Sí","Sí","Femenino","No sabe/no contesta","Mendoza","Femenino","0 a 13","No","No","Mendoza","Argentina","Masculino","41 a 60","Sin dato/no contesta","No","No","3","Femenino","0 a 13","Mendoza","Venta de niños y otros delitos","Línea 145","No contesta / No se consultó","Protex","2018-11-08","50","50","","50"
"2018-11-08","No","No","Sí","Sí","Femenino","26 a 40","Salta","No sabe/no contesta","No sabe/no contesta","No","No","Salta","Argentina","No sabe/no contesta","No sabe/no contesta","Salta","No","No","0","Femenino","26 a 40","Salta","Oferta laboral engañosa","Línea 145","ONG - Organismos nacionales","Protex","2018-11-08","66","66","66","66"
"2018-11-08","No","No","Sí","Sí","Femenino","26 a 40","Salta","No sabe/no contesta","No sabe/no contesta","No","No","Salta","Argentina","No sabe/no contesta","No sabe/no contesta","Salta","No","No","0","Femenino","26 a 40","Salta","Oferta laboral engañosa","Correo institucional","ONG - Organismos nacionales","Protex","2018-11-08","66","66","66","66"
"2018-11-08","Sí","No","Sí","No","Masculino","No sabe/no contesta","Mendoza","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","Extranjera","Masculino","No sabe/no contesta","Mendoza","No","No","2","Femenino","No sabe/no contesta","Mendoza","Explotación sexual","Línea 145","No contesta / No se consultó","Protex","2018-11-08","50","","50","50"
"2018-11-08","No","No","Sí","No","Masculino","No sabe/no contesta","Santa Fe","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Santa Fe","Argentina","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Santa Fe","Sí","No","1","Femenino","16 a 17 (específico para trabajo adolescente)","Santa Fe","Traslado de personas","Correo institucional","No contesta / No se consultó","Fuerzas de seguridad federal","2018-11-08","82","82","82","82"
"2018-11-08","No","No","Sí","No","Femenino","41 a 60","Buenos Aires","Femenino","0 a 13","No","No","Buenos Aires","Argentina","Masculino","41 a 60","Buenos Aires","Sí","Sí","2","Femenino","0 a 13","Buenos Aires","Explotación sexual","Línea 145","Boca en boca","Protex","2018-11-09","06","06","06","06"
"2018-11-09","Sí","No","No","No","Femenino","No sabe/no contesta","Chaco","Femenino","18 a 25","Sí","No","Chaco","Argentina","Situaciones con hombres y mujeres o trans (varios)","No sabe/no contesta","Chaco","Sí","Sí","1","Femenino","18 a 25","Chaco","Posible captación","Línea 145","No contesta / No se consultó","Protex","2018-11-09","22","22","22","22"
"2018-11-09","Sí","No","Sí","Sí","Femenino","No sabe/no contesta","Buenos Aires","Femenino","18 a 25","No","No","Sin dato/no contesta","Argentina","Femenino","26 a 40","Buenos Aires","No","No","3","Femenino","18 a 25","Buenos Aires","Explotación sexual","Línea 145","No contesta / No se consultó","Protex","2018-11-09","06","","06","06"
"2018-11-09","No","No","No","No","Masculino","No sabe/no contesta","Tucumán","Femenino","No sabe/no contesta","No","No","Entre Ríos","No refiere","Masculino","No sabe/no contesta","Santa Fe","No","No","3","Femenino","No sabe/no contesta","Santa Fe","Explotación sexual","Correo institucional","Boca en boca","Fuerzas de seguridad federal","2018-11-09","90","30","82","82"
"2018-11-09","No","No","No","Sí","Masculino","26 a 40","Entre Ríos","Masculino","26 a 40","No","No","Jujuy","Argentina","Masculino","No sabe/no contesta","Sin dato/no contesta","No","No","40","Masculino","26 a 40","Entre Ríos","Explotación laboral","Línea 145","No contesta / No se consultó","Fuerzas de seguridad federal","2018-11-09","30","38","","30"
"2018-11-09","Sí","No","Sí","Sí","Femenino","No sabe/no contesta","Buenos Aires","Femenino","18 a 25","No","No","Sin dato/no contesta","Argentina","Femenino","26 a 40","Buenos Aires","No","No","3","Femenino","18 a 25","Buenos Aires","Explotación sexual","Correo institucional","No contesta / No se consultó","Protex","2018-11-09","06","","06","06"
"2018-11-09","No","No","Sí","Sí","Femenino","No sabe/no contesta","Sin dato/no contesta","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Buenos Aires","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Oferta laboral engañosa","Correo institucional","No contesta / No se consultó","Protex","2018-11-09","","","06",""
"2018-11-09","No","No","No","No","Femenino","16 a 17 (específico para trabajo adolescente)","Sin dato/no contesta","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Buenos Aires","Posible captación","Línea 145","No contesta / No se consultó","Protex","2018-11-10","","","","06"
"2018-11-10","No","No","Sí","No","Masculino","18 a 25","Córdoba","Femenino","14 a 15","No","No","Sin dato/no contesta","No refiere","Masculino","26 a 40","Sin dato/no contesta","No","No","8","Femenino","14 a 15","Córdoba","Explotación sexual","Línea 145","TV","Fuerzas de seguridad federal","2018-11-10","14","","","14"
"2018-11-10","Sí","No","Sí","No","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Buenos Aires","Posible captación","Línea 145","Otros","Protex","2018-11-10","","","","06"
"2018-11-10","No","No","No","No","Masculino","26 a 40","Buenos Aires","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Buenos Aires","Posible captación","Línea 145","Otros","Protex","2018-11-10","06","","","06"
"2018-11-10","No","No","Sí","No","Femenino","41 a 60","Ciudad Autónoma de Buenos Aires","No sabe/no contesta","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Posible captación","Línea 145","Otros","Protex","2018-11-10","02","","","02"
"2018-11-10","No","No","Sí","No","Femenino","41 a 60","Buenos Aires","No sabe/no contesta","18 a 25","No","No","Buenos Aires","Argentina","Situaciones con hombres y mujeres o trans (varios)","41 a 60","Buenos Aires","No","No","2","Femenino","18 a 25","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-11-10","06","06","06","06"
"2018-11-10","Sí","No","Sí","No","Femenino","41 a 60","Buenos Aires","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Posible captación","Línea 145","Internet","Protex","2018-11-10","06","","",""
"2018-11-10","Sí","No","Sí","No","Femenino","41 a 60","Ciudad Autónoma de Buenos Aires","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Posible captación","Línea 145","Internet","Protex","2018-11-10","02","","",""
"2018-11-10","No","No","Sí","No","Masculino","41 a 60","Mendoza","Femenino","26 a 40","No","No","Sin dato/no contesta","Argentina","Femenino","No sabe/no contesta","Sin dato/no contesta","No","No","5","Femenino","26 a 40","Mendoza","Explotación sexual","Línea 145","Internet","Protex","2018-11-10","50","","","50"
"2018-11-10","Sí","No","No","Sí","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No sabe/no contesta","No sabe/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","Posible captación","Línea 145","Otros","Protex","2018-11-10","02","02","","02"
"2018-11-11","Sí","No","No","No","Femenino","26 a 40","Ciudad Autónoma de Buenos Aires","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Ciudad Autónoma de Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","16 a 17 (específico para trabajo adolescente)","Ciudad Autónoma de Buenos Aires","Posible captación","Línea 145","Otros","Protex","2018-11-11","02","02","","02"
"2018-11-11","Sí","No","No","Sí","Femenino","18 a 25","Buenos Aires","Femenino","18 a 25","No","No","Buenos Aires","Argentina","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","18 a 25","Buenos Aires","Posible captación","Línea 149 - CENAVID","Otros","Protex","2018-11-11","06","06","","06"
"2018-11-11","Sí","No","No","Sí","Femenino","No sabe/no contesta","Sin dato/no contesta","Femenino","No sabe/no contesta","No","No","Sin dato/no contesta","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","1","Femenino","No sabe/no contesta","Sin dato/no contesta","Posible captación","Correo institucional","No contesta / No se consultó","Protex","2018-11-11","","","",""
"2018-11-11","No","No","No","Sí","Femenino","18 a 25","Buenos Aires","Femenino","18 a 25","No","No","Buenos Aires","No refiere","Femenino","No sabe/no contesta","Buenos Aires","No","No","1","Femenino","18 a 25","Buenos Aires","Posible captación","Línea 145","ONG - Organismos nacionales","Protex","2018-11-11","06","06","06","06"
"2018-11-11","Sí","No","Sí","No","Femenino","18 a 25","Ciudad Autónoma de Buenos Aires","Femenino","No sabe/no contesta","No","No","Ciudad Autónoma de Buenos Aires","No refiere","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","0","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","Posible captación","Línea 145","Internet","Protex","2018-11-11","02","02","",""
"2018-11-12","No","No","Sí","No","Femenino","41 a 60","Neuquén","Femenino","0 a 13","No","No","Sin dato/no contesta","Extranjera","No sabe/no contesta","No sabe/no contesta","Sin dato/no contesta","No","No","5","Femenino","0 a 13","Neuquén","Explotación laboral niñas, niños y adolescentes","Línea 145","Capacitación","Fuerzas de seguridad federal","2018-11-12","58","","","58"
"2018-11-12","No","No","Sí","No","Femenino","No sabe/no contesta","Córdoba","Femenino","18 a 25","Sí","No","Neuquén","No refiere","Masculino","41 a 60","Neuquén","No","No","1","Femenino","18 a 25","Neuquén","Venta de niños y otros delitos","Línea 145","Otros","Juzgado / Fiscalía","2018-11-12","14","58","58","58"
