"denuncia_fecha","denuncia_previa","derivacion_seguimiento","llamante_anonimo","llamante_genero","llamante_rango_etario","llamante_provincia","llamante_es_victima","victima_genero","victima_rango_etario","victima_discapacidad","victima_embarazada","victima_provincia_origen","victima_cantidad","victima_nacionalidad","denunciado_genero","denunciado_provincia","connivencia_fuerzas_seguridad","connivencia_poder_politico","hecho_provincia","denuncia_tipo_explotacion","denuncia_via_ingreso","acercamiento_tipo","derivacion_organismo","derivacion_fecha","llamante_provincia_indec_id","victima_provincia_origen_indec_id","denunciado_provincia_indec_id","hecho_provincia_indec_id"
"2018-01-03","No","No","Sí","Sin datos","No refiere","Sin dato/no contesta","No","No sabe/no contesta","No refiere","No","No","Misiones","0","Extranjera","No sabe/no contesta","Misiones","Sí","Sí","Misiones","Explotación sexual niñas, niños y adolescentes","Correo institucional","Otros","Protex","2018-01-04","","54","54","54"
"2018-01-03","No","No","Sí","Sin datos","0 a 13","Sin dato/no contesta","Sí","Femenino","No refiere","No","No","Ciudad Autónoma de Buenos Aires","0","Argentina","Femenino","Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Posible captación","Línea 145","Internet","Área legal para judicializar","2018-01-03","","","06",""
"2018-01-03","Sí","No","No","Sin datos","0 a 13","Chaco","Sí","Femenino","18 a 25","No","No","Ciudad Autónoma de Buenos Aires","0","Argentina","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Posible captación","Línea 145","Boca en boca","Área legal para judicializar","2018-01-03","22","","",""
"2018-01-03","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Santa Fe","0","No refiere","Femenino","Buenos Aires","No","No","Buenos Aires","Desaparición","Línea 145","Otros","Protex","2018-01-03","","82","06","06"
"2018-01-03","No","No","No","Sin datos","14 a 16","Chubut","Sin datos","Masculino","0 a 13","No","No","Buenos Aires","0","Argentina","Femenino","Sin dato/no contesta","No","No","Sin dato/no contesta","Grooming","Línea 145","Otros","Protex","2018-01-03","26","06","",""
"2018-01-03","No","No","No","Sin datos","0 a 13","Chaco","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","0","Argentina","Masculino","Sin dato/no contesta","No","No","Sin dato/no contesta","Explotación laboral","Línea 145","Otros","Area legal ya judicializada","2018-01-04","22","06","",""
"2018-01-04","No","No","No","Sin datos","14 a 16","Córdoba","Sin datos","Femenino","26 a 40","No","No","Santiago del Estero","0","Argentina","Masculino","Buenos Aires","No","No","Santiago del Estero","Posible captación","Línea 145","Otros","Fuerzas de seguridad federal","2018-01-04","14","86","06","86"
"2018-01-04","No","No","Sí","Sin datos","14 a 16","Sin dato/no contesta","Sin datos","Masculino","0 a 13","No","No","Buenos Aires","0","Argentina","Femenino","Buenos Aires","No","No","Buenos Aires","Venta de niños y otros delitos","Línea 145","Otros","Protex","2018-01-04","","06","06","06"
"2018-01-04","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Sin dato/no contesta","0","Extranjera","Femenino","Sin dato/no contesta","No","No","Sin dato/no contesta","Posible captación","Línea 145","Internet","Protex","2018-01-04","","","",""
"2018-01-04","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","No refiere","No","No","Buenos Aires","0","No refiere","Femenino","Buenos Aires","Sí","Sí","Buenos Aires","Oferta laboral engañosa","Línea 145","Otros","Fuerzas de seguridad federal","2018-01-04","","06","06","06"
"2018-01-04","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Santa Fe","0","No refiere","Femenino","Buenos Aires","No","No","Buenos Aires","Desaparición","Línea 145","Otros","Protex","2018-01-04","","82","06","06"
"2018-01-04","No","No","Sí","Sin datos","0 a 13","Chubut","Sin datos","Femenino","No refiere","No","No","Mendoza","0","Argentina","Femenino","Mendoza","No","No","Mendoza","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-01-04","26","50","50","50"
"2018-01-04","No","No","Sí","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Situaciones con hombres y mujeres o trans (varios)","0 a 13","No","Sí","Mendoza","0","Argentina","Femenino","Mendoza","No","No","Mendoza","Explotación laboral niñas, niños y adolescentes","Línea 145","ONG - Organismos nacionales","Fuerzas de seguridad federal","2018-01-04","","50","50","50"
"2018-01-05","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","0 a 13","No","No","Buenos Aires","0","No refiere","Femenino","Buenos Aires","Sí","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-01-05","","06","06","06"
"2018-01-05","No","No","Sí","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","0 a 13","No","No","Santiago del Estero","0","No refiere","Masculino","Santiago del Estero","No","No","Santiago del Estero","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-01-05","","86","86","86"
"2018-01-05","No","No","No","Sin datos","14 a 16","Sin dato/no contesta","No","Masculino","No refiere","No","No","Sin dato/no contesta","0","Extranjera","Masculino","Sin dato/no contesta","No","No","Sin dato/no contesta","Explotación laboral","Correo institucional","Otros","Protex","2018-01-05","","","",""
"2018-01-05","No","No","No","Sin datos","14 a 16","Chubut","Sin datos","Femenino","14 a 16","No","No","Sin dato/no contesta","0","Extranjera","Femenino","Buenos Aires","No","No","Buenos Aires","Explotación sexual niñas, niños y adolescentes","Línea 145","Capacitación","Fuerzas de seguridad federal","2018-01-05","26","","06","06"
"2018-01-06","No","No","No","Sin datos","0 a 13","Córdoba","Sí","Femenino","41 a 60","No","No","Ciudad Autónoma de Buenos Aires","0","Argentina","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","Otros","Área legal para judicializar","2018-01-06","14","","",""
"2018-01-05","No","Sí","No","Sin datos","0 a 13","Corrientes","Sin datos","Femenino","26 a 40","No","No","San Juan","0","Argentina","No sabe/no contesta","Sin dato/no contesta","No","No","San Juan","Desaparición","Línea 145","Otros","Fuerzas de seguridad federal","2018-01-08","18","70","","70"
"2018-01-06","No","No","No","Sin datos","0 a 13","Córdoba","Sin datos","Femenino","14 a 16","No","No","Buenos Aires","0","Argentina","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Desaparición","Línea 145","Otros","Protex","2018-01-06","14","06","","06"
"2018-01-31","Sí","No","Sí","Sin datos","0 a 13","Ciudad Autónoma de Buenos Aires","Sin datos","Femenino","0 a 13","No","No","Ciudad Autónoma de Buenos Aires","0","Argentina","Femenino","Ciudad Autónoma de Buenos Aires","Sí","No","Ciudad Autónoma de Buenos Aires","Explotación laboral","Línea 145","ONG - Organismos nacionales","Area legal ya judicializada","2018-01-31","","","",""
"2018-01-06","No","No","No","Sin datos","0 a 13","Córdoba","Sin datos","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Santa Fe","Explotación sexual","Línea 145","Campañas del programa","Protex","2018-01-06","14","","","82"
"2018-01-07","No","No","Sí","Sin datos","0 a 13","Sin dato/no contesta","Sí","Femenino","No refiere","No","No","Ciudad Autónoma de Buenos Aires","0","No refiere","Masculino","Ciudad Autónoma de Buenos Aires","No","Sí","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-01-07","","","",""
"2018-01-07","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","No","Situaciones con hombres y mujeres o trans (varios)","41 a 60","No","No","Sin dato/no contesta","0","Argentina","Masculino","Buenos Aires","No","No","Córdoba","Explotación laboral","Línea 145","Otros","Fuerzas de seguridad federal","2018-01-08","","","06","14"
"2018-01-08","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","No","Femenino","No refiere","No","No","Sin dato/no contesta","0","No refiere","Masculino","Jujuy","No","No","Jujuy","Oferta laboral engañosa","Línea 145","Otros","Protex","2018-01-08","","","38","38"
"2018-01-08","Sí","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","41 a 60","No","No","Buenos Aires","0","Argentina","Masculino","Buenos Aires","No","No","Córdoba","Explotación laboral","Línea 145","Otros","Fuerzas de seguridad federal","2018-01-08","","06","06","14"
"2018-01-08","Sí","No","Sí","Sin datos","14 a 16","Sin dato/no contesta","Sin datos","Masculino","0 a 13","No","No","Sin dato/no contesta","0","Extranjera","Femenino","Buenos Aires","No","No","Buenos Aires","Venta de niños y otros delitos","Línea 145","Otros","Protex","2018-01-08","","","06","06"
"2018-01-08","No","Sí","Sí","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Masculino","0 a 13","No","No","Córdoba","0","No refiere","No sabe/no contesta","Córdoba","No","No","Córdoba","Venta de niños y otros delitos","Línea 145","Otros","Juzgado / Fiscalía","2018-01-08","","14","14","14"
"2018-01-08","No","No","Sí","Sin datos","14 a 16","Sin dato/no contesta","No","Masculino","No refiere","No","No","Misiones","0","Argentina","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación laboral","Línea 145","Campañas del programa","Protex","2018-01-08","","54","06","06"
"2018-01-08","No","No","No","Sin datos","0 a 13","Corrientes","Sin datos","Femenino","14 a 16","No","No","Misiones","0","Argentina","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-01-08","18","54","06","06"
"2018-01-08","No","No","No","Sin datos","No refiere","Buenos Aires","Sin datos","Femenino","No refiere","No","No","Sin dato/no contesta","0","No refiere","Masculino","Catamarca","No","No","Catamarca","Explotación sexual","Línea 145","Otros","Protex","2018-01-08","06","","10","10"
"2018-01-09","No","No","No","Sin datos","14 a 16","Chubut","Sin datos","Femenino","18 a 25","No","No","Buenos Aires","0","Extranjera","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Desaparición","Línea 145","TV","Protex","2018-01-09","26","06","","06"
"2018-01-09","No","No","Sí","Sin datos","14 a 16","Sin dato/no contesta","Sin datos","Femenino","0 a 13","Sí","Sí","Sin dato/no contesta","0","Argentina","Femenino","Córdoba","No","No","Córdoba","Explotación sexual niñas, niños y adolescentes","Línea 145","Otros","Protex","2018-01-09","","","14","14"
"2018-01-09","No","No","Sí","Sin datos","0 a 13","Chubut","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","0","Argentina","Femenino","Sin dato/no contesta","No","No","Buenos Aires","Oferta laboral engañosa","Teléfono institucional (no salientes)","Internet","Protex","2018-01-09","26","06","","06"
"2018-01-09","No","Sí","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Sin dato/no contesta","0","Extranjera","Femenino","Sin dato/no contesta","No","No","Sin dato/no contesta","Posible captación","Teléfono institucional (no salientes)","Otros","Protex","2018-01-09","","","",""
"2018-01-09","No","No","No","Sin datos","0 a 13","Chaco","Sin datos","Masculino","14 a 16","No","No","Santa Fe","0","Argentina","No sabe/no contesta","Sin dato/no contesta","No","No","Santa Fe","Desaparición","Línea 145","Boca en boca","Protex","2018-01-09","22","82","","82"
"2018-01-09","No","Sí","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","0 a 13","Sí","Sí","Buenos Aires","0","No refiere","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-01-09","","06","06","06"
"2018-01-09","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sí","Femenino","18 a 25","No","No","Mendoza","0","Argentina","Masculino","San Luis","Sí","No","San Luis","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-01-09","","50","74","74"
"2018-01-09","No","No","No","Sin datos","14 a 16","Sin dato/no contesta","Sin datos","Femenino","26 a 40","No","No","Misiones","0","Argentina","No sabe/no contesta","Sin dato/no contesta","No","No","Misiones","Desaparición","Línea 145","Campañas del programa","Protex","2018-01-09","","54","","54"
"2018-01-09","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sí","Femenino","18 a 25","No","No","Mendoza","0","Argentina","Masculino","San Luis","No","No","San Luis","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-01-09","","50","74","74"
"2018-01-09","No","No","No","Sin datos","0 a 13","Chubut","Sin datos","Femenino","26 a 40","No","No","Misiones","0","Argentina","Masculino","Buenos Aires","No","No","Buenos Aires","Desaparición","Línea 145","ONG - Organismos nacionales","Protex","2018-01-09","26","54","06","06"
"2018-01-09","No","No","No","Sin datos","0 a 13","Chaco","Sin datos","Masculino","14 a 16","No","No","Santa Fe","0","Argentina","Femenino","Sin dato/no contesta","No","No","Santa Fe","Desaparición","Línea 145","Boca en boca","Protex","2018-01-09","22","82","","82"
"2018-01-09","No","No","No","Sin datos","0 a 13","Chubut","Sin datos","Femenino","26 a 40","No","No","Misiones","0","Argentina","Masculino","Misiones","No","No","Misiones","Desaparición","Teléfono institucional (no salientes)","Otros","Protex","2018-01-09","26","54","54","54"
"2018-01-10","Sí","No","No","Sin datos","0 a 13","Chubut","Sin datos","Femenino","26 a 40","No","No","Misiones","0","Argentina","Masculino","Buenos Aires","No","No","Buenos Aires","Desaparición","Línea 145","ONG - Organismos nacionales","Protex","2018-01-10","26","54","06","06"
"2018-01-10","Sí","No","No","Sin datos","14 a 16","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Mendoza","0","Argentina","Masculino","San Luis","No","No","San Luis","Explotación sexual","Línea 145","Otros","Protex","2018-01-10","","50","74","74"
"2018-01-10","No","No","Sí","Sin datos","14 a 16","Sin dato/no contesta","Sí","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Otros","Área legal para judicializar","2018-01-10","","","",""
"2018-01-10","Sí","No","No","Sin datos","26 a 40","Chaco","Sin datos","Femenino","18 a 25","No","No","Buenos Aires","0","Argentina","Masculino","San Luis","No","No","San Luis","Explotación sexual","Línea 145","Otros","Protex","2018-01-10","22","06","74","74"
"2018-01-10","Sí","No","No","Sin datos","14 a 16","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Mendoza","0","Argentina","Masculino","San Luis","No","No","San Luis","Explotación sexual","Línea 145","Otros","Protex","2018-01-10","","50","74","74"
"2018-01-10","No","No","No","Sin datos","26 a 40","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Buenos Aires","0","Extranjera","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","Otros","Protex","2018-01-10","","06","06","06"
"2018-01-10","Sí","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Sin dato/no contesta","0","Argentina","Masculino","San Luis","No","No","San Luis","Explotación sexual","Correo institucional","Otros","Protex","2018-01-10","","","74","74"
"2018-01-10","Sí","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","No refiere","No","No","Tucumán","0","Argentina","Masculino","Tucumán","No","No","Tucumán","Explotación sexual","Línea 145","Otros","Protex","2018-01-10","","90","90","90"
"2018-01-11","No","No","Sí","Sin datos","14 a 16","Sin dato/no contesta","Sin datos","Situaciones con hombres y mujeres o trans (varios)","0 a 13","No","No","Sin dato/no contesta","20","Extranjera","Masculino","Chaco","No","No","Chaco","Explotación sexual","Línea 145","Internet","Fuerzas de seguridad federal","2018-01-11","","","22","22"
"2018-01-11","No","No","No","Sin datos","14 a 16","Sin dato/no contesta","Sí","Situaciones con hombres y mujeres o trans (varios)","No refiere","No","No","Buenos Aires","0","No refiere","Masculino","Buenos Aires","No","No","Buenos Aires","Explotación sexual","Línea 145","Internet","Protex","2018-01-11","","06","06","06"
"2018-01-11","No","No","Sí","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Córdoba","0","Argentina","No sabe/no contesta","Sin dato/no contesta","No","No","Córdoba","Explotación sexual","Línea 145","Internet","Fuerzas de seguridad federal","2018-01-11","","14","","14"
"2018-01-11","Sí","No","No","Sin datos","14 a 16","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","San Luis","0","Argentina","Masculino","San Luis","No","No","San Luis","Explotación sexual","Línea 145","Otros","Protex","2018-01-11","","74","74","74"
"2018-01-11","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","No refiere","No","No","Santa Fe","0","Argentina","Masculino","Santa Fe","No","No","Santa Fe","Oferta laboral engañosa","Línea 145","Otros","Protex","2018-01-11","","82","82","82"
"2018-01-11","No","No","No","Sin datos","0 a 13","Chaco","No","Femenino","No refiere","No","No","Chubut","0","Extranjera","Masculino","Chubut","No","No","Chubut","Explotación sexual","Línea 145","TV","Protex","2018-01-11","22","26","26","26"
"2018-01-11","No","No","Sí","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","No refiere","No","No","Sin dato/no contesta","0","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Sin dato/no contesta","Posible captación","Línea 145","Campañas del programa","Protex","2018-01-11","","","",""
"2018-01-11","Sí","No","No","Sin datos","0 a 13","Chubut","Sin datos","Femenino","26 a 40","No","No","San Juan","0","No refiere","Masculino","Córdoba","Sí","No","Córdoba","Explotación sexual","Línea 145","Otros","Protex","2018-01-12","26","70","14","14"
"2018-01-11","No","No","No","Sin datos","14 a 16","Córdoba","Sin datos","Femenino","18 a 25","No","No","Santa Fe","0","Argentina","Masculino","Santa Fe","No","No","Santa Fe","Explotación sexual","Línea 145","Otros","Protex","2018-01-12","14","82","82","82"
"2018-01-12","Sí","No","No","Sin datos","14 a 16","Chubut","Sin datos","Masculino","26 a 40","No","No","Salta","1","Argentina","Masculino","Salta","No","No","Salta","Venta de niños y otros delitos","Línea 145","Otros","Protex","2018-01-12","26","66","66","66"
"2018-01-12","Sí","No","Sí","Sin datos","14 a 16","Sin dato/no contesta","Sin datos","Masculino","0 a 13","No","No","Sin dato/no contesta","0","Extranjera","Masculino","Buenos Aires","No","No","Buenos Aires","Venta de niños y otros delitos","Línea 145","Otros","Protex","2018-01-12","","","06","06"
"2018-01-12","No","No","No","Sin datos","0 a 13","Córdoba","Sin datos","Femenino","18 a 25","No","No","Formosa","0","Argentina","Femenino","Santa Cruz","Sí","No","Santa Cruz","Explotación sexual","Línea 145","Otros","Fuerzas de seguridad federal","2018-01-12","14","34","78","78"
"2018-01-12","No","No","Sí","Sin datos","14 a 16","Sin dato/no contesta","Sin datos","No sabe/no contesta","No refiere","No","No","Sin dato/no contesta","0","No refiere","Masculino","Mendoza","Sí","No","Mendoza","Explotación sexual","Línea 145","Boca en boca","Fuerzas de seguridad federal","2018-01-12","","","50","50"
"2018-01-12","Sí","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sí","Femenino","18 a 25","No","No","Formosa","0","Argentina","No sabe/no contesta","Santa Cruz","No","No","Santa Cruz","Explotación sexual","Correo institucional","ONG - Organismos nacionales","Protex","2018-01-12","","34","78","78"
"2018-01-12","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Masculino","26 a 40","No","No","Buenos Aires","0","Argentina","No sabe/no contesta","Sin dato/no contesta","No","No","Buenos Aires","Explotación laboral","Línea 145","Otros","Protex","2018-01-12","","06","","06"
"2018-01-12","Sí","No","Sí","Sin datos","No refiere","Sin dato/no contesta","No","Femenino","No refiere","No","No","Ciudad Autónoma de Buenos Aires","0","No refiere","No sabe/no contesta","Sin dato/no contesta","No","No","Ciudad Autónoma de Buenos Aires","Publicidad de oferta sexual","Línea 145","Otros","Area legal ya judicializada","2018-01-12","","","",""
"2018-01-12","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","0","No refiere","No sabe/no contesta","Buenos Aires","No","No","Buenos Aires","Desaparición","Línea 145","Otros","Protex","2018-01-12","","06","06","06"
"2018-01-12","No","No","No","Sin datos","0 a 13","Ciudad Autónoma de Buenos Aires","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","0","No refiere","No sabe/no contesta","Buenos Aires","No","No","Buenos Aires","Desaparición","Línea 145","Otros","Protex","2018-01-12","","06","06","06"
"2018-01-13","Sí","No","No","Sin datos","0 a 13","Chubut","Sin datos","Femenino","26 a 40","No","No","Buenos Aires","0","Argentina","Masculino","Sin dato/no contesta","No","No","Buenos Aires","Venta de niños y otros delitos","Línea 145","Otros","Protex","2018-01-13","26","06","","06"
"2018-01-13","Sí","No","No","Sin datos","0 a 13","Chaco","Sin datos","Femenino","18 a 25","No","No","Formosa","0","Argentina","Femenino","Santa Cruz","No","No","Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","Boca en boca","Fuerzas de seguridad federal","2018-01-13","22","34","78","06"
"2018-01-13","Sí","No","No","Sin datos","0 a 13","Chaco","Sin datos","Femenino","18 a 25","No","No","Formosa","0","Argentina","Femenino","Santa Cruz","No","No","Buenos Aires","Posible trata de personas (hecho indefinido)","Línea 145","Otros","Protex","2018-01-13","22","34","78","06"
"2018-01-13","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","Sí","Ciudad Autónoma de Buenos Aires","0","Extranjera","Femenino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Venta de niños y otros delitos","Línea 145","Otros","Protex","2018-01-15","","","",""
"2018-01-14","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Buenos Aires","0","Argentina","Femenino","Buenos Aires","No","No","Buenos Aires","Desaparición","Línea 145","TV","Protex","2018-01-14","","06","06","06"
"2018-01-14","Sí","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Buenos Aires","0","Argentina","Femenino","Buenos Aires","No","No","Buenos Aires","Desaparición","Línea 145","TV","Protex","2018-01-14","","06","06","06"
"2018-01-14","No","No","No","Sin datos","14 a 16","Chaco","Sin datos","Femenino","16 a 17 (específico para trabajo adolescente)","No","No","Salta","0","Argentina","Masculino","Salta","No","No","Salta","Desaparición","Línea 145","ONG - Organismos nacionales","Protex","2018-01-14","22","66","66","66"
"2018-01-14","No","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sí","Femenino","0 a 13","No","No","Ciudad Autónoma de Buenos Aires","0","Argentina","Masculino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Grooming","Línea 145","ONG - Organismos nacionales","Protex","2018-01-14","","","",""
"2018-01-15","No","No","Sí","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Trans","No refiere","No","No","Buenos Aires","0","Extranjera","Masculino","Buenos Aires","Sí","No","Buenos Aires","Explotación sexual","Línea 145","TV","Protex","2018-01-15","","06","06","06"
"2018-01-15","Sí","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","18 a 25","No","No","Sin dato/no contesta","0","Extranjera","Situaciones con hombres y mujeres o trans (varios)","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Venta de niños y otros delitos","Línea 145","Otros","Protex","2018-01-15","","","",""
"2018-01-15","Sí","No","No","Sin datos","0 a 13","Sin dato/no contesta","Sin datos","Femenino","14 a 16","No","No","Buenos Aires","0","Argentina","Femenino","Buenos Aires","No","No","Buenos Aires","Desaparición","Línea 145","TV","Fuerzas de seguridad federal","2018-01-14","","06","06","06"
"2018-01-15","Sí","No","Sí","Sin datos","0 a 13","Sin dato/no contesta","Sí","Femenino","18 a 25","No","No","Sin dato/no contesta","0","No refiere","Femenino","Ciudad Autónoma de Buenos Aires","No","No","Ciudad Autónoma de Buenos Aires","Explotación sexual","Línea 145","Internet","Area legal ya judicializada","2018-01-15","","","",""
